trialIdx, primeName, targetName, targetSide, condition, correctResponse, response, roll, pitch, yaw, rt, timestamp
1, BakerBerry2nd, BakerBerry2nd, -90, ss, closed, closed, 6.860153, 54.00833, 14.97573, 3.152039, 877.5157
2, NeutralZimmerman, Zimmerman, 90, neutral, open, open, 15.93833, 45.90187, 27.40153, 4.262695, 894.1171
3, BakerBerryHistoric2, BakerBerryHistoric2, 90, ss, open, open, 12.77151, 45.56417, 22.99315, 3.068542, 900.6846
4, Fairbanks, Fairbanks_mirror, -90, mirror, open, open, 10.75519, 40.91474, 25.62164, 2.485107, 905.2107
5, Umplebys, Umplebys, 90, ss, closed, closed, 15.40068, 28.18949, 51.78149, 5.651123, 913.2915
6, NeutralMooreLot, MooreLot, 90, neutral, open, open, 19.01468, 44.17334, 38.31808, 3.693665, 918.4419
7, Fairbanks, Fairbanks, 90, ss, closed, open, 20.94563, 39.59999, 48.54665, 2.804688, 922.7044
8, Zimmerman, Zimmerman_mirror, 90, mirror, open, open, 18.60023, 36.67645, 41.91181, 3.033142, 927.459
9, Maynard, Maynard_mirror, 90, mirror, closed, open, 15.59734, 42.5756, 39.91521, 3.6521, 932.5411
10, RollinsChapel3, RollinsChapel3, 90, ss, closed, open, 18.05263, 38.17833, 41.69699, 3.790588, 937.6229
11, Zimmerman, Zimmerman, -90, ss, closed, open, 16.09836, 43.70261, 35.4127, 3.276611, 942.6628
12, 53Commons, 53Commons_mirror, -90, mirror, closed, open, 11.74237, 34.6705, 12.998, 4.842285, 949.199
13, NeutralFairbanks, Fairbanks, -90, neutral, open, open, 11.54055, 37.18899, 16.4215, 6.511963, 1008.088
14, PineBackHall, PineBackHall, 90, ss, closed, closed, 15.96099, 33.70213, 25.78686, 2.832458, 1013.212
15, RaunerFirst, RaunerFirst, 90, ss, open, open, 14.90854, 37.46412, 25.81789, 2.721619, 1017.488
16, Hop2, Hop2, -90, ss, closed, closed, 17.49406, 41.04177, 33.973, 3.207947, 1022.057
17, Maynard, Maynard, -90, ss, open, open, 17.65561, 45.66664, 32.07871, 2.888306, 1026.555
18, NeutralBakerBerryCharter, BakerBerryCharter, 90, neutral, closed, closed, 9.881586, 22.66804, 17.32662, 2.902344, 1030.736
19, Hop4, Hop4, -90, ss, open, open, 9.435884, 44.02829, 5.298844, 3.459351, 1036.431
20, Hop2, Hop2, -90, ss, closed, closed, 15.23437, 42.11691, 28.61749, 2.804565, 1041.08
21, NeutralHop4, Hop4, 90, neutral, closed, closed, 20.92729, 44.09343, 43.26693, 9.219604, 1052.01
22, NeutralPineEntrance, PineEntrance, 90, neutral, closed, closed, 15.91791, 40.96384, 35.8618, 2.943726, 1056.747
23, Umplebys, Umplebys, 90, ss, closed, closed, 19.56315, 45.13583, 36.54204, 2.638306, 1061.454
24, AllenSt, AllenSt, 90, ss, closed, closed, 19.53296, 39.94022, 34.15472, 2.832642, 1065.508
25, 53Commons, 53Commons, 90, ss, open, open, 18.43703, 44.09422, 34.84812, 2.763184, 1069.66
26, BakerBerryCharter, BakerBerryCharter_mirror, 90, mirror, closed, closed, 12.81894, 46.95859, 34.51467, 2.613037, 1073.467
27, PineEntrance, PineEntrance_mirror, 90, mirror, closed, closed, 10.26715, 38.58915, 31.39649, 2.869385, 1078.349
28, NeutralAllenSt, AllenSt, -90, neutral, open, open, 22.4579, 46.12051, 44.35771, 2.471558, 1082.025
29, RaunerFirst, RaunerFirst, 90, ss, open, open, 19.97469, 39.9453, 32.71947, 2.554443, 1085.969
30, NeutralMaynard, Maynard, 90, neutral, closed, closed, 20.13497, 41.42252, 49.48695, 4.373657, 1091.534
31, NeutralPineBackHall, PineBackHall, -90, neutral, open, open, 26.41156, 48.23444, 56.9661, 4.221069, 1096.824
32, MooreLot, MooreLot, -90, ss, closed, closed, 18.41935, 41.92868, 46.14789, 2.735474, 1138.811
33, AllenSt, AllenSt_mirror, -90, mirror, open, open, 19.20011, 47.22637, 44.99183, 2.723389, 1143.159
34, RaunerBackHall, RaunerBackHall, -90, ss, closed, closed, 23.24601, 48.42202, 55.81123, 2.985229, 1148.268
35, McLaughlinCluster, McLaughlinCluster_mirror, -90, mirror, closed, closed, 7.636605, 47.63223, 22.32886, 236.368, 1405.019
36, NeutralRaunerBackHall, RaunerBackHall, 90, neutral, open, closed, 13.51566, 35.42623, 48.06387, 4.665527, 1412.525
37, BakerBerryHistoric2, BakerBerryHistoric2_mirror, -90, mirror, closed, closed, 12.25929, 45.17304, 36.23272, 3.337036, 1417.223
38, MooreLot, MooreLot_mirror, 90, mirror, open, open, 14.55767, 31.63627, 46.90105, 3.60437, 1422.41
39, BakerBerryHistoric2, BakerBerryHistoric2, 90, ss, open, open, 10.5398, 31.97973, 49.98104, 3.581543, 1426.908
40, BakerBerryCharter, BakerBerryCharter, -90, ss, open, open, 12.07704, 42.83371, 35.89949, 3.249146, 1431.268
41, RollinsChapel3, RollinsChapel3, 90, ss, closed, open, 20.50181, 33.06754, 47.22118, 3.138062, 1435.295
42, BakerBerry2nd, BakerBerry2nd, -90, ss, closed, closed, 12.12665, 42.35704, 34.30395, 2.901978, 1439.349
43, 53Commons, 53Commons, 90, ss, open, open, 9.378989, 34.73656, 34.4202, 3.262939, 1444.097
44, NeutralRaunerFirst, RaunerFirst, -90, neutral, closed, closed, 10.59888, 40.49571, 36.74543, 2.679932, 1448.487
45, BakerBerry2nd, BakerBerry2nd_mirror, 90, mirror, open, open, 8.539884, 23.50025, 35.63472, 2.617676, 1452.382
46, NeutralUmplebys, Umplebys, -90, neutral, open, open, 10.04704, 29.2952, 17.17383, 2.693604, 1456.337
47, Zimmerman, Zimmerman, -90, ss, closed, open, 7.979709, 39.96319, 19.95588, 3.110229, 1460.822
48, RollinsChapel3, RollinsChapel3_mirror, -90, mirror, open, open, 16.42409, 38.61442, 35.53834, 3.474731, 1466.102
49, PineBackHall, PineBackHall, 90, ss, closed, closed, 14.49776, 35.24508, 52.44881, 2.638184, 1470.712
50, RaunerBackHall, RaunerBackHall_mirror, 90, mirror, open, open, 11.14945, 31.24749, 32.17518, 4.66748, 1476.698
51, PineEntrance, PineEntrance, -90, ss, open, open, 9.754653, 45.10367, 25.78391, 4.179321, 1482.182
52, NeutralMcLaughlinCluster, McLaughlinCluster, -90, neutral, closed, closed, 8.552144, 41.7569, 9.740054, 5.498657, 1489.525
53, BakerBerryCharter, BakerBerryCharter, -90, ss, open, open, 10.51297, 37.99308, 6.719958, 2.582397, 1493.537
54, Neutral53Commons, 53Commons, -90, neutral, closed, open, 8.367467, 41.12621, 6.353945, 3.012939, 1497.868
55, Hop4, Hop4, -90, ss, open, open, 13.1868, 59.77534, 11.49778, 4.748779, 1504.186
56, PineBackHall, PineBackHall_mirror, -90, mirror, open, open, 12.4923, 45.00894, 12.12403, 7.42627, 1513.195
57, Hop4, Hop4_mirror, 90, mirror, closed, closed, 20.37815, 34.64199, 42.51351, 2.990845, 1517.643
58, AllenSt, AllenSt, 90, ss, closed, closed, 19.50376, 34.32282, 40.84372, 3.193604, 1521.989
59, NeutralHop2, Hop2, 90, neutral, open, open, 12.71955, 37.43229, 41.22499, 2.971436, 1526.259
