trialIdx, primeName, targetName, targetSide, condition, correctResponse, response, roll, pitch, yaw, rt, timestamp
1, BakerBerry2nd, BakerBerry2nd, -90, ss, closed, closed, -4.646973, 15.60761, -74.6763, 1.36084, 780.1118
2, NeutralZimmerman, Zimmerman, 90, neutral, open, open, 1.070038, 7.259223, 89.50825, 1.083191, 797.2462
3, BakerBerryHistoric2, BakerBerryHistoric2, 90, ss, open, open, 4.535933, 17.28517, 77.983, 1.638367, 803.1472
4, Fairbanks, Fairbanks_mirror, -90, mirror, open, open, -2.662323, 7.789025, -89.34555, 1.525513, 808.227
5, Umplebys, Umplebys, 90, ss, closed, closed, 4.095128, 11.93833, 66.30195, 1.166382, 811.7535
6, NeutralMooreLot, MooreLot, 90, neutral, open, open, 2.620662, 8.512703, 79.95823, 1.443726, 816.7346
7, Fairbanks, Fairbanks, 90, ss, closed, open, 2.404875, 5.513245, 85.54235, 1.096863, 820.8028
8, Zimmerman, Zimmerman_mirror, 90, mirror, open, open, 1.922462, 4.521175, 82.4789, 1.295959, 824.9041
9, Maynard, Maynard_mirror, 90, mirror, closed, closed, 0.279519, 9.631217, 37.52617, 1.610901, 828.7363
10, RollinsChapel3, RollinsChapel3, 90, ss, closed, closed, 3.982224, 10.21088, 77.38818, 1.38855, 833.4156
11, Zimmerman, Zimmerman, -90, ss, closed, closed, -1.216461, 4.295744, -91.7998, 2.166138, 838.3863
12, 53Commons, 53Commons_mirror, -90, mirror, closed, open, 0.1275564, 5.45313, -64.51398, 2.427856, 843.8549
13, NeutralFairbanks, Fairbanks, -90, neutral, open, open, 1.089849, 1.692785, -95.49432, 1.249878, 847.4838
14, PineBackHall, PineBackHall, 90, ss, closed, closed, 5.158465, 12.37463, 58.37263, 1.110779, 850.6771
15, RaunerFirst, RaunerFirst, 90, ss, open, open, 3.1396, 9.301877, 80.76833, 1.20813, 855.6479
16, Hop2, Hop2, -90, ss, closed, closed, -1.841919, 11.66213, -72.83832, 1.013855, 859.0637
17, Maynard, Maynard, -90, ss, open, open, 0.9749323, 3.269014, -89.85269, 1.069519, 862.3959
18, NeutralBakerBerryCharter, BakerBerryCharter, 90, neutral, closed, closed, 3.476629, 12.65847, 63.82029, 1.069275, 865.5539
