trialIdx, primeName, targetName, targetSide, condition, correctResponse, response, roll, pitch, yaw, rt, timestamp
1, BakerBerry2nd, BakerBerry2nd, -90, ss, closed, closed, 0.5694592, 13.81726, -89.17242, 2.082764, 822.1882
2, NeutralZimmerman, Zimmerman, 90, neutral, open, open, -3.697845, 19.83995, 83.96223, 2.096863, 829.769
3, BakerBerryHistoric2, BakerBerryHistoric2, 90, ss, open, open, -4.097015, 23.69779, 84.19831, 1.944092, 834.2678
4, Fairbanks, Fairbanks_mirror, -90, mirror, open, open, 0.6018069, 14.32306, -85.34229, 2.335815, 839.2691
5, Umplebys, Umplebys, 90, ss, closed, closed, -5.43396, 20.44713, 81.21709, 1.499634, 842.8367
6, NeutralMooreLot, MooreLot, 90, neutral, open, open, -3.667694, 20.42607, 84.04217, 1.846741, 847.8868
7, Fairbanks, Fairbanks, 90, ss, closed, closed, -6.095673, 23.5015, 80.79712, 1.805237, 851.5941
8, Zimmerman, Zimmerman_mirror, 90, mirror, open, open, -2.255829, 19.14782, 81.56477, 2.03479, 856.3086
9, Maynard, Maynard_mirror, 90, mirror, closed, closed, -5.984528, 16.46725, 79.41666, 2.23645, 860.1832
10, RollinsChapel3, RollinsChapel3, 90, ss, closed, closed, -2.240234, 21.52978, 77.62043, 1.916321, 864.0294
11, Zimmerman, Zimmerman, -90, ss, closed, open, 0.775279, 15.582, -80.60895, 1.916321, 868.0557
12, 53Commons, 53Commons_mirror, -90, mirror, closed, closed, 1.209918, 13.04369, -84.9129, 2.678345, 873.4554
13, NeutralFairbanks, Fairbanks, -90, neutral, open, open, 1.283214, 9.282076, -85.0593, 1.833008, 877.5573
14, PineBackHall, PineBackHall, 90, ss, closed, closed, -4.244568, 22.31372, 73.41222, 2.041138, 881.5005
15, RaunerFirst, RaunerFirst, 90, ss, open, open, -4.538513, 22.34298, 72.60081, 1.999512, 885.2494
16, Hop2, Hop2, -90, ss, closed, closed, -0.6761169, 14.72508, -79.37311, 1.943909, 889.0814
17, Maynard, Maynard, -90, ss, open, open, 0.4971595, 15.03518, -84.0184, 1.735657, 892.275
18, NeutralBakerBerryCharter, BakerBerryCharter, 90, neutral, closed, closed, -3.009003, 22.05227, 77.91476, 2.707581, 897.3602
19, Hop4, Hop4, -90, ss, open, open, -2.500671, 19.368, -84.33246, 2.249451, 902.5947
20, Hop2, Hop2, -90, ss, closed, closed, -0.5924072, 19.94132, -85.52863, 1.541321, 906.8712
21, NeutralHop4, Hop4, 90, neutral, closed, closed, -1.010712, 22.97458, 78.1102, 1.763428, 910.8326
22, NeutralPineEntrance, PineEntrance, 90, neutral, closed, closed, -2.910675, 26.17836, 80.7704, 2.707581, 915.7238
23, Umplebys, Umplebys, 90, ss, closed, closed, -0.04528809, 24.41312, 81.52772, 1.721985, 919.084
24, AllenSt, AllenSt, 90, ss, closed, closed, -4.135254, 23.77522, 74.94544, 2.499451, 923.3049
25, 53Commons, 53Commons, 90, ss, open, open, -4.495636, 23.26668, 77.9892, 1.846558, 927.0953
26, BakerBerryCharter, BakerBerryCharter_mirror, 90, mirror, closed, closed, -3.324066, 26.72522, 78.30461, 1.861877, 930.7622
27, PineEntrance, PineEntrance_mirror, 90, mirror, closed, closed, -3.685089, 23.87549, 72.76931, 2.312866, 934.9354
28, NeutralAllenSt, AllenSt, -90, neutral, open, open, 0.4558263, 16.35071, -83.28394, 1.819092, 938.5573
29, RaunerFirst, RaunerFirst, 90, ss, open, open, -2.873474, 25.91745, 73.82455, 2.096863, 942.4312
30, NeutralMaynard, Maynard, 90, neutral, closed, closed, -1.755371, 23.18067, 73.58171, 2.041321, 945.8454
31, NeutralPineBackHall, PineBackHall, -90, neutral, open, closed, -2.552856, 14.88673, -83.8573, 1.777527, 949.0263
32, MooreLot, MooreLot, -90, ss, closed, closed, -1.337189, 12.36067, 7.002429, 0.5693359, 951.2062
33, AllenSt, AllenSt_mirror, -90, mirror, open, open, -0.4859314, 13.87742, -77.04782, 2.052124, 955.2854
34, RaunerBackHall, RaunerBackHall, -90, ss, closed, closed, -0.01992798, 17.3265, -79.89474, 2.415955, 960.0339
35, McLaughlinCluster, McLaughlinCluster_mirror, -90, mirror, closed, closed, 1.549626, 10.94664, -81.44043, 1.90033, 978.3734
36, NeutralRaunerBackHall, RaunerBackHall, 90, neutral, open, open, -6.803253, 16.40895, 82.74903, 2.01355, 981.9667
37, BakerBerryHistoric2, BakerBerryHistoric2_mirror, -90, mirror, closed, closed, 2.677795, 19.00063, -83.60583, 2.003662, 985.4001
38, MooreLot, MooreLot_mirror, 90, mirror, open, open, -3.633026, 16.07193, 74.69982, 2.202026, 988.6711
