trialIdx, primeName, targetName, targetSide, condition, correctResponse, response, roll, pitch, yaw, rt, timestamp
1, PineBackHall, PineBackHall_mirror, 90, mirror, closed, closed, -1.701874, 2.707483, 95.66487, 1.803955, 1137.466
2, Fairbanks, Fairbanks_mirror, 90, mirror, closed, open, -1.90741, 4.081179, 84.59005, 2.734619, 1147.705
3, Zimmerman, Zimmerman_mirror, 90, mirror, open, open, -3.396179, 2.796005, 89.29321, 1.449341, 1156.505
4, MooreLot, MooreLot_mirror, -90, mirror, closed, closed, 9.901148, 6.920172, -97.39349, 1.420166, 1160.25
5, Umplebys, Umplebys_mirror, -90, mirror, open, open, 12.22739, 7.667174, -88.02338, 1.35083, 1163.174
6, neutral, BakerBerryCharter, 90, neutral, closed, closed, -3.318726, 4.958247, 87.1963, 1.002563, 1165.694
7, Maynard, Maynard_mirror, 90, mirror, closed, closed, -4.478058, 6.52152, 82.79367, 2.266846, 1169.381
8, PineEntrance, PineEntrance, 90, ss, closed, closed, -5.914032, 9.8255, 82.69476, 2.171997, 1173.014
9, RaunerFirst, RaunerFirst, -90, ss, closed, closed, 12.74371, 13.30194, -94.02209, 1.350586, 1176.996
10, BakerBerryCharter, BakerBerryCharter, -90, ss, open, open, 13.20622, 14.29424, -87.72363, 1.406128, 1179.877
11, Fairbanks, Fairbanks, -90, ss, open, open, 15.73343, 11.80382, -82.32928, 1.364502, 1182.801
12, neutral, Umplebys, -90, neutral, open, open, 14.84055, 10.05301, -84.96359, 1.197388, 1185.377
13, McLaughlinCluster, McLaughlinCluster, 90, ss, open, open, -2.531677, 9.44373, 86.2766, 1.40625, 1188.078
14, RaunerFirst, RaunerFirst_mirror, 90, mirror, open, open, -5.414215, 10.38439, 84.51246, 2.456055, 1191.885
15, neutral, RollinsChapel3, 90, neutral, closed, open, -2.013611, 10.35157, 85.34861, 1.642822, 1195.255
16, neutral, PineBackHall, 90, neutral, closed, closed, -3.964478, 9.951553, 86.03784, 1.26709, 1197.775
17, AllenSt, AllenSt, 90, ss, closed, closed, -3.181915, 11.57504, 80.06711, 2.018677, 1200.99
18, neutral, 53Commons, 90, neutral, open, open, -5.342957, 5.24807, 81.84317, 1.002563, 1203.274
19, BakerBerryCharter, BakerBerryCharter, -90, ss, open, open, 9.035327, 16.03535, -93.51593, 1.754272, 1206.323
20, Hop2, Hop2, 90, ss, open, open, -3.931, 6.699644, 84.49437, 1.33667, 1208.954
21, neutral, MooreLot, -90, neutral, closed, closed, 10.04757, 10.75049, -93.20316, 1.19751, 1211.391
22, Hop2, Hop2_mirror, -90, mirror, closed, closed, 9.248282, 11.99537, -86.84076, 1.144165, 1213.829
23, RaunerBackHall, RaunerBackHall, 90, ss, open, open, -3.598633, 7.024646, 83.44158, 1.155518, 1216.252
24, AllenSt, AllenSt, 90, ss, closed, closed, -3.575714, 7.997725, 80.384, 1.43396, 1218.953
25, 53Commons, 53Commons, -90, ss, closed, open, 10.27916, 11.71262, -84.7424, 1.503662, 1221.695
