trialIdx, primeName, targetName, targetSide, condition, correctResponse, response, roll, pitch, yaw, rt, timestamp
1, BakerBerry2nd, BakerBerry2nd, -90, ss, closed, closed, 9.961749, 12.77235, -89.11118, 1.152466, 605.7039
2, NeutralZimmerman, Zimmerman, 90, neutral, open, open, -3.083771, 8.349278, 73.90065, 1.305359, 611.7714
3, BakerBerryHistoric2, BakerBerryHistoric2, 90, ss, open, open, -1.576385, 17.2842, 76.1654, 1.152771, 615.7148
4, Fairbanks, Fairbanks_mirror, -90, mirror, open, open, 10.07449, 5.894462, -90.3139, 1.203308, 619.1809
5, Umplebys, Umplebys, 90, ss, closed, closed, -1.050598, 31.31694, 80.04758, 1.096985, 622.6797
6, NeutralMooreLot, MooreLot, 90, neutral, open, closed, 0.8015949, 17.85988, 86.02958, 1.749695, 627.468
7, Fairbanks, Fairbanks, 90, ss, closed, open, 3.167385, 15.96936, 83.17473, 1.735718, 631.4529
8, Zimmerman, Zimmerman_mirror, 90, mirror, open, open, -4.226929, 26.10789, 75.23605, 1.227417, 634.9988
9, Maynard, Maynard_mirror, 90, mirror, closed, closed, 1.16025, 27.54256, 78.85096, 1.212891, 638.6416
10, RollinsChapel3, RollinsChapel3, 90, ss, closed, closed, -3.327728, 31.17048, 75.38937, 1.346802, 641.6129
11, Zimmerman, Zimmerman, -90, ss, closed, open, 8.721825, 19.37555, -81.26144, 1.485962, 645.348
12, 53Commons, 53Commons_mirror, -90, mirror, closed, open, 10.92903, 18.46196, -78.80103, 1.703369, 648.981
13, NeutralFairbanks, Fairbanks, -90, neutral, open, open, 4.004587, 26.31241, -73.19897, 1.124756, 652.5695
14, PineBackHall, PineBackHall, 90, ss, closed, closed, -3.205566, 28.43909, 69.44196, 0.8748169, 654.7771
15, RaunerFirst, RaunerFirst, 90, ss, open, open, -3.358673, 9.595152, 61.24733, 0.9026489, 657.5679
16, Hop2, Hop2, -90, ss, closed, closed, 12.07309, 10.40695, -70.90262, 0.9025269, 659.9977
17, Maynard, Maynard, -90, ss, open, open, 12.8296, 10.94621, -84.2438, 1.152466, 663.2606
18, NeutralBakerBerryCharter, BakerBerryCharter, 90, neutral, closed, closed, 0.8044976, 24.18105, 72.19269, 0.9995728, 667.0715
19, Hop4, Hop4, -90, ss, open, open, 10.48399, 11.25326, -76.09631, 1.013672, 669.5431
20, Hop2, Hop2, -90, ss, closed, closed, 13.17531, 9.74945, -70.00281, 0.8608398, 671.8895
21, NeutralHop4, Hop4, 90, neutral, closed, closed, 0.1497961, 26.88003, 73.70878, 1.18042, 674.8107
22, NeutralPineEntrance, PineEntrance, 90, neutral, closed, closed, 0.6480255, 28.61618, 76.94106, 1.305237, 677.8134
23, Umplebys, Umplebys, 90, ss, closed, open, -2.838013, 20.21064, 74.41486, 1.346985, 680.868
24, AllenSt, AllenSt, 90, ss, closed, closed, 0.5358258, 24.64132, 69.36312, 1.02771, 683.1868
25, 53Commons, 53Commons, 90, ss, open, open, 2.734652, 16.21834, 73.16922, 1.055359, 685.9775
26, BakerBerryCharter, BakerBerryCharter_mirror, 90, mirror, closed, closed, -2.002045, 7.487701, 48.04966, 0.7411499, 688.2734
27, PineEntrance, PineEntrance_mirror, 90, mirror, closed, closed, 2.318285, 28.97585, 62.54642, 1.32605, 691.3072
28, NeutralAllenSt, AllenSt, -90, neutral, open, open, 12.99538, 11.06349, -82.36789, 1.194397, 694.4284
29, RaunerFirst, RaunerFirst, 90, ss, open, open, -3.41925, 18.55091, 69.42821, 1.208191, 697.3582
30, NeutralMaynard, Maynard, 90, neutral, closed, closed, -1.842896, 8.003783, 57.51802, 0.8748779, 699.7751
31, NeutralPineBackHall, PineBackHall, -90, neutral, open, open, 10.41835, 16.0761, -87.52197, 1.874634, 703.0079
32, MooreLot, MooreLot, -90, ss, closed, closed, 10.97273, 14.11698, -78.99896, 1.305237, 705.66
33, AllenSt, AllenSt_mirror, -90, mirror, open, open, 11.74959, 11.06747, -82.84338, 1.000244, 708.3957
34, RaunerBackHall, RaunerBackHall, -90, ss, closed, closed, 11.54469, 14.30479, -84.26984, 0.9025879, 710.8949
35, McLaughlinCluster, McLaughlinCluster_mirror, -90, mirror, closed, closed, 10.61321, -2.731567, -62.36823, 1.488892, 727.7957
36, NeutralRaunerBackHall, RaunerBackHall, 90, neutral, open, open, 2.670833, 23.12742, 77.89834, 1.291504, 730.6526
37, BakerBerryHistoric2, BakerBerryHistoric2_mirror, -90, mirror, closed, closed, 13.79312, 10.06281, -79.33087, 0.8525391, 732.8518
38, MooreLot, MooreLot_mirror, 90, mirror, open, open, 4.296311, 28.39656, 71.79742, 1.619629, 735.8041
39, BakerBerryHistoric2, BakerBerryHistoric2, 90, ss, open, open, -0.4673767, 30.06962, 67.41687, 1.208252, 738.2062
40, BakerBerryCharter, BakerBerryCharter, -90, ss, open, closed, 11.16145, 15.78711, -65.22052, 0.8608398, 740.3998
41, RollinsChapel3, RollinsChapel3, 90, ss, closed, open, 4.618152, 34.00385, 69.34787, 1.680237, 743.9683
42, BakerBerry2nd, BakerBerry2nd, -90, ss, closed, closed, 14.43808, 8.932193, -69.68661, 1.277466, 746.5092
43, 53Commons, 53Commons, 90, ss, open, open, -9.555573, 8.894757, 70.11517, 0.9304199, 748.925
44, NeutralRaunerFirst, RaunerFirst, -90, neutral, closed, closed, 7.347646, 25.95663, -73.47992, 1.138672, 751.4424
45, BakerBerry2nd, BakerBerry2nd_mirror, 90, mirror, open, open, -2.851593, 11.47121, 75.41541, 1.366516, 754.2391
46, NeutralUmplebys, Umplebys, -90, neutral, open, open, 9.314507, 5.048536, -98.57303, 1.11084, 757.4489
47, Zimmerman, Zimmerman, -90, ss, closed, open, 11.32022, 15.11032, -90.16135, 1.471741, 760.4481
48, RollinsChapel3, RollinsChapel3_mirror, -90, mirror, open, open, 14.02753, 15.48664, -98.41791, 1.454651, 763.3467
49, PineBackHall, PineBackHall, 90, ss, closed, closed, -0.5861511, 33.66327, 66.11541, 1.263184, 766.0403
50, RaunerBackHall, RaunerBackHall_mirror, 90, mirror, open, open, -2.688385, 7.721299, 74.15492, 1.643005, 769.2244
51, PineEntrance, PineEntrance, -90, ss, open, open, 13.0868, 23.98732, -79.23438, 1.444031, 772.2513
52, NeutralMcLaughlinCluster, McLaughlinCluster, -90, neutral, closed, closed, 6.887959, 28.65625, -85.10428, 1.680054, 775.3207
53, BakerBerryCharter, BakerBerryCharter, -90, ss, open, open, 7.91412, 17.39593, -82.29968, 1.221924, 778.1116
54, Neutral53Commons, 53Commons, -90, neutral, closed, open, 7.633234, 19.86085, -82.47992, 1.38855, 781.7502
55, Hop4, Hop4, -90, ss, open, open, 13.64852, 10.69977, -66.78012, 1.44397, 784.6245
56, PineBackHall, PineBackHall_mirror, -90, mirror, open, open, 13.37454, 19.02872, -78.09155, 1.12616, 788.7911
57, Hop4, Hop4_mirror, 90, mirror, closed, closed, -7.748932, 25.4103, 64.67255, 1.274292, 791.301
58, AllenSt, AllenSt, 90, ss, closed, closed, 0.2822124, 25.66768, 65.09196, 1.291382, 794.0919
59, NeutralHop2, Hop2, 90, neutral, open, open, -5.417816, 12.85883, 69.37833, 1.027649, 796.3843
