trialIdx, primeName, targetName, targetSide, condition, correctResponse, response, roll, pitch, yaw, rt, timestamp
1, PineBackHall, PineBackHall_mirror, 90, mirror, closed, closed, -8.35144, 0.2433757, 75.03765, 0.9225769, 511.3322
2, Fairbanks, Fairbanks_mirror, 90, mirror, closed, closed, -7.045074, -3.141876, 71.69397, 1.420288, 513.9221
3, Zimmerman, Zimmerman_mirror, 90, mirror, open, open, -8.7435, -0.881012, 71.92506, 1.288574, 516.3105
4, MooreLot, MooreLot_mirror, -90, mirror, closed, closed, 11.31613, -4.712646, -71.0007, 0.9554443, 518.3936
5, Umplebys, Umplebys_mirror, -90, mirror, open, open, 10.49649, -6.070343, -71.15979, 0.913269, 520.4485
6, neutral, BakerBerryCharter, 90, neutral, closed, closed, -8.773224, -1.186096, 72.06546, 0.7658691, 522.328
7, Maynard, Maynard_mirror, 90, mirror, closed, closed, -6.58667, 1.045862, 69.85787, 1.1026, 524.5026
8, PineEntrance, PineEntrance, 90, ss, closed, closed, -7.224976, 0.03436525, 70.39969, 1.002563, 526.5909
9, RaunerFirst, RaunerFirst, -90, ss, closed, closed, 11.09189, 1.91051, -73.59079, 0.9049072, 528.5817
10, BakerBerryCharter, BakerBerryCharter, -90, ss, open, open, 12.68566, -0.5660706, -74.63898, 0.8773804, 530.6144
11, Fairbanks, Fairbanks, -90, ss, open, open, 10.32602, -4.379669, -70.03143, 0.9051514, 532.4802
12, neutral, Umplebys, -90, neutral, open, open, 9.02139, -4.539398, -66.67365, 1.141968, 534.6797
13, McLaughlinCluster, McLaughlinCluster, 90, ss, open, closed, -4.553894, 1.921998, 72.64915, 1.378418, 537.0884
14, RaunerFirst, RaunerFirst_mirror, 90, mirror, open, closed, -8.366394, 11.62185, 72.34045, 1.243164, 539.4174
15, neutral, RollinsChapel3, 90, neutral, closed, closed, -5.861969, 5.096617, 72.01704, 1.336609, 541.993
16, neutral, PineBackHall, 90, neutral, closed, closed, -6.514038, -3.496552, 70.63286, 0.9329224, 544.0535
17, AllenSt, AllenSt, 90, ss, closed, closed, -4.693237, 1.941036, 72.0202, 1.225403, 546.3229
18, neutral, 53Commons, 90, neutral, open, open, -6.805756, -1.186493, 72.85607, 0.9606934, 548.3415
19, BakerBerryCharter, BakerBerryCharter, -90, ss, open, open, 9.930349, -2.084656, -71.24084, 0.8773193, 550.2767
20, Hop2, Hop2, 90, ss, open, open, -6.144562, -3.450287, 58.55585, 0.8910522, 552.2537
21, neutral, MooreLot, -90, neutral, closed, closed, 8.296186, 1.233387, -67.11722, 0.8074341, 554.1331
22, Hop2, Hop2_mirror, -90, mirror, closed, closed, 9.192682, 3.331444, -75.58255, 1.039978, 556.2173
23, RaunerBackHall, RaunerBackHall, 90, ss, open, open, -7.778992, 0.8425231, 71.1686, 0.9886475, 558.3754
24, AllenSt, AllenSt, 90, ss, closed, closed, -5.983276, -1.060852, 66.11536, 1.072083, 560.4916
25, 53Commons, 53Commons, -90, ss, closed, open, 11.05357, -3.757874, -62.64645, 0.9188232, 562.4824
26, Umplebys, Umplebys, 90, ss, closed, closed, -5.389832, -4.959656, 66.18478, 1.267029, 564.7936
27, neutral, BakerBerryHistoric2, -90, neutral, closed, closed, 9.579054, 0.1619073, -73.07022, 0.8066406, 566.5756
28, neutral, Zimmerman, 90, neutral, open, open, -6.41333, -2.278473, 68.77286, 0.9190674, 568.5108
29, RollinsChapel3, RollinsChapel3, -90, ss, open, open, 7.646304, -3.088318, -60.72131, 0.8632813, 570.3067
30, Zimmerman, Zimmerman, -90, ss, closed, closed, 6.290124, -7.071472, -61.89426, 0.8075562, 572.1723
31, neutral, Fairbanks, 90, neutral, closed, closed, -9.418976, -3.854248, 69.41721, 1.169434, 574.4277
32, neutral, RaunerBackHall, -90, neutral, closed, closed, 10.03303, -0.9673462, -68.04398, 0.8354492, 576.1541
33, Maynard, Maynard, -90, ss, open, open, 11.62668, -4.279663, -76.03558, 0.8632813, 578.0754
34, Zimmerman, Zimmerman, -90, ss, closed, closed, 10.41113, -2.980408, -71.62814, 0.9188843, 580.0662
35, BakerBerryHistoric2, BakerBerryHistoric2, 90, ss, open, open, -5.045807, 4.582339, 74.23677, 1.002625, 589.5056
36, BakerBerry2nd, BakerBerry2nd, 90, ss, open, open, -3.528595, 0.3781748, 63.38078, 0.9330444, 591.4548
37, MooreLot, MooreLot, 90, ss, open, open, -4.519287, -1.510071, 64.43336, 1.072083, 593.6126
38, neutral, Maynard, 90, neutral, closed, closed, -1.906464, -5.407654, 40.89425, 1.309021, 596.0215
39, AllenSt, AllenSt_mirror, -90, mirror, open, closed, 9.839598, -3.727417, -68.45721, 0.9641724, 598.2384
40, PineBackHall, PineBackHall, -90, ss, open, open, 9.679654, 0.5591393, -77.82028, 0.9606934, 600.4243
