trialIdx, primeName, targetName, targetSide, condition, correctResponse, response, roll, pitch, yaw, rt, timestamp
1, BakerBerry2nd, BakerBerry2nd, -90, ss, closed, open, -3.118347, -11.29889, 2.6481, 0.9188843, 787.8037
2, NeutralZimmerman, Zimmerman, 90, neutral, open, open, -7.649231, -7.838013, 75.45222, 1.253418, 795.0283
3, BakerBerryHistoric2, BakerBerryHistoric2, 90, ss, open, closed, -2.119019, -12.06241, -0.3091125, 0.5291138, 804.3421
4, Fairbanks, Fairbanks_mirror, -90, mirror, open, open, -2.452454, -13.45526, -0.4603882, 0.6875, 808.3289
5, Umplebys, Umplebys, 90, ss, closed, open, -1.836914, -11.18423, -3.381134, 0.737854, 813.2852
6, NeutralMooreLot, MooreLot, 90, neutral, open, closed, -3.001556, -3.721832, 81.90504, 1.434265, 816.9299
7, Fairbanks, Fairbanks, 90, ss, closed, open, -3.115234, -10.97202, -2.758453, 0.4873657, 818.9485
8, Zimmerman, Zimmerman_mirror, 90, mirror, open, open, -3.451111, -11.72992, -2.889404, 0.7023315, 821.4189
9, Maynard, Maynard_mirror, 90, mirror, closed, open, -3.55542, -12.05402, -2.873535, 0.392334, 823.7184
10, RollinsChapel3, RollinsChapel3, 90, ss, closed, closed, -1.194244, -0.721405, 72.31307, 2.144165, 828.0345
11, Zimmerman, Zimmerman, -90, ss, closed, closed, 7.384226, -2.991272, -75.46265, 3.22998, 832.8516
12, 53Commons, 53Commons_mirror, -90, mirror, closed, closed, 9.191554, 3.606864, -76.70544, 1.81897, 837.2181
13, NeutralFairbanks, Fairbanks, -90, neutral, open, open, 6.02083, -0.5340881, -73.20096, 1.573486, 844.3234
14, PineBackHall, PineBackHall, 90, ss, closed, closed, 0.1142263, 0.1368412, 73.96389, 1.545349, 847.6089
15, RaunerFirst, RaunerFirst, 90, ss, open, open, -3.528046, -2.45813, 73.26371, 1.754272, 850.7136
16, Hop2, Hop2, -90, ss, closed, closed, 7.789578, -0.7624817, -62.32889, 1.266907, 853.4145
17, Maynard, Maynard, -90, ss, open, open, 9.533177, 3.479922, -70.47699, 1.545654, 856.7003
18, NeutralBakerBerryCharter, BakerBerryCharter, 90, neutral, closed, closed, -2.97464, -3.464203, 77.67776, 1.169556, 859.4502
19, Hop4, Hop4, -90, ss, open, open, 1.690323, 4.121013, -74.86047, 1.08606, 863.7244
20, Hop2, Hop2, -90, ss, closed, closed, 3.2458, -3.164673, -58.19107, 1.169739, 866.2444
21, NeutralHop4, Hop4, 90, neutral, closed, closed, -1.693359, -1.125824, 76.49191, 1.225281, 868.6977
22, NeutralPineEntrance, PineEntrance, 90, neutral, closed, closed, -2.511719, 0.7456845, 78.49286, 1.392273, 871.3312
23, Umplebys, Umplebys, 90, ss, closed, closed, -3.087097, -1.009705, 72.42706, 1.322815, 874.1299
24, AllenSt, AllenSt, 90, ss, closed, closed, -3.154938, -2.646851, 73.30033, 0.9607544, 876.7332
25, 53Commons, 53Commons, 90, ss, open, open, -2.049805, 0.5874247, 80.21872, 1.141846, 879.6293
26, BakerBerryCharter, BakerBerryCharter_mirror, 90, mirror, closed, closed, -1.373749, 1.333469, 76.86059, 1.214844, 882.1107
27, PineEntrance, PineEntrance_mirror, 90, mirror, closed, closed, -2.647919, 1.968111, 75.22654, 0.9946899, 884.3026
28, NeutralAllenSt, AllenSt, -90, neutral, open, open, 11.19141, -0.1420593, -66.67307, 1.169739, 887.5864
29, RaunerFirst, RaunerFirst, 90, ss, open, closed, -6.275543, -0.9192505, 76.24365, 1.08606, 889.9951
30, NeutralMaynard, Maynard, 90, neutral, closed, closed, -2.998016, -2.815369, 72.72475, 1.420715, 892.7397
31, NeutralPineBackHall, PineBackHall, -90, neutral, open, open, 0.9752176, 9.884744, -76.0152, 1.197632, 895.1202
32, MooreLot, MooreLot, -90, ss, closed, closed, 5.139779, -0.4341736, -62.95313, 1.740295, 898.183
33, AllenSt, AllenSt_mirror, -90, mirror, open, open, 8.89279, 1.077954, -65.77789, 1.671997, 901.3168
34, RaunerBackHall, RaunerBackHall, -90, ss, closed, closed, 9.246023, 0.0511799, -65.49197, 1.684814, 905.4937
35, McLaughlinCluster, McLaughlinCluster_mirror, -90, mirror, closed, closed, 7.13162, -0.4320984, -73.52927, 1.327637, 939.7753
36, NeutralRaunerBackHall, RaunerBackHall, 90, neutral, open, open, -0.143219, -2.686157, 82.45092, 0.9752197, 941.6532
37, BakerBerryHistoric2, BakerBerryHistoric2_mirror, -90, mirror, closed, closed, 3.593187, 4.461729, -63.43225, 1.467041, 944.4979
38, MooreLot, MooreLot_mirror, 90, mirror, open, open, -2.078552, -1.411072, 80.41589, 1.342163, 947.1907
39, BakerBerryHistoric2, BakerBerryHistoric2, 90, ss, open, open, -1.979431, 1.946927, 78.15511, 1.392395, 949.8359
40, BakerBerryCharter, BakerBerryCharter, -90, ss, open, closed, 6.571279, 4.736307, -62.11874, 1.253357, 952.3281
41, RollinsChapel3, RollinsChapel3, 90, ss, closed, open, 1.703437, 6.848886, 83.25796, 1.169617, 954.8481
42, BakerBerry2nd, BakerBerry2nd, -90, ss, closed, open, 6.003121, 4.796792, -66.2482, 1.461914, 957.6185
43, 53Commons, 53Commons, 90, ss, open, open, -2.834503, -1.095581, 80.52884, 1.141602, 959.9575
44, NeutralRaunerFirst, RaunerFirst, -90, neutral, closed, closed, 3.502491, 10.47047, -66.23166, 1.503784, 962.7851
45, BakerBerry2nd, BakerBerry2nd_mirror, 90, mirror, open, open, -2.470612, -0.6605225, 76.47638, 1.202393, 965.2264
46, NeutralUmplebys, Umplebys, -90, neutral, open, open, 6.052984, 8.246085, -68.27377, 1.211426, 967.6476
