0, McLaughlinCluster, study, 0, 0, study, -1.167694, 8.512505, -1.931519, 20211029, 14:57:56.38562, 20.31655
0, McLaughlinCluster, study, 0, 0, study, -4.081787, 17.95833, 10.48107, 20211029, 14:57:57.86777, 21.80599
0, McLaughlinCluster, study, 0, 0, study, -3.98761, 19.16625, 10.03192, 20211029, 14:57:57.88126, 21.81997
0, McLaughlinCluster, study, 0, 0, study, -4.053375, 20.54633, 9.598926, 20211029, 14:57:57.89533, 21.83378
0, McLaughlinCluster, study, 0, 0, study, -4.042603, 21.78249, 9.13044, 20211029, 14:57:57.90929, 21.84776
0, McLaughlinCluster, study, 0, 0, study, -4.149658, 22.9346, 8.613963, 20211029, 14:57:57.92314, 21.86158
0, McLaughlinCluster, study, 0, 0, study, -4.430176, 23.7716, 8.260869, 20211029, 14:57:57.93695, 21.87564
0, McLaughlinCluster, study, 0, 0, study, -4.500214, 24.51137, 8.146956, 20211029, 14:57:57.95104, 21.88952
0, McLaughlinCluster, study, 0, 0, study, -4.295471, 25.09429, 8.113456, 20211029, 14:57:57.96504, 21.90353
0, McLaughlinCluster, study, 0, 0, study, -4.037201, 25.48796, 8.017054, 20211029, 14:57:57.97879, 21.91741
0, McLaughlinCluster, study, 0, 0, study, -3.948853, 25.79477, 7.865849, 20211029, 14:57:57.99303, 21.93114
0, McLaughlinCluster, study, 0, 0, study, -3.925201, 26.03782, 7.627128, 20211029, 14:57:58.00679, 21.94518
0, McLaughlinCluster, study, 0, 0, study, -4.058868, 26.43739, 7.34803, 20211029, 14:57:58.02039, 21.95908
0, McLaughlinCluster, study, 0, 0, study, -4.298218, 26.82723, 7.075809, 20211029, 14:57:58.03449, 21.97299
0, McLaughlinCluster, study, 0, 0, study, -4.352661, 27.10636, 6.922877, 20211029, 14:57:58.04891, 21.98703
0, McLaughlinCluster, study, 0, 0, study, -4.310211, 27.3662, 6.805761, 20211029, 14:57:58.06244, 22.00083
0, McLaughlinCluster, study, 0, 0, study, -4.228363, 27.50589, 6.618108, 20211029, 14:57:58.07612, 22.01484
0, McLaughlinCluster, study, 0, 0, study, -4.218353, 27.58979, 6.351212, 20211029, 14:57:58.09042, 22.02866
0, McLaughlinCluster, study, 0, 0, study, -4.144958, 27.69839, 6.080958, 20211029, 14:57:58.10417, 22.04262
0, McLaughlinCluster, study, 0, 0, study, -4.066925, 27.86683, 5.730758, 20211029, 14:57:58.11787, 22.05655
0, McLaughlinCluster, study, 0, 0, study, -4.039429, 28.05806, 5.368187, 20211029, 14:57:58.13195, 22.0704
0, McLaughlinCluster, study, 0, 0, study, -4.102692, 28.32093, 4.903813, 20211029, 14:57:58.14614, 22.08445
0, McLaughlinCluster, study, 0, 0, study, -4.292419, 28.60104, 4.499773, 20211029, 14:57:58.15953, 22.09825
0, McLaughlinCluster, study, 0, 0, study, -4.489563, 28.79004, 4.029647, 20211029, 14:57:58.17377, 22.11222
0, McLaughlinCluster, study, 0, 0, study, -4.632385, 28.83312, 3.44516, 20211029, 14:57:58.18799, 22.12619
0, McLaughlinCluster, study, 0, 0, study, -4.770752, 28.86987, 2.745243, 20211029, 14:57:58.20195, 22.14007
0, McLaughlinCluster, study, 0, 0, study, -4.897003, 28.86728, 1.940791, 20211029, 14:57:58.21529, 22.15403
0, McLaughlinCluster, study, 0, 0, study, -5.05658, 28.90743, 1.033942, 20211029, 14:57:58.22957, 22.16792
0, McLaughlinCluster, study, 0, 0, study, -5.233398, 28.89762, -0.07632446, 20211029, 14:57:58.24337, 22.1818
0, McLaughlinCluster, study, 0, 0, study, -5.463776, 28.82345, -1.533325, 20211029, 14:57:58.25702, 22.19578
0, McLaughlinCluster, study, 0, 0, study, -5.823792, 28.76019, -3.20755, 20211029, 14:57:58.27126, 22.2097
0, McLaughlinCluster, study, 0, 0, study, -6.33963, 28.70097, -5.016754, 20211029, 14:57:58.28523, 22.22369
0, McLaughlinCluster, study, 0, 0, study, -6.958038, 28.67807, -6.773987, 20211029, 14:57:58.29880, 22.23751
0, McLaughlinCluster, study, 0, 0, study, -7.829041, 28.58075, -8.40976, 20211029, 14:57:58.31323, 22.25159
0, McLaughlinCluster, study, 0, 0, study, -8.39917, 28.31495, -9.998962, 20211029, 14:57:58.32723, 22.26537
0, McLaughlinCluster, study, 0, 0, study, -8.662842, 28.10104, -11.72455, 20211029, 14:57:58.34064, 22.27933
0, McLaughlinCluster, study, 0, 0, study, -9.036072, 27.73174, -13.60696, 20211029, 14:57:58.35479, 22.2932
0, McLaughlinCluster, study, 0, 0, study, -9.550476, 27.2993, -15.43713, 20211029, 14:57:58.36876, 22.30719
0, McLaughlinCluster, study, 0, 0, study, -10.02164, 26.89612, -17.18472, 20211029, 14:57:58.38298, 22.32111
0, McLaughlinCluster, study, 0, 0, study, -10.46136, 26.51413, -18.85818, 20211029, 14:57:58.39640, 22.33502
0, McLaughlinCluster, study, 0, 0, study, -10.86874, 25.80682, -20.45462, 20211029, 14:57:58.41050, 22.34892
0, McLaughlinCluster, study, 0, 0, study, -10.90567, 24.88495, -22.13699, 20211029, 14:57:58.42431, 22.3628
0, McLaughlinCluster, study, 0, 0, study, -11.09778, 24.07937, -23.78992, 20211029, 14:57:58.43805, 22.37676
0, McLaughlinCluster, study, 0, 0, study, -11.2504, 23.30684, -25.3208, 20211029, 14:57:58.45221, 22.39066
0, McLaughlinCluster, study, 0, 0, study, -11.29459, 22.65111, -26.81146, 20211029, 14:57:58.46616, 22.4046
0, McLaughlinCluster, study, 0, 0, study, -11.50415, 21.99239, -28.19113, 20211029, 14:57:58.48004, 22.41875
0, McLaughlinCluster, study, 0, 0, study, -11.5787, 21.18918, -29.40018, 20211029, 14:57:58.49424, 22.43246
0, McLaughlinCluster, study, 0, 0, study, -11.27246, 20.24412, -30.60898, 20211029, 14:57:58.50801, 22.44644
0, McLaughlinCluster, study, 0, 0, study, -10.76038, 19.42386, -31.84241, 20211029, 14:57:58.52185, 22.4603
0, McLaughlinCluster, study, 0, 0, study, -10.49112, 18.65172, -33.08258, 20211029, 14:57:58.53546, 22.47418
0, McLaughlinCluster, study, 0, 0, study, -10.58481, 17.68077, -34.12192, 20211029, 14:57:58.54967, 22.48817
0, McLaughlinCluster, study, 0, 0, study, -10.66785, 16.71525, -35.03452, 20211029, 14:57:58.56358, 22.50202
0, McLaughlinCluster, study, 0, 0, study, -10.77808, 15.08651, -35.70709, 20211029, 14:57:58.57727, 22.51602
0, McLaughlinCluster, study, 0, 0, study, -10.45789, 13.00642, -36.29718, 20211029, 14:57:58.59148, 22.52983
0, McLaughlinCluster, study, 0, 0, study, -9.769379, 10.82735, -36.92078, 20211029, 14:57:58.60549, 22.54392
0, McLaughlinCluster, study, 0, 0, study, -9.44574, 8.692633, -37.50882, 20211029, 14:57:58.61938, 22.55815
0, McLaughlinCluster, study, 0, 0, study, -9.373657, 7.068959, -38.06134, 20211029, 14:57:58.63322, 22.57168
0, McLaughlinCluster, study, 0, 0, study, -9.377625, 5.550459, -38.41055, 20211029, 14:57:58.64732, 22.58578
0, McLaughlinCluster, study, 0, 0, study, -9.218292, 3.946062, -38.66193, 20211029, 14:57:58.66067, 22.59943
0, McLaughlinCluster, study, 0, 0, study, -8.783997, 2.50811, -38.8602, 20211029, 14:57:58.67503, 22.61348
0, McLaughlinCluster, study, 0, 0, study, -8.251099, 1.357479, -39.12408, 20211029, 14:57:58.68885, 22.62733
0, McLaughlinCluster, study, 0, 0, study, -7.902496, 0.4263031, -39.33621, 20211029, 14:57:58.70319, 22.6413
0, McLaughlinCluster, study, 0, 0, study, -7.794861, -0.4335632, -39.43872, 20211029, 14:57:58.71658, 22.65533
0, McLaughlinCluster, study, 0, 0, study, -7.795685, -1.363037, -39.3988, 20211029, 14:57:58.73193, 22.67007
0, McLaughlinCluster, study, 0, 0, study, -7.612671, -2.511963, -39.2868, 20211029, 14:57:58.74483, 22.68316
0, McLaughlinCluster, study, 0, 0, study, -7.045837, -3.384949, -39.28134, 20211029, 14:57:58.75840, 22.69708
0, McLaughlinCluster, study, 0, 0, study, -6.690674, -4.039948, -39.33105, 20211029, 14:57:58.77274, 22.71107
0, McLaughlinCluster, study, 0, 0, study, -6.519043, -4.725403, -39.35397, 20211029, 14:57:58.78666, 22.72496
0, McLaughlinCluster, study, 0, 0, study, -6.416229, -5.404755, -39.33197, 20211029, 14:57:58.80017, 22.73884
0, McLaughlinCluster, study, 0, 0, study, -6.372833, -6.181305, -39.24252, 20211029, 14:57:58.81448, 22.75279
0, McLaughlinCluster, study, 0, 0, study, -6.097748, -6.783081, -39.19037, 20211029, 14:57:58.82821, 22.76656
0, McLaughlinCluster, study, 0, 0, study, -6.003296, -7.196106, -39.10126, 20211029, 14:57:58.84218, 22.78056
0, McLaughlinCluster, study, 0, 0, study, -5.929382, -7.708862, -38.98495, 20211029, 14:57:58.85575, 22.79441
0, McLaughlinCluster, study, 0, 0, study, -5.792419, -8.12973, -38.91595, 20211029, 14:57:58.87048, 22.8086
0, McLaughlinCluster, study, 0, 0, study, -5.699768, -8.716003, -38.85406, 20211029, 14:57:58.88443, 22.82251
0, McLaughlinCluster, study, 0, 0, study, -5.550934, -9.254974, -38.79163, 20211029, 14:57:58.89769, 22.83633
0, McLaughlinCluster, study, 0, 0, study, -5.41214, -9.548737, -38.69733, 20211029, 14:57:58.91243, 22.85082
0, McLaughlinCluster, study, 0, 0, study, -5.366577, -9.851013, -38.56003, 20211029, 14:57:58.92574, 22.86409
0, McLaughlinCluster, study, 0, 0, study, -5.32608, -10.11798, -38.37152, 20211029, 14:57:58.93932, 22.878
0, McLaughlinCluster, study, 0, 0, study, -5.26059, -10.55063, -38.15463, 20211029, 14:57:58.95352, 22.89195
0, McLaughlinCluster, study, 0, 0, study, -5.127014, -10.875, -37.96735, 20211029, 14:57:58.96748, 22.90582
0, McLaughlinCluster, study, 0, 0, study, -5.063446, -11.23477, -37.75647, 20211029, 14:57:58.98116, 22.91982
0, McLaughlinCluster, study, 0, 0, study, -4.89978, -11.46469, -37.54077, 20211029, 14:57:58.99556, 22.93375
0, McLaughlinCluster, study, 0, 0, study, -4.818298, -11.69785, -37.29843, 20211029, 14:57:59.00939, 22.94773
0, McLaughlinCluster, study, 0, 0, study, -4.728058, -12.08453, -37.03128, 20211029, 14:57:59.02334, 22.96149
0, McLaughlinCluster, study, 0, 0, study, -4.534729, -12.37973, -36.80212, 20211029, 14:57:59.03709, 22.97558
0, McLaughlinCluster, study, 0, 0, study, -4.433685, -12.75302, -36.52234, 20211029, 14:57:59.05101, 22.98938
0, McLaughlinCluster, study, 0, 0, study, -4.238251, -13.04565, -36.21158, 20211029, 14:57:59.06492, 23.00331
0, McLaughlinCluster, study, 0, 0, study, -4.04071, -13.31049, -35.88101, 20211029, 14:57:59.07870, 23.01727
0, McLaughlinCluster, study, 0, 0, study, -3.914215, -13.5928, -35.54126, 20211029, 14:57:59.09313, 23.03116
0, McLaughlinCluster, study, 0, 0, study, -3.829346, -13.83112, -35.20706, 20211029, 14:57:59.10683, 23.04518
0, McLaughlinCluster, study, 0, 0, study, -3.812256, -14.06274, -34.78223, 20211029, 14:57:59.12038, 23.05906
0, McLaughlinCluster, study, 0, 0, study, -3.810211, -14.24329, -34.3313, 20211029, 14:57:59.13464, 23.07297
0, McLaughlinCluster, study, 0, 0, study, -3.746613, -14.38547, -33.83197, 20211029, 14:57:59.14856, 23.08696
0, McLaughlinCluster, study, 0, 0, study, -3.423798, -14.48538, -33.47998, 20211029, 14:57:59.16238, 23.10074
0, McLaughlinCluster, study, 0, 0, study, -3.100891, -14.49411, -33.19669, 20211029, 14:57:59.17621, 23.11474
0, McLaughlinCluster, study, 0, 0, study, -2.907532, -14.46729, -32.90106, 20211029, 14:57:59.19020, 23.12859
0, McLaughlinCluster, study, 0, 0, study, -2.700378, -14.37247, -32.5759, 20211029, 14:57:59.20419, 23.1426
0, McLaughlinCluster, study, 0, 0, study, -2.627014, -14.31781, -32.24594, 20211029, 14:57:59.21790, 23.15653
0, McLaughlinCluster, study, 0, 0, study, -2.677551, -14.26514, -31.95471, 20211029, 14:57:59.23243, 23.17043
0, McLaughlinCluster, study, 0, 0, study, -2.748596, -14.0304, -31.61151, 20211029, 14:57:59.24627, 23.18449
0, McLaughlinCluster, study, 0, 0, study, -2.899475, -13.64682, -31.06894, 20211029, 14:57:59.25952, 23.19813
0, McLaughlinCluster, study, 0, 0, study, -3.128387, -13.38046, -30.35919, 20211029, 14:57:59.27382, 23.21218
0, McLaughlinCluster, study, 0, 0, study, -3.165985, -13.41629, -29.71622, 20211029, 14:57:59.28776, 23.22612
0, McLaughlinCluster, study, 0, 0, study, -3.076019, -13.56512, -29.28571, 20211029, 14:57:59.30134, 23.23999
0, McLaughlinCluster, study, 0, 0, study, -3.349152, -13.6492, -28.68069, 20211029, 14:57:59.31556, 23.25398
0, McLaughlinCluster, study, 0, 0, study, -3.657837, -13.37485, -27.60611, 20211029, 14:57:59.32943, 23.2678
0, McLaughlinCluster, study, 0, 0, study, -3.854187, -12.84924, -26.25421, 20211029, 14:57:59.34339, 23.28179
0, McLaughlinCluster, study, 0, 0, study, -4.001038, -12.56314, -24.93921, 20211029, 14:57:59.35700, 23.29565
0, McLaughlinCluster, study, 0, 0, study, -3.8573, -12.77917, -23.82928, 20211029, 14:57:59.37127, 23.30958
0, McLaughlinCluster, study, 0, 0, study, -3.540985, -13.02124, -23.08533, 20211029, 14:57:59.38531, 23.32366
0, McLaughlinCluster, study, 0, 0, study, -3.353638, -13.09418, -22.6236, 20211029, 14:57:59.39889, 23.33756
0, McLaughlinCluster, study, 0, 0, study, -3.324097, -12.9729, -22.15872, 20211029, 14:57:59.41330, 23.3516
0, McLaughlinCluster, study, 0, 0, study, -3.398956, -12.84863, -21.64081, 20211029, 14:57:59.42686, 23.36524
0, McLaughlinCluster, study, 0, 0, study, -3.570313, -12.92044, -21.24579, 20211029, 14:57:59.44065, 23.37929
0, McLaughlinCluster, study, 0, 0, study, -3.645233, -13.03238, -20.96924, 20211029, 14:57:59.45488, 23.39317
0, McLaughlinCluster, study, 0, 0, study, -3.532654, -13.0737, -20.85925, 20211029, 14:57:59.46867, 23.40708
0, McLaughlinCluster, study, 0, 0, study, -3.527191, -13.05914, -20.84866, 20211029, 14:57:59.48264, 23.42101
0, McLaughlinCluster, study, 0, 0, study, -3.653656, -13.00565, -20.59296, 20211029, 14:57:59.49632, 23.43489
0, McLaughlinCluster, study, 0, 0, study, -3.783752, -12.94635, -20.13712, 20211029, 14:57:59.51047, 23.44884
0, McLaughlinCluster, study, 0, 0, study, -3.901428, -12.89935, -19.61737, 20211029, 14:57:59.52439, 23.46271
0, McLaughlinCluster, study, 0, 0, study, -4.029663, -12.93506, -19.0943, 20211029, 14:57:59.53814, 23.47677
