0, McLaughlinCluster, study, 0, 0, study, -1.167694, 8.512505, -1.931519, 20211029, 14:57:56.38562, 20.31655
0, McLaughlinCluster, study, 0, 0, study, -1.209412, 8.564507, -1.887329, 20211029, 14:57:56.40026, 20.33867
0, McLaughlinCluster, study, 0, 0, study, -1.217133, 8.571868, -1.874695, 20211029, 14:57:56.40187, 20.34033
0, McLaughlinCluster, study, 0, 0, study, -1.236664, 8.602629, -1.900879, 20211029, 14:57:56.41923, 20.35793
0, McLaughlinCluster, study, 0, 0, study, -1.235992, 8.626307, -1.899841, 20211029, 14:57:56.43335, 20.37186
0, McLaughlinCluster, study, 0, 0, study, -1.245544, 8.651769, -1.915009, 20211029, 14:57:56.44732, 20.38581
0, McLaughlinCluster, study, 0, 0, study, -1.246063, 8.668657, -1.91568, 20211029, 14:57:56.46086, 20.39965
0, McLaughlinCluster, study, 0, 0, study, -1.251343, 8.662872, -1.913177, 20211029, 14:57:56.47678, 20.41363
0, McLaughlinCluster, study, 0, 0, study, -1.251892, 8.666105, -1.921265, 20211029, 14:57:56.48899, 20.42749
0, McLaughlinCluster, study, 0, 0, study, -1.267609, 8.64634, -1.931244, 20211029, 14:57:56.50302, 20.44146
0, McLaughlinCluster, study, 0, 0, study, -1.284058, 8.630038, -1.939087, 20211029, 14:57:56.51667, 20.45539
0, McLaughlinCluster, study, 0, 0, study, -1.290039, 8.609509, -1.951263, 20211029, 14:57:56.53088, 20.46934
0, McLaughlinCluster, study, 0, 0, study, -1.295166, 8.593647, -1.961792, 20211029, 14:57:56.54476, 20.48323
0, McLaughlinCluster, study, 0, 0, study, -1.331879, 8.579394, -1.963776, 20211029, 14:57:56.55832, 20.49709
0, McLaughlinCluster, study, 0, 0, study, -1.340118, 8.580062, -1.956909, 20211029, 14:57:56.57255, 20.51106
0, McLaughlinCluster, study, 0, 0, study, -1.338196, 8.553607, -1.951508, 20211029, 14:57:56.58654, 20.52501
0, McLaughlinCluster, study, 0, 0, study, -1.360107, 8.543768, -1.949585, 20211029, 14:57:56.60015, 20.53895
0, McLaughlinCluster, study, 0, 0, study, -1.365479, 8.562904, -1.960236, 20211029, 14:57:56.61471, 20.55326
0, McLaughlinCluster, study, 0, 0, study, -1.393036, 8.575573, -1.97113, 20211029, 14:57:56.62836, 20.56679
0, McLaughlinCluster, study, 0, 0, study, -1.475372, 8.590413, -1.954773, 20211029, 14:57:56.64219, 20.58069
0, McLaughlinCluster, study, 0, 0, study, -1.504425, 8.614701, -1.940979, 20211029, 14:57:56.65582, 20.59455
0, McLaughlinCluster, study, 0, 0, study, -1.505005, 8.64797, -1.922211, 20211029, 14:57:56.66995, 20.60846
0, McLaughlinCluster, study, 0, 0, study, -1.517883, 8.679506, -1.908813, 20211029, 14:57:56.68393, 20.62243
0, McLaughlinCluster, study, 0, 0, study, -1.528687, 8.684549, -1.879028, 20211029, 14:57:56.69769, 20.6364
0, McLaughlinCluster, study, 0, 0, study, -1.555115, 8.708929, -1.871368, 20211029, 14:57:56.71201, 20.65029
0, McLaughlinCluster, study, 0, 0, study, -1.58902, 8.747826, -1.833008, 20211029, 14:57:56.72596, 20.66413
0, McLaughlinCluster, study, 0, 0, study, -1.618713, 8.761545, -1.805481, 20211029, 14:57:56.73934, 20.67806
0, McLaughlinCluster, study, 0, 0, study, -1.61496, 8.77599, -1.780914, 20211029, 14:57:56.75380, 20.69203
0, McLaughlinCluster, study, 0, 0, study, -1.621857, 8.811115, -1.78064, 20211029, 14:57:56.76790, 20.7061
0, McLaughlinCluster, study, 0, 0, study, -1.651947, 8.829286, -1.786896, 20211029, 14:57:56.78187, 20.72007
0, McLaughlinCluster, study, 0, 0, study, -1.659668, 8.874842, -1.796387, 20211029, 14:57:56.79508, 20.73377
0, McLaughlinCluster, study, 0, 0, study, -1.679657, 8.909872, -1.810608, 20211029, 14:57:56.80971, 20.74789
0, McLaughlinCluster, study, 0, 0, study, -1.680634, 8.934462, -1.813782, 20211029, 14:57:56.82348, 20.76169
0, McLaughlinCluster, study, 0, 0, study, -1.719238, 8.930319, -1.828339, 20211029, 14:57:56.83718, 20.77581
0, McLaughlinCluster, study, 0, 0, study, -1.774231, 8.943394, -1.82962, 20211029, 14:57:56.85117, 20.78959
0, McLaughlinCluster, study, 0, 0, study, -1.77536, 8.963796, -1.827179, 20211029, 14:57:56.86500, 20.80348
0, McLaughlinCluster, study, 0, 0, study, -1.777374, 8.977474, -1.801117, 20211029, 14:57:56.87889, 20.81754
0, McLaughlinCluster, study, 0, 0, study, -1.846222, 8.977949, -1.693298, 20211029, 14:57:56.89286, 20.83133
0, McLaughlinCluster, study, 0, 0, study, -1.866211, 8.975903, -1.47348, 20211029, 14:57:56.90688, 20.84533
0, McLaughlinCluster, study, 0, 0, study, -1.882294, 8.995742, -1.103729, 20211029, 14:57:56.92058, 20.8593
0, McLaughlinCluster, study, 0, 0, study, -2.039581, 8.937229, -0.8329163, 20211029, 14:57:56.93466, 20.8731
0, McLaughlinCluster, study, 0, 0, study, -1.889618, 8.999307, -0.5043945, 20211029, 14:57:56.94891, 20.88713
0, McLaughlinCluster, study, 0, 0, study, -1.793701, 8.961715, -0.0670166, 20211029, 14:57:56.96285, 20.90094
0, McLaughlinCluster, study, 0, 0, study, -1.84436, 8.953544, 0.4335032, 20211029, 14:57:56.97623, 20.91493
0, McLaughlinCluster, study, 0, 0, study, -2.031982, 8.825896, 1.185478, 20211029, 14:57:56.99040, 20.92879
0, McLaughlinCluster, study, 0, 0, study, -2.162415, 8.593571, 2.40729, 20211029, 14:57:57.00434, 20.94284
0, McLaughlinCluster, study, 0, 0, study, -1.908142, 8.525703, 3.84926, 20211029, 14:57:57.01809, 20.95673
0, McLaughlinCluster, study, 0, 0, study, -1.617981, 8.511748, 5.335157, 20211029, 14:57:57.03227, 20.97066
0, McLaughlinCluster, study, 0, 0, study, -1.402802, 8.528218, 6.732494, 20211029, 14:57:57.04639, 20.98462
0, McLaughlinCluster, study, 0, 0, study, -1.156372, 8.587298, 8.171253, 20211029, 14:57:57.05980, 20.99851
0, McLaughlinCluster, study, 0, 0, study, -0.9945984, 8.589869, 9.6676, 20211029, 14:57:57.07394, 21.01234
0, McLaughlinCluster, study, 0, 0, study, -0.9380188, 8.419677, 11.23781, 20211029, 14:57:57.08786, 21.02628
0, McLaughlinCluster, study, 0, 0, study, -0.7030945, 8.188565, 12.77507, 20211029, 14:57:57.10214, 21.04028
0, McLaughlinCluster, study, 0, 0, study, -0.5022583, 8.02996, 14.09999, 20211029, 14:57:57.11547, 21.05417
0, McLaughlinCluster, study, 0, 0, study, -0.3763428, 7.910135, 15.2227, 20211029, 14:57:57.12967, 21.06808
0, McLaughlinCluster, study, 0, 0, study, -0.2582703, 7.818484, 16.11002, 20211029, 14:57:57.14360, 21.08202
0, McLaughlinCluster, study, 0, 0, study, -0.2361145, 7.814864, 16.77077, 20211029, 14:57:57.15714, 21.09586
0, McLaughlinCluster, study, 0, 0, study, -0.4052734, 7.897838, 17.3752, 20211029, 14:57:57.17168, 21.10983
0, McLaughlinCluster, study, 0, 0, study, -0.6087952, 8.024148, 18.04053, 20211029, 14:57:57.18541, 21.12381
0, McLaughlinCluster, study, 0, 0, study, -0.8277893, 8.193628, 18.58045, 20211029, 14:57:57.19899, 21.13769
0, McLaughlinCluster, study, 0, 0, study, -1.084473, 8.314338, 18.98413, 20211029, 14:57:57.21363, 21.15176
0, McLaughlinCluster, study, 0, 0, study, -1.298859, 8.43118, 19.3266, 20211029, 14:57:57.22720, 21.16554
0, McLaughlinCluster, study, 0, 0, study, -1.548309, 8.625981, 19.56225, 20211029, 14:57:57.24102, 21.17946
0, McLaughlinCluster, study, 0, 0, study, -1.876984, 8.931703, 19.81716, 20211029, 14:57:57.25493, 21.19334
0, McLaughlinCluster, study, 0, 0, study, -2.356049, 9.297128, 20.0736, 20211029, 14:57:57.26885, 21.2073
0, McLaughlinCluster, study, 0, 0, study, -2.712585, 9.413197, 20.29766, 20211029, 14:57:57.28312, 21.22125
0, McLaughlinCluster, study, 0, 0, study, -3.074402, 9.199604, 20.36572, 20211029, 14:57:57.29650, 21.23517
0, McLaughlinCluster, study, 0, 0, study, -3.504242, 8.937212, 20.32059, 20211029, 14:57:57.31070, 21.24915
0, McLaughlinCluster, study, 0, 0, study, -3.77951, 8.928166, 20.27625, 20211029, 14:57:57.32479, 21.26294
0, McLaughlinCluster, study, 0, 0, study, -4.150482, 9.005001, 20.13405, 20211029, 14:57:57.33824, 21.2769
0, McLaughlinCluster, study, 0, 0, study, -4.560089, 9.071217, 19.92981, 20211029, 14:57:57.35267, 21.29084
0, McLaughlinCluster, study, 0, 0, study, -4.879791, 9.22745, 19.76456, 20211029, 14:57:57.36635, 21.30474
0, McLaughlinCluster, study, 0, 0, study, -5.223663, 9.484795, 19.51259, 20211029, 14:57:57.38024, 21.31891
0, McLaughlinCluster, study, 0, 0, study, -5.564209, 9.804298, 19.14945, 20211029, 14:57:57.39419, 21.33263
0, McLaughlinCluster, study, 0, 0, study, -5.946411, 10.07501, 18.73033, 20211029, 14:57:57.40831, 21.34671
0, McLaughlinCluster, study, 0, 0, study, -6.307434, 10.14541, 18.39416, 20211029, 14:57:57.42202, 21.36047
0, McLaughlinCluster, study, 0, 0, study, -6.621918, 10.04386, 18.12534, 20211029, 14:57:57.43568, 21.3744
0, McLaughlinCluster, study, 0, 0, study, -6.817535, 9.968726, 17.8751, 20211029, 14:57:57.45014, 21.38839
0, McLaughlinCluster, study, 0, 0, study, -6.989746, 9.994053, 17.6287, 20211029, 14:57:57.46411, 21.4022
0, McLaughlinCluster, study, 0, 0, study, -7.06427, 10.03262, 17.39606, 20211029, 14:57:57.47749, 21.41616
0, McLaughlinCluster, study, 0, 0, study, -7.125122, 10.09221, 17.13108, 20211029, 14:57:57.49149, 21.42995
0, McLaughlinCluster, study, 0, 0, study, -7.177338, 10.10545, 16.86123, 20211029, 14:57:57.50562, 21.444
0, McLaughlinCluster, study, 0, 0, study, -7.233978, 10.11704, 16.58643, 20211029, 14:57:57.51916, 21.45788
0, McLaughlinCluster, study, 0, 0, study, -7.262604, 10.16495, 16.27854, 20211029, 14:57:57.53340, 21.4719
0, McLaughlinCluster, study, 0, 0, study, -7.298065, 10.23558, 15.96933, 20211029, 14:57:57.54806, 21.48607
0, McLaughlinCluster, study, 0, 0, study, -7.278809, 10.28617, 15.65897, 20211029, 14:57:57.56089, 21.49964
0, McLaughlinCluster, study, 0, 0, study, -7.268646, 10.35594, 15.36378, 20211029, 14:57:57.57540, 21.51362
0, McLaughlinCluster, study, 0, 0, study, -7.239594, 10.43845, 15.06122, 20211029, 14:57:57.58905, 21.5275
0, McLaughlinCluster, study, 0, 0, study, -7.178986, 10.4993, 14.76244, 20211029, 14:57:57.60308, 21.54145
0, McLaughlinCluster, study, 0, 0, study, -7.15329, 10.55609, 14.45791, 20211029, 14:57:57.61703, 21.55582
0, McLaughlinCluster, study, 0, 0, study, -7.170197, 10.60585, 14.23041, 20211029, 14:57:57.63082, 21.56928
0, McLaughlinCluster, study, 0, 0, study, -7.212433, 10.64871, 14.144, 20211029, 14:57:57.64488, 21.58331
0, McLaughlinCluster, study, 0, 0, study, -7.175934, 10.69391, 14.05757, 20211029, 14:57:57.65837, 21.59708
0, McLaughlinCluster, study, 0, 0, study, -7.138306, 10.72888, 13.9295, 20211029, 14:57:57.67296, 21.61106
0, McLaughlinCluster, study, 0, 0, study, -7.098816, 10.78601, 13.80373, 20211029, 14:57:57.68654, 21.62494
0, McLaughlinCluster, study, 0, 0, study, -7.064178, 10.904, 13.63447, 20211029, 14:57:57.70019, 21.63884
0, McLaughlinCluster, study, 0, 0, study, -6.981049, 11.09124, 13.42157, 20211029, 14:57:57.71438, 21.65286
0, McLaughlinCluster, study, 0, 0, study, -6.974731, 11.32677, 13.21231, 20211029, 14:57:57.72825, 21.66669
0, McLaughlinCluster, study, 0, 0, study, -6.897064, 11.50371, 13.13729, 20211029, 14:57:57.74221, 21.68064
0, McLaughlinCluster, study, 0, 0, study, -6.819641, 11.73819, 13.08601, 20211029, 14:57:57.75595, 21.69464
0, McLaughlinCluster, study, 0, 0, study, -6.77243, 11.98197, 12.97467, 20211029, 14:57:57.77009, 21.70853
0, McLaughlinCluster, study, 0, 0, study, -6.65387, 12.25221, 12.84949, 20211029, 14:57:57.78402, 21.72248
0, McLaughlinCluster, study, 0, 0, study, -6.334778, 12.71196, 12.66802, 20211029, 14:57:57.79767, 21.73636
0, McLaughlinCluster, study, 0, 0, study, -5.66333, 13.50368, 12.40716, 20211029, 14:57:57.81222, 21.75027
0, McLaughlinCluster, study, 0, 0, study, -4.883881, 14.57747, 12.06931, 20211029, 14:57:57.82558, 21.76407
0, McLaughlinCluster, study, 0, 0, study, -4.466156, 15.72168, 11.57156, 20211029, 14:57:57.83949, 21.77809
0, McLaughlinCluster, study, 0, 0, study, -4.225189, 16.7806, 11.02112, 20211029, 14:57:57.85385, 21.79201
