1, RaunerFirst, RaunerFirst, 90, 90, right, -3.009125, -5.99411, 91.43296, 20211018, 10:22:30.93192, 667.583
1, RaunerFirst, RaunerFirst, 90, 90, right, -3.352417, -6.603333, 95.63828, 20211018, 10:22:30.94567, 667.5971
1, RaunerFirst, RaunerFirst, 90, 90, right, -3.748596, -7.5896, 101.1942, 20211018, 10:22:30.95967, 667.6108
1, RaunerFirst, RaunerFirst, 90, 90, right, -4.404816, -8.164581, 106.5181, 20211018, 10:22:30.97351, 667.6247
1, RaunerFirst, RaunerFirst, 90, 90, right, -5.547424, -8.238495, 111.5389, 20211018, 10:22:30.98726, 667.6387
1, RaunerFirst, RaunerFirst, 90, 90, right, -7.156982, -8.083588, 116.8967, 20211018, 10:22:31.00149, 667.6526
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.156097, -7.792725, 122.5173, 20211018, 10:22:31.01537, 667.6666
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.50647, -7.470703, 128.6685, 20211018, 10:22:31.02937, 667.6805
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.704498, -7.085327, 134.9173, 20211018, 10:22:31.04341, 667.6945
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.965546, -6.486908, 140.955, 20211018, 10:22:31.05718, 667.7083
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.368439, -5.858582, 146.6535, 20211018, 10:22:31.07108, 667.7224
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.789154, -5.292603, 151.9637, 20211018, 10:22:31.08484, 667.7362
1, RaunerFirst, RaunerFirst, 90, 90, right, -10.01288, -4.64032, 156.7996, 20211018, 10:22:31.09909, 667.7502
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.961975, -3.969757, 160.9762, 20211018, 10:22:31.11336, 667.7645
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.807678, -3.250763, 164.4969, 20211018, 10:22:31.12660, 667.778
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.770111, -2.603333, 167.527, 20211018, 10:22:31.14080, 667.7919
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.719604, -2.214203, 170.2658, 20211018, 10:22:31.15469, 667.8058
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.48056, -1.841644, 172.5137, 20211018, 10:22:31.16841, 667.8198
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.181671, -1.397003, 174.5213, 20211018, 10:22:31.18258, 667.8337
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.908813, -0.9563904, 175.8777, 20211018, 10:22:31.19646, 667.8476
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.686981, -0.6370239, 177.0491, 20211018, 10:22:31.21045, 667.8615
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.483917, -0.5884705, 177.755, 20211018, 10:22:31.22410, 667.8755
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.381256, -0.6013184, 178.1116, 20211018, 10:22:31.23835, 667.8895
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.389587, -0.5921936, 178.2861, 20211018, 10:22:31.25220, 667.9033
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.492584, -0.6860962, 178.1315, 20211018, 10:22:31.26589, 667.9173
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.576233, -0.7921143, 177.8376, 20211018, 10:22:31.28002, 667.9312
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.538879, -0.8640442, 177.3511, 20211018, 10:22:31.29393, 667.945
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.593933, -1.009827, 176.7211, 20211018, 10:22:31.30748, 667.9589
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.65329, -1.189819, 176.1187, 20211018, 10:22:31.32171, 667.9728
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.697021, -1.424713, 175.4799, 20211018, 10:22:31.33574, 667.9868
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.700531, -1.70816, 174.9106, 20211018, 10:22:31.34970, 668.0009
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.641693, -2.049377, 174.4826, 20211018, 10:22:31.36327, 668.0147
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.591309, -2.42453, 174.1338, 20211018, 10:22:31.37742, 668.0285
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.534088, -2.689453, 173.9367, 20211018, 10:22:31.39133, 668.0424
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.446228, -2.896027, 173.8338, 20211018, 10:22:31.40504, 668.0565
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.369049, -3.006256, 173.806, 20211018, 10:22:31.41917, 668.0703
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.281586, -3.135345, 173.8341, 20211018, 10:22:31.43317, 668.0843
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.085022, -3.276642, 173.945, 20211018, 10:22:31.44674, 668.0981
1, RaunerFirst, RaunerFirst, 90, 90, right, -7.843567, -3.356262, 174.032, 20211018, 10:22:31.46100, 668.1121
1, RaunerFirst, RaunerFirst, 90, 90, right, -7.67038, -3.309235, 174.1013, 20211018, 10:22:31.47499, 668.1261
1, RaunerFirst, RaunerFirst, 90, 90, right, -7.555634, -3.155945, 174.1244, 20211018, 10:22:31.48847, 668.1399
1, RaunerFirst, RaunerFirst, 90, 90, right, -7.467072, -2.942993, 174.1253, 20211018, 10:22:31.50271, 668.1539
1, RaunerFirst, RaunerFirst, 90, 90, right, -7.416138, -2.850281, 174.1304, 20211018, 10:22:31.51667, 668.1678
1, RaunerFirst, RaunerFirst, 90, 90, right, -7.349274, -2.976868, 174.1705, 20211018, 10:22:31.53065, 668.1818
1, RaunerFirst, RaunerFirst, 90, 90, right, -7.266602, -3.091644, 174.2153, 20211018, 10:22:31.54421, 668.1956
