1, RaunerFirst, RaunerFirst, 90, 90, right, -8.617981, -5.487, 131.6571, 20211019, 13:46:53.92003, 753.0016
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.015839, -5.421265, 136.1087, 20211019, 13:46:53.93362, 753.0156
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.226288, -5.204956, 140.4515, 20211019, 13:46:53.94791, 753.0295
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.474426, -4.935242, 144.3976, 20211019, 13:46:53.96186, 753.0435
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.719727, -4.66806, 148.0038, 20211019, 13:46:53.97551, 753.0574
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.960693, -4.31958, 151.2964, 20211019, 13:46:53.98964, 753.0713
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.995087, -3.865204, 154.4218, 20211019, 13:46:54.00351, 753.0851
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.946411, -3.311493, 157.2904, 20211019, 13:46:54.01747, 753.0993
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.898529, -2.756439, 159.8361, 20211019, 13:46:54.03134, 753.113
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.832397, -2.501709, 162.2156, 20211019, 13:46:54.04543, 753.127
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.710571, -2.469086, 164.1811, 20211019, 13:46:54.05942, 753.1411
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.613983, -2.409088, 165.9165, 20211019, 13:46:54.07286, 753.1547
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.489044, -2.434204, 167.3177, 20211019, 13:46:54.08710, 753.1687
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.293091, -2.395935, 168.4782, 20211019, 13:46:54.10132, 753.1826
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.102478, -2.336884, 169.5254, 20211019, 13:46:54.11504, 753.1968
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.914612, -2.395538, 170.2561, 20211019, 13:46:54.12893, 753.2106
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.833588, -2.436707, 170.9017, 20211019, 13:46:54.14329, 753.225
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.793854, -2.418396, 171.5276, 20211019, 13:46:54.15645, 753.2384
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.73053, -2.337799, 171.9667, 20211019, 13:46:54.17054, 753.2522
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.612305, -2.210022, 172.3061, 20211019, 13:46:54.18461, 753.2662
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.327454, -2.241669, 172.4625, 20211019, 13:46:54.19850, 753.2801
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.023132, -2.353149, 172.5874, 20211019, 13:46:54.21213, 753.2941
1, RaunerFirst, RaunerFirst, 90, 90, right, -7.887177, -2.355286, 172.793, 20211019, 13:46:54.22676, 753.308
1, RaunerFirst, RaunerFirst, 90, 90, right, -7.852753, -2.255615, 173.0488, 20211019, 13:46:54.24060, 753.322
1, RaunerFirst, RaunerFirst, 90, 90, right, -7.785004, -2.098816, 173.2949, 20211019, 13:46:54.25390, 753.3358
1, RaunerFirst, RaunerFirst, 90, 90, right, -7.641357, -1.936401, 173.5307, 20211019, 13:46:54.26801, 753.3497
1, RaunerFirst, RaunerFirst, 90, 90, right, -7.459564, -1.752289, 173.7314, 20211019, 13:46:54.28214, 753.3637
1, RaunerFirst, RaunerFirst, 90, 90, right, -7.225891, -1.639191, 173.8357, 20211019, 13:46:54.29575, 753.3776
1, RaunerFirst, RaunerFirst, 90, 90, right, -6.942322, -1.591583, 173.9194, 20211019, 13:46:54.30974, 753.3914
1, RaunerFirst, RaunerFirst, 90, 90, right, -6.764526, -1.443695, 173.9586, 20211019, 13:46:54.32379, 753.4055
1, RaunerFirst, RaunerFirst, 90, 90, right, -6.671722, -1.292603, 173.9008, 20211019, 13:46:54.33738, 753.4193
1, RaunerFirst, RaunerFirst, 90, 90, right, -6.604004, -1.2211, 173.8021, 20211019, 13:46:54.35174, 753.4334
1, RaunerFirst, RaunerFirst, 90, 90, right, -6.510193, -1.210876, 173.623, 20211019, 13:46:54.36550, 753.4472
1, RaunerFirst, RaunerFirst, 90, 90, right, -6.511322, -1.163574, 173.4291, 20211019, 13:46:54.37954, 753.4611
1, RaunerFirst, RaunerFirst, 90, 90, right, -6.556519, -1.087585, 173.2412, 20211019, 13:46:54.39308, 753.475
1, RaunerFirst, RaunerFirst, 90, 90, right, -6.540985, -0.9891968, 173.0553, 20211019, 13:46:54.40730, 753.4889
1, RaunerFirst, RaunerFirst, 90, 90, right, -6.500061, -0.9906921, 172.8916, 20211019, 13:46:54.42125, 753.5029
1, RaunerFirst, RaunerFirst, 90, 90, right, -6.427673, -0.9709778, 172.7028, 20211019, 13:46:54.43482, 753.5168
