1, RaunerFirst, RaunerFirst, 90, 90, right, -1.757202, -5.528229, 67.70294, 20211001, 12:33:18.37160, 739.0663
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.733856, -5.681854, 65.84033, 20211001, 12:33:18.38564, 739.0803
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.573059, -5.799316, 64.21628, 20211001, 12:33:18.39923, 739.0941
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.344513, -5.866974, 62.51013, 20211001, 12:33:18.41321, 739.108
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.048309, -5.956635, 60.83469, 20211001, 12:33:18.42713, 739.1219
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.8146973, -6.092316, 59.26474, 20211001, 12:33:18.44081, 739.1359
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.6610107, -6.295837, 57.75439, 20211001, 12:33:18.45486, 739.1497
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.5809631, -6.596008, 56.16992, 20211001, 12:33:18.46893, 739.1637
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.5375061, -6.959839, 54.43588, 20211001, 12:33:18.48250, 739.1776
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.5680237, -7.281952, 52.66953, 20211001, 12:33:18.49669, 739.1915
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.6773071, -7.377808, 51.01907, 20211001, 12:33:18.51062, 739.2054
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.7430725, -7.405487, 49.51767, 20211001, 12:33:18.52431, 739.2194
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.7838745, -7.522705, 48.00455, 20211001, 12:33:18.53840, 739.2333
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.8093262, -7.649017, 46.43005, 20211001, 12:33:18.55255, 739.2473
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.6990967, -7.611877, 44.8157, 20211001, 12:33:18.56630, 739.261
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.5839539, -7.545197, 43.35727, 20211001, 12:33:18.57997, 739.275
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.5205383, -7.494263, 42.08731, 20211001, 12:33:18.59423, 739.2889
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.4214478, -7.489288, 40.92865, 20211001, 12:33:18.60804, 739.3029
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.3310242, -7.606171, 39.84958, 20211001, 12:33:18.62175, 739.3168
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.2643738, -7.694214, 38.896, 20211001, 12:33:18.63592, 739.3307
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.1282043, -7.666565, 38.02612, 20211001, 12:33:18.64984, 739.3446
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.0519104, -7.551941, 37.39783, 20211001, 12:33:18.66370, 739.3585
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.01690674, -7.405518, 36.92932, 20211001, 12:33:18.67796, 739.3726
1, RaunerFirst, RaunerFirst, 90, 90, right, 0.004506629, -7.316864, 36.58441, 20211001, 12:33:18.69159, 739.3864
1, RaunerFirst, RaunerFirst, 90, 90, right, 0.06859168, -7.298401, 36.41022, 20211001, 12:33:18.70564, 739.4005
1, RaunerFirst, RaunerFirst, 90, 90, right, 0.07691617, -7.339447, 36.32513, 20211001, 12:33:18.71938, 739.4144
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.004750808, -7.370758, 36.40045, 20211001, 12:33:18.73395, 739.4288
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.1006775, -7.297058, 36.67233, 20211001, 12:33:18.74735, 739.4421
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.1224365, -7.184235, 37.18298, 20211001, 12:33:18.76094, 739.4561
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.08908081, -7.175934, 37.78073, 20211001, 12:33:18.77512, 739.47
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.09851074, -7.237305, 38.55106, 20211001, 12:33:18.78920, 739.4839
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.176178, -7.266754, 39.39804, 20211001, 12:33:18.80298, 739.4979
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.296814, -7.25473, 40.35526, 20211001, 12:33:18.81691, 739.5117
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.4942017, -7.246979, 41.54419, 20211001, 12:33:18.83086, 739.5257
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.6771545, -7.315857, 42.93747, 20211001, 12:33:18.84454, 739.5396
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.8439636, -7.445282, 44.61038, 20211001, 12:33:18.85878, 739.5536
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.9327393, -7.463867, 46.4791, 20211001, 12:33:18.87274, 739.5675
