1, RaunerFirst, RaunerFirst, 90, 90, right, -2.27771, -2.759338, 92.7156, 20211020, 13:08:36.49884, 662.5872
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.172455, -3.019562, 93.89869, 20211020, 13:08:36.51258, 662.6011
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.261841, -3.302979, 95.32764, 20211020, 13:08:36.52634, 662.615
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.463531, -3.564453, 96.95142, 20211020, 13:08:36.54088, 662.629
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.71347, -3.854889, 98.51688, 20211020, 13:08:36.55450, 662.6429
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.875824, -4.143829, 100.0504, 20211020, 13:08:36.56831, 662.6569
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.900665, -4.649719, 101.7179, 20211020, 13:08:36.58281, 662.6708
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.959778, -5.231384, 103.7957, 20211020, 13:08:36.59613, 662.6846
1, RaunerFirst, RaunerFirst, 90, 90, right, -3.200073, -5.741394, 106.145, 20211020, 13:08:36.61019, 662.6986
1, RaunerFirst, RaunerFirst, 90, 90, right, -3.526825, -6.236725, 108.7153, 20211020, 13:08:36.62406, 662.7125
1, RaunerFirst, RaunerFirst, 90, 90, right, -3.919891, -6.828583, 111.1528, 20211020, 13:08:36.63790, 662.7264
1, RaunerFirst, RaunerFirst, 90, 90, right, -4.390015, -7.574799, 113.6986, 20211020, 13:08:36.65191, 662.7403
1, RaunerFirst, RaunerFirst, 90, 90, right, -5.083496, -8.361938, 116.4726, 20211020, 13:08:36.66594, 662.7544
1, RaunerFirst, RaunerFirst, 90, 90, right, -5.869934, -9.078156, 119.5728, 20211020, 13:08:36.67966, 662.7681
1, RaunerFirst, RaunerFirst, 90, 90, right, -6.625702, -9.659119, 122.8996, 20211020, 13:08:36.69366, 662.7821
1, RaunerFirst, RaunerFirst, 90, 90, right, -7.322815, -10.03751, 126.0826, 20211020, 13:08:36.70730, 662.796
1, RaunerFirst, RaunerFirst, 90, 90, right, -7.919067, -10.47464, 129.0507, 20211020, 13:08:36.72144, 662.8099
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.360657, -11.07901, 131.9397, 20211020, 13:08:36.73562, 662.824
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.80542, -11.57324, 134.8666, 20211020, 13:08:36.74920, 662.8378
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.131927, -11.94003, 137.8225, 20211020, 13:08:36.76324, 662.8517
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.196075, -12.2037, 140.6789, 20211020, 13:08:36.77725, 662.8657
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.170746, -12.48584, 143.3519, 20211020, 13:08:36.79086, 662.8796
1, RaunerFirst, RaunerFirst, 90, 90, right, -9.007843, -12.79654, 145.7794, 20211020, 13:08:36.80519, 662.8936
1, RaunerFirst, RaunerFirst, 90, 90, right, -8.869354, -13.23837, 148.0226, 20211020, 13:08:36.81907, 662.9075
