1, RaunerFirst, RaunerFirst, 90, 90, right, -2.45932, -4.231537, 121.9495, 20211029, 15:10:23.21142, 714.8494
1, RaunerFirst, RaunerFirst, 90, 90, right, -3.760071, -4.151733, 127.77, 20211029, 15:10:23.22546, 714.8633
1, RaunerFirst, RaunerFirst, 90, 90, right, -4.00177, -4.147247, 133.8432, 20211029, 15:10:23.23918, 714.8773
1, RaunerFirst, RaunerFirst, 90, 90, right, -3.27243, -4.560272, 139.2034, 20211029, 15:10:23.25322, 714.8912
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.163635, -4.990875, 142.7758, 20211029, 15:10:23.26764, 714.9053
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.552673, -5.561218, 144.2321, 20211029, 15:10:23.28095, 714.9189
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.319733, -5.96701, 143.6433, 20211029, 15:10:23.29508, 714.9329
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.564362, -6.024475, 142.7318, 20211029, 15:10:23.30911, 714.9468
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.845062, -5.687439, 141.6451, 20211029, 15:10:23.32311, 714.9609
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.833954, -5.364746, 140.5919, 20211029, 15:10:23.33660, 714.9749
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.658966, -5.132751, 139.0237, 20211029, 15:10:23.35096, 714.9888
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.04068, -4.71521, 136.6756, 20211029, 15:10:23.36455, 715.0025
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.2359009, -4.345062, 133.8705, 20211029, 15:10:23.37817, 715.0164
1, RaunerFirst, RaunerFirst, 90, 90, right, 0.3639088, -3.889923, 130.5337, 20211029, 15:10:23.39248, 715.0305
1, RaunerFirst, RaunerFirst, 90, 90, right, 0.2315469, -3.754913, 127.3631, 20211029, 15:10:23.40647, 715.0443
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.554718, -3.373688, 124.6426, 20211029, 15:10:23.42002, 715.0583
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.009216, -2.990112, 122.4311, 20211029, 15:10:23.43429, 715.0723
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.7145996, -2.485992, 120.1282, 20211029, 15:10:23.44811, 715.0861
1, RaunerFirst, RaunerFirst, 90, 90, right, -0.8265381, -2.213837, 117.4405, 20211029, 15:10:23.46205, 715.1
1, RaunerFirst, RaunerFirst, 90, 90, right, -1.934418, -2.972382, 115.1113, 20211029, 15:10:23.47560, 715.1139
1, RaunerFirst, RaunerFirst, 90, 90, right, -2.937347, -3.708771, 114.5458, 20211029, 15:10:23.48994, 715.1279
1, RaunerFirst, RaunerFirst, 90, 90, right, -3.213104, -4.375092, 115.5217, 20211029, 15:10:23.50382, 715.1418
1, RaunerFirst, RaunerFirst, 90, 90, right, -3.135071, -4.584564, 118.2737, 20211029, 15:10:23.51748, 715.1558
1, RaunerFirst, RaunerFirst, 90, 90, right, -3.663666, -4.717224, 121.7581, 20211029, 15:10:23.53160, 715.1696
1, RaunerFirst, RaunerFirst, 90, 90, right, -5.199524, -5.040924, 126.4545, 20211029, 15:10:23.54558, 715.1835
1, RaunerFirst, RaunerFirst, 90, 90, right, -6.225372, -5.099976, 132.6252, 20211029, 15:10:23.55927, 715.1975
1, RaunerFirst, RaunerFirst, 90, 90, right, -6.161743, -5.17691, 139.1718, 20211029, 15:10:23.57366, 715.2114
1, RaunerFirst, RaunerFirst, 90, 90, right, -5.860504, -5.275787, 145.4282, 20211029, 15:10:23.58749, 715.2254
1, RaunerFirst, RaunerFirst, 90, 90, right, -5.952698, -5.01886, 150.9135, 20211029, 15:10:23.60112, 715.2394
1, RaunerFirst, RaunerFirst, 90, 90, right, -5.981323, -4.648102, 156.1505, 20211029, 15:10:23.61514, 715.2531
1, RaunerFirst, RaunerFirst, 90, 90, right, -5.561218, -4.187866, 160.9641, 20211029, 15:10:23.62915, 715.2672
1, RaunerFirst, RaunerFirst, 90, 90, right, -4.959564, -3.968842, 165.0541, 20211029, 15:10:23.64300, 715.281
1, RaunerFirst, RaunerFirst, 90, 90, right, -4.493866, -3.820343, 167.8144, 20211029, 15:10:23.65679, 715.295
1, RaunerFirst, RaunerFirst, 90, 90, right, -3.899017, -3.582336, 169.5056, 20211029, 15:10:23.67096, 715.3089
