trialIdx,primeName,targetName,targetSide,condition,correctResponse,response,roll,pitch,yaw,rt,timestamp,familiarityPrime,familiarityTarget,subject_id,session_format,explicit_acc_scenewise_prime,explicit_acc_scenewise_target,oc_acc_by_condition,oc_acc
1,BakerBerry2nd,BakerBerry2nd,-90,1,closed,closed,-0.06384277,2.040658,-96.40994,1.141479,643.8613,yes,yes,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
2,NeutralZimmerman,Zimmerman,90,2,open,open,-2.700287,3.546027,88.02567,1.016663,648.7504,na,yes,akers608,inperson,NaN,0.333333333333333,1,0.942307692307692
3,BakerBerryHistoric2,BakerBerryHistoric2,90,1,open,open,-1.511597,6.154571,83.76661,1.016541,651.173,no,no,akers608,inperson,1,1,0.907407407407407,0.942307692307692
5,Umplebys,Umplebys,90,1,closed,closed,-0.2200928,4.294242,87.92146,0.8770752,657.4557,no,no,akers608,inperson,1,1,0.907407407407407,0.942307692307692
6,NeutralMooreLot,MooreLot,90,2,open,open,-3.492126,5.104971,85.43999,1.197571,660.0518,na,yes,akers608,inperson,NaN,0.666666666666667,1,0.942307692307692
9,Maynard,Maynard_mirror,90,3,closed,closed,-9.529938,2.949808,87.71706,1.218567,668.8301,unsure,unsure,akers608,inperson,0.666666666666667,NaN,0.954545454545455,0.942307692307692
11,Zimmerman,Zimmerman,-90,1,closed,closed,1.536747,3.449967,-80.24695,1.016418,674.5245,yes,yes,akers608,inperson,0.333333333333333,0.333333333333333,0.907407407407407,0.942307692307692
14,PineBackHall,PineBackHall,90,1,closed,closed,-2.995941,7.015542,89.32719,1.058289,684.526,no,no,akers608,inperson,1,1,0.907407407407407,0.942307692307692
15,RaunerFirst,RaunerFirst,90,1,open,open,-2.929657,5.61615,74.10029,1.141785,687.1991,no,no,akers608,inperson,1,1,0.907407407407407,0.942307692307692
18,NeutralBakerBerryCharter,BakerBerryCharter,90,2,closed,closed,-1.943024,5.477062,81.43313,0.90448,695.6854,na,yes,akers608,inperson,NaN,0.666666666666667,1,0.942307692307692
21,NeutralHop4,Hop4,90,2,closed,closed,-3.298584,6.503848,82.23483,0.9331665,703.371,na,no,akers608,inperson,NaN,0.666666666666667,1,0.942307692307692
22,NeutralPineEntrance,PineEntrance,90,2,closed,closed,-4.928711,5.796615,82.37384,0.9049072,705.7024,na,yes,akers608,inperson,NaN,0.666666666666667,1,0.942307692307692
23,Umplebys,Umplebys,90,1,closed,closed,-4.145508,4.197387,84.5331,1.002563,708.0415,no,no,akers608,inperson,1,1,0.907407407407407,0.942307692307692
24,AllenSt,AllenSt,90,1,closed,closed,-2.286163,4.824927,82.37013,1.447937,711.007,yes,yes,akers608,inperson,1,1,0.907407407407407,0.942307692307692
25,53Commons,53Commons,90,1,open,open,-3.557678,2.806233,84.12424,1.002808,713.5548,yes,yes,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
26,BakerBerryCharter,BakerBerryCharter_mirror,90,3,closed,closed,-6.270172,4.070125,86.28981,1.161316,716.2338,yes,yes,akers608,inperson,0.666666666666667,NaN,0.954545454545455,0.942307692307692
27,PineEntrance,PineEntrance_mirror,90,3,closed,closed,-7.921356,5.25163,87.62798,1.038208,718.9013,yes,yes,akers608,inperson,0.666666666666667,NaN,0.954545454545455,0.942307692307692
29,RaunerFirst,RaunerFirst,90,1,open,open,-1.944153,5.099539,75.5458,1.336548,724.371,no,no,akers608,inperson,1,1,0.907407407407407,0.942307692307692
30,NeutralMaynard,Maynard,90,2,closed,closed,0.7490719,10.74419,82.73185,1.336792,727.0626,na,unsure,akers608,inperson,NaN,0.666666666666667,1,0.942307692307692
36,NeutralRaunerBackHall,RaunerBackHall,90,2,open,open,-1.754333,5.06138,86.96458,1.141602,754.3707,na,no,akers608,inperson,NaN,0.333333333333333,1,0.942307692307692
37,BakerBerryHistoric2,BakerBerryHistoric2_mirror,-90,3,closed,closed,0.1814553,9.128854,-82.96942,1.234192,756.8718,no,no,akers608,inperson,1,NaN,0.954545454545455,0.942307692307692
38,MooreLot,MooreLot_mirror,90,3,open,open,-1.519775,4.840134,80.69312,1.044861,759.2813,yes,yes,akers608,inperson,0.666666666666667,NaN,0.954545454545455,0.942307692307692
39,BakerBerryHistoric2,BakerBerryHistoric2,90,1,open,open,-1.101624,5.812405,86.45386,1.030334,761.7592,no,no,akers608,inperson,1,1,0.907407407407407,0.942307692307692
40,BakerBerryCharter,BakerBerryCharter,-90,1,open,open,-1.126526,10.39655,-87.54865,1.253052,764.307,yes,yes,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
43,53Commons,53Commons,90,1,open,open,-0.161499,5.613273,88.81973,0.9885864,772.5215,yes,yes,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
44,NeutralRaunerFirst,RaunerFirst,-90,2,closed,closed,0.4292913,7.61737,-86.26514,1.267151,774.9839,na,no,akers608,inperson,NaN,1,1,0.942307692307692
45,BakerBerry2nd,BakerBerry2nd_mirror,90,3,open,open,-2.474579,5.70602,82.10508,1.215637,777.5082,yes,yes,akers608,inperson,0.666666666666667,NaN,0.954545454545455,0.942307692307692
47,Zimmerman,Zimmerman,-90,1,closed,closed,0.1027871,6.765119,-89.02414,1.391968,782.8071,yes,yes,akers608,inperson,0.333333333333333,0.333333333333333,0.907407407407407,0.942307692307692
49,PineBackHall,PineBackHall,90,1,closed,closed,-2.496796,5.41382,78.99405,1.294983,787.9755,no,no,akers608,inperson,1,1,0.907407407407407,0.942307692307692
51,PineEntrance,PineEntrance,-90,1,open,open,2.083943,4.085772,-77.02139,1.127869,793.3365,yes,yes,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
52,NeutralMcLaughlinCluster,McLaughlinCluster,-90,2,closed,closed,0.8167374,3.836229,-89.41241,1.364197,796.0325,na,yes,akers608,inperson,NaN,0.666666666666667,1,0.942307692307692
54,Neutral53Commons,53Commons,-90,2,closed,closed,1.273398,4.740019,-80.61118,1.712524,801.8594,na,yes,akers608,inperson,NaN,0.666666666666667,1,0.942307692307692
55,Hop4,Hop4,-90,1,open,open,0.6657218,5.208436,-78.5567,1.0578,804.3377,no,no,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
58,AllenSt,AllenSt,90,1,closed,closed,-4.737091,6.15574,71.28864,1.336609,813.7623,yes,yes,akers608,inperson,1,1,0.907407407407407,0.942307692307692
59,NeutralHop2,Hop2,90,2,open,open,-4.213867,3.682537,71.30996,1.128113,816.4235,na,no,akers608,inperson,NaN,1,1,0.942307692307692
60,RaunerBackHall,RaunerBackHall,-90,1,closed,closed,1.443855,6.097322,-81.49277,1.085754,818.8319,no,no,akers608,inperson,0.333333333333333,0.333333333333333,0.907407407407407,0.942307692307692
61,NeutralBakerBerry2nd,BakerBerry2nd,90,2,open,open,-2.296173,4.337499,74.90862,0.9886475,821.1332,na,yes,akers608,inperson,NaN,0.666666666666667,1,0.942307692307692
62,NeutralRollinsChapel3,RollinsChapel3,-90,2,open,open,2.25194,1.643912,-74.64822,1.057922,823.451,na,yes,akers608,inperson,NaN,0.666666666666667,1,0.942307692307692
63,McLaughlinCluster,McLaughlinCluster,90,1,open,open,-2.357635,6.127296,80.20084,1.03009,825.8179,yes,yes,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
64,Fairbanks,Fairbanks,90,1,closed,closed,-3.252869,4.542507,77.48151,1.308594,828.7555,unsure,unsure,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
66,MooreLot,MooreLot,-90,1,closed,closed,3.065036,5.355195,-80.17999,1.294434,836.4268,yes,yes,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
67,Hop2,Hop2_mirror,90,3,open,open,-1.790833,4.600928,76.317,1.05603,838.7917,no,no,akers608,inperson,1,NaN,0.954545454545455,0.942307692307692
70,Maynard,Maynard,-90,1,open,open,0.3540757,2.880029,-76.8916,1.489746,847.3935,unsure,unsure,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
71,NeutralBakerBerryHistoric2,BakerBerryHistoric2,-90,2,closed,closed,5.575269,5.208242,-79.54086,1.141418,856.1483,na,no,akers608,inperson,NaN,1,1,0.942307692307692
72,Umplebys,Umplebys_mirror,-90,3,open,open,1.976648,4.05556,-70.57526,0.9745483,858.5012,no,no,akers608,inperson,1,NaN,0.954545454545455,0.942307692307692
73,BakerBerryHistoric2,BakerBerryHistoric2_mirror,90,3,open,open,-2.974701,8.693427,72.81547,1.099854,861.1188,no,no,akers608,inperson,1,NaN,0.954545454545455,0.942307692307692
75,AllenSt,AllenSt,-90,1,open,open,3.658949,5.454438,-62.1225,1.545593,866.4232,yes,yes,akers608,inperson,1,1,0.907407407407407,0.942307692307692
76,PineBackHall,PineBackHall,-90,1,open,open,0.534143,2.966885,-77.90491,1.183105,868.9429,no,no,akers608,inperson,1,1,0.907407407407407,0.942307692307692
78,Zimmerman,Zimmerman,90,1,open,open,-3.163605,3.14743,75.89493,0.9047241,873.8715,yes,yes,akers608,inperson,0.333333333333333,0.333333333333333,0.907407407407407,0.942307692307692
81,NeutralRaunerBackHall,RaunerBackHall,-90,2,closed,closed,1.378454,4.10781,-66.90118,1.336731,881.2365,na,no,akers608,inperson,NaN,0.333333333333333,1,0.942307692307692
82,RollinsChapel3,RollinsChapel3_mirror,90,3,closed,closed,-4.436768,6.55923,71.09059,1.503845,884.021,yes,yes,akers608,inperson,0.666666666666667,NaN,0.954545454545455,0.942307692307692
83,NeutralBakerBerryCharter,BakerBerryCharter,-90,2,open,open,0.9401715,4.995313,-73.68887,1.11377,886.6106,na,yes,akers608,inperson,NaN,0.666666666666667,1,0.942307692307692
86,Fairbanks,Fairbanks_mirror,90,3,closed,closed,-2.528107,6.285498,72.38306,1.072144,894.7968,unsure,unsure,akers608,inperson,0.666666666666667,NaN,0.954545454545455,0.942307692307692
87,NeutralMcLaughlinCluster,McLaughlinCluster,90,2,open,open,-1.74823,6.650783,70.77904,1.11377,897.275,na,yes,akers608,inperson,NaN,0.666666666666667,1,0.942307692307692
88,Fairbanks,Fairbanks,-90,1,open,open,2.857788,1.917982,-74.32993,1.267151,899.8646,unsure,unsure,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
90,RaunerBackHall,RaunerBackHall_mirror,-90,3,closed,closed,4.158684,1.282052,-73.05029,1.029968,904.403,no,no,akers608,inperson,0.333333333333333,NaN,0.954545454545455,0.942307692307692
92,RaunerBackHall,RaunerBackHall,90,1,open,open,-2.485229,3.018597,77.58877,1.127808,910.4178,no,no,akers608,inperson,0.333333333333333,0.333333333333333,0.907407407407407,0.942307692307692
93,Hop4,Hop4,90,1,closed,closed,-3.856293,2.942627,80.60803,1.058472,912.7849,no,no,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
94,Umplebys,Umplebys,-90,1,open,open,1.609357,4.977957,-72.09018,1.225281,916.0425,no,no,akers608,inperson,1,1,0.907407407407407,0.942307692307692
96,PineEntrance,PineEntrance,90,1,closed,closed,-1.16272,3.942431,79.10699,0.862854,921.1516,yes,yes,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
97,NeutralZimmerman,Zimmerman,-90,2,closed,closed,2.27861,2.097954,-70.88089,1.26709,923.8806,na,yes,akers608,inperson,NaN,0.333333333333333,1,0.942307692307692
98,53Commons,53Commons_mirror,90,3,open,open,-2.574982,1.002247,70.89848,0.7941895,925.8995,yes,yes,akers608,inperson,0.666666666666667,NaN,0.954545454545455,0.942307692307692
99,RaunerBackHall,RaunerBackHall,90,1,open,open,-4.313324,3.010244,74.72466,1.433716,928.6835,no,no,akers608,inperson,0.333333333333333,0.333333333333333,0.907407407407407,0.942307692307692
100,BakerBerryHistoric2,BakerBerryHistoric2,-90,1,closed,closed,2.495962,3.927221,-77.58041,1.030212,930.981,no,no,akers608,inperson,1,1,0.907407407407407,0.942307692307692
102,PineEntrance,PineEntrance,90,1,closed,closed,-2.105896,3.760448,69.12666,0.7658081,935.659,yes,yes,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
103,MooreLot,MooreLot,90,1,open,open,-0.5749512,4.498752,72.36161,1.016296,938.0535,yes,yes,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
104,Neutral53Commons,53Commons,90,2,open,open,-3.245392,2.722427,75.79359,0.8353271,940.2114,na,yes,akers608,inperson,NaN,0.666666666666667,1,0.942307692307692
105,McLaughlinCluster,McLaughlinCluster,-90,1,closed,closed,-1.030518,0.9256368,-75.76575,1.127441,942.62,yes,yes,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
108,BakerBerry2nd,BakerBerry2nd_mirror,-90,3,closed,closed,2.032733,4.94562,-74.3024,1.086243,960.2596,yes,yes,akers608,inperson,0.666666666666667,NaN,0.954545454545455,0.942307692307692
109,NeutralHop2,Hop2,-90,2,closed,closed,-1.741791,4.549742,-74.3605,0.9884033,962.4871,na,no,akers608,inperson,NaN,1,1,0.942307692307692
111,NeutralMaynard,Maynard,-90,2,open,open,0.7372006,5.012116,-80.85632,1.183411,967.3878,na,unsure,akers608,inperson,NaN,0.666666666666667,1,0.942307692307692
112,NeutralUmplebys,Umplebys,90,2,closed,closed,-2.475677,3.170494,82.01659,1.169678,970.1168,na,no,akers608,inperson,NaN,1,1,0.942307692307692
113,AllenSt,AllenSt_mirror,90,3,closed,closed,-3.857056,3.063818,73.24783,1.40625,972.7899,yes,yes,akers608,inperson,1,NaN,0.954545454545455,0.942307692307692
114,RaunerFirst,RaunerFirst,-90,1,closed,closed,2.343247,2.342172,-70.91104,1.141418,975.2817,no,no,akers608,inperson,1,1,0.907407407407407,0.942307692307692
115,McLaughlinCluster,McLaughlinCluster_mirror,90,3,open,open,-4.458252,4.338428,69.65333,1.044067,977.5649,yes,yes,akers608,inperson,0.666666666666667,NaN,0.954545454545455,0.942307692307692
116,MooreLot,MooreLot,90,1,open,open,-1.909821,2.804925,71.64586,1.072449,979.9737,yes,yes,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
117,RaunerFirst,RaunerFirst_mirror,90,3,open,open,-4.103546,3.473605,70.33088,1.239136,982.4379,no,no,akers608,inperson,1,NaN,0.954545454545455,0.942307692307692
118,NeutralAllenSt,AllenSt,90,2,closed,closed,-3.620453,1.191424,68.00593,1.141602,985.0131,na,yes,akers608,inperson,NaN,1,1,0.942307692307692
120,BakerBerryCharter,BakerBerryCharter,90,1,closed,closed,-4.434357,1.587186,75.04497,1.099731,990.1646,yes,yes,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
121,Hop4,Hop4_mirror,-90,3,open,open,-0.7992249,2.3327,-61.31631,1.294495,992.9769,no,no,akers608,inperson,0.666666666666667,NaN,0.954545454545455,0.942307692307692
122,NeutralRaunerFirst,RaunerFirst,90,2,open,open,-3.988953,2.079491,69.51173,1.225342,995.4274,na,no,akers608,inperson,NaN,1,1,0.942307692307692
123,Hop2,Hop2,90,1,open,open,-4.707611,1.04624,71.96847,0.9745483,997.6688,no,no,akers608,inperson,1,1,0.907407407407407,0.942307692307692
124,Zimmerman,Zimmerman,90,1,open,open,-4.162781,1.297497,74.88253,0.9050293,999.8826,yes,yes,akers608,inperson,0.333333333333333,0.333333333333333,0.907407407407407,0.942307692307692
125,RollinsChapel3,RollinsChapel3,-90,1,open,open,0.5570308,3.288178,-68.32684,1.08606,1002.263,yes,yes,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
126,PineBackHall,PineBackHall_mirror,90,3,closed,closed,-2.820374,1.7803,63.08341,1.016296,1004.519,no,no,akers608,inperson,1,NaN,0.954545454545455,0.942307692307692
127,Hop4,Hop4,90,1,closed,closed,-2.749481,2.889041,69.49032,0.9605103,1006.718,no,no,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
128,NeutralFairbanks,Fairbanks,90,2,closed,closed,-3.052399,2.385603,65.78451,1.461731,1009.503,na,unsure,akers608,inperson,NaN,0.666666666666667,1,0.942307692307692
130,NeutralMooreLot,MooreLot,-90,2,closed,closed,-0.1069641,3.648212,-68.62714,1.266968,1014.71,na,yes,akers608,inperson,NaN,0.666666666666667,1,0.942307692307692
131,NeutralBakerBerryHistoric2,BakerBerryHistoric2,90,2,open,open,-3.480621,6.022229,77.48496,1.113281,1017.313,na,no,akers608,inperson,NaN,1,1,0.942307692307692
133,53Commons,53Commons,-90,1,closed,closed,-1.884857,1.943909,-68.10202,1.016113,1022.13,yes,yes,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
134,Hop2,Hop2,90,1,open,open,-1.069855,3.159418,62.92269,1.002502,1024.428,no,no,akers608,inperson,1,1,0.907407407407407,0.942307692307692
135,AllenSt,AllenSt,-90,1,open,open,-0.1778259,1.952696,-72.03455,1.36438,1027.045,yes,yes,akers608,inperson,1,1,0.907407407407407,0.942307692307692
137,NeutralRollinsChapel3,RollinsChapel3,90,2,closed,closed,-2.17157,6.319537,73.55795,1.587158,1032.349,na,yes,akers608,inperson,NaN,0.666666666666667,1,0.942307692307692
139,BakerBerryCharter,BakerBerryCharter,90,1,closed,closed,-2.909271,0.7850947,68.15319,0.890625,1038.531,yes,yes,akers608,inperson,0.666666666666667,0.666666666666667,0.907407407407407,0.942307692307692
140,RaunerFirst,RaunerFirst,-90,1,closed,closed,1.122391,1.406736,-71.62,1.211182,1040.939,no,no,akers608,inperson,1,1,0.907407407407407,0.942307692307692
142,BakerBerryHistoric2,BakerBerryHistoric2,-90,1,closed,closed,-1.227905,5.843864,-71.75125,1.141968,1046.23,no,no,akers608,inperson,1,1,0.907407407407407,0.942307692307692
143,Umplebys,Umplebys_mirror,90,3,closed,closed,-2.212402,4.249901,73.03763,1.281006,1048.75,no,no,akers608,inperson,1,NaN,0.954545454545455,0.942307692307692
144,Zimmerman,Zimmerman_mirror,-90,3,closed,closed,-1.191559,2.27772,-65.90872,1.18335,1051.158,yes,yes,akers608,inperson,0.333333333333333,NaN,0.954545454545455,0.942307692307692
1,BakerBerry2nd,BakerBerry2nd,-90,1,closed,closed,-4.364655,-3.696167,-71.63174,1.433899,659.8516,yes,yes,akers610,inperson,1,1,0.843137254901961,0.845454545454545
2,NeutralZimmerman,Zimmerman,90,2,open,open,-6.950409,0.5339894,73.4642,1.378784,667.4285,na,no,akers610,inperson,NaN,0.666666666666667,0.838709677419355,0.845454545454545
4,Fairbanks,Fairbanks_mirror,-90,3,open,open,-1.458099,-6.220795,-69.40921,1.10199,677.5519,yes,yes,akers610,inperson,0.666666666666667,NaN,0.857142857142857,0.845454545454545
5,Umplebys,Umplebys,90,1,closed,closed,-5.39032,0.8911248,81.00259,1.169556,681.1302,no,no,akers610,inperson,1,1,0.843137254901961,0.845454545454545
6,NeutralMooreLot,MooreLot,90,2,open,open,-4.580414,0.8688318,78.14413,1.0849,685.7988,na,unsure,akers610,inperson,NaN,1,0.838709677419355,0.845454545454545
7,Fairbanks,Fairbanks,90,1,closed,closed,-5.224426,-0.1096191,75.72756,1.07196,689.5162,yes,yes,akers610,inperson,0.666666666666667,0.666666666666667,0.843137254901961,0.845454545454545
8,Zimmerman,Zimmerman_mirror,90,3,open,open,-3.954987,-2.395538,62.29696,1.374329,694.2317,no,no,akers610,inperson,0.666666666666667,NaN,0.857142857142857,0.845454545454545
9,Maynard,Maynard_mirror,90,3,closed,closed,-5.356445,-1.809448,64.42939,0.9829712,696.9829,unsure,unsure,akers610,inperson,1,NaN,0.857142857142857,0.845454545454545
10,RollinsChapel3,RollinsChapel3,90,1,closed,closed,-5.162811,0.9140611,72.51144,1.10022,700.4918,yes,yes,akers610,inperson,0.666666666666667,0.666666666666667,0.843137254901961,0.845454545454545
13,NeutralFairbanks,Fairbanks,-90,2,open,open,-4.012299,-5.465393,-66.59366,1.809814,710.7587,na,yes,akers610,inperson,NaN,0.666666666666667,0.838709677419355,0.845454545454545
14,PineBackHall,PineBackHall,90,1,closed,closed,-5.367706,1.242355,68.9649,0.9331055,713.2924,yes,yes,akers610,inperson,0.666666666666667,0.666666666666667,0.843137254901961,0.845454545454545
18,NeutralBakerBerryCharter,BakerBerryCharter,90,2,closed,closed,-8.637543,-1.543549,24.68697,1.309082,726.2213,na,yes,akers610,inperson,NaN,0.666666666666667,0.838709677419355,0.845454545454545
19,Hop4,Hop4,-90,1,open,open,-2.967682,-0.4139099,-74.53198,0.8919678,728.3802,no,no,akers610,inperson,1,1,0.843137254901961,0.845454545454545
20,Hop2,Hop2,-90,1,closed,closed,-2.824158,-2.721985,-61.49982,0.8494263,730.8853,unsure,unsure,akers610,inperson,1,1,0.843137254901961,0.845454545454545
22,NeutralPineEntrance,PineEntrance,90,2,closed,closed,-5.694061,5.462184,68.26502,1.211182,736.9315,na,yes,akers610,inperson,NaN,1,0.838709677419355,0.845454545454545
23,Umplebys,Umplebys,90,1,closed,closed,-5.854065,1.840914,62.63147,0.821167,738.9084,no,no,akers610,inperson,1,1,0.843137254901961,0.845454545454545
24,AllenSt,AllenSt,90,1,closed,closed,-6.01416,0.5010659,67.84148,0.7658691,741.15,yes,yes,akers610,inperson,0.666666666666667,0.666666666666667,0.843137254901961,0.845454545454545
25,53Commons,53Commons,90,1,open,open,-6.109833,-1.331848,65.06042,0.8912354,743.67,yes,yes,akers610,inperson,NaN,NaN,0.843137254901961,0.845454545454545
27,PineEntrance,PineEntrance_mirror,90,3,closed,closed,-7.444153,1.88654,56.40978,0.7335205,748.5588,yes,yes,akers610,inperson,1,NaN,0.857142857142857,0.845454545454545
29,RaunerFirst,RaunerFirst,90,1,open,open,-6.758789,1.898351,59.42235,1.364502,754.1829,yes,yes,akers610,inperson,1,1,0.843137254901961,0.845454545454545
30,NeutralMaynard,Maynard,90,2,closed,closed,-5.630859,2.214157,64.09321,1.448242,756.9359,na,unsure,akers610,inperson,NaN,1,0.838709677419355,0.845454545454545
31,NeutralPineBackHall,PineBackHall,-90,2,open,open,-3.944733,6.243659,-88.73822,1.587341,760.9302,na,yes,akers610,inperson,NaN,0.666666666666667,0.838709677419355,0.845454545454545
34,RaunerBackHall,RaunerBackHall,-90,1,closed,closed,-5.450592,-0.1993408,-80.81726,1.085999,769.4139,yes,yes,akers610,inperson,1,1,0.843137254901961,0.845454545454545
35,McLaughlinCluster,McLaughlinCluster_mirror,-90,3,closed,closed,-4.03183,-9.784607,-78.44202,1.012878,780.1587,unsure,unsure,akers610,inperson,0.666666666666667,NaN,0.857142857142857,0.845454545454545
36,NeutralRaunerBackHall,RaunerBackHall,90,2,open,open,-7.310822,3.66211,70.99624,1.294861,783.3467,na,yes,akers610,inperson,NaN,1,0.838709677419355,0.845454545454545
37,BakerBerryHistoric2,BakerBerryHistoric2_mirror,-90,3,closed,closed,-4.477661,-2.318298,-64.34332,0.953064,785.4833,yes,yes,akers610,inperson,1,NaN,0.857142857142857,0.845454545454545
44,NeutralRaunerFirst,RaunerFirst,-90,2,closed,closed,-2.872437,1.027223,-75.50769,1.239258,805.3522,na,yes,akers610,inperson,NaN,1,0.838709677419355,0.845454545454545
45,BakerBerry2nd,BakerBerry2nd_mirror,90,3,open,open,-9.100952,4.272886,62.72533,1.320496,807.9952,yes,yes,akers610,inperson,1,NaN,0.857142857142857,0.845454545454545
46,NeutralUmplebys,Umplebys,-90,2,open,open,-5.284485,-0.4617004,-72.9126,1.075745,810.8159,na,no,akers610,inperson,NaN,1,0.838709677419355,0.845454545454545
47,Zimmerman,Zimmerman,-90,1,closed,closed,-3.053375,0.4073247,-78.57806,1.155396,813.4294,no,no,akers610,inperson,0.666666666666667,0.666666666666667,0.843137254901961,0.845454545454545
48,RollinsChapel3,RollinsChapel3_mirror,-90,3,open,open,-3.30246,-1.862579,-71.02518,1.461853,816.0887,yes,yes,akers610,inperson,0.666666666666667,NaN,0.857142857142857,0.845454545454545
49,PineBackHall,PineBackHall,90,1,closed,closed,-10.31735,7.161203,60.80512,1.600708,818.8313,yes,yes,akers610,inperson,0.666666666666667,0.666666666666667,0.843137254901961,0.845454545454545
50,RaunerBackHall,RaunerBackHall_mirror,90,3,open,open,-6.806793,4.523043,55.8649,0.9512329,820.9243,yes,yes,akers610,inperson,1,NaN,0.857142857142857,0.845454545454545
51,PineEntrance,PineEntrance,-90,1,open,open,-5.424927,0.3211495,-78.0856,1.058105,823.152,yes,yes,akers610,inperson,1,1,0.843137254901961,0.845454545454545
53,BakerBerryCharter,BakerBerryCharter,-90,1,open,open,-4.373047,-1.940948,-69.97687,1.085876,828.2386,yes,yes,akers610,inperson,0.666666666666667,0.666666666666667,0.843137254901961,0.845454545454545
55,Hop4,Hop4,-90,1,open,open,-4.741943,-3.112701,-68.22195,1.2948,833.4905,no,no,akers610,inperson,1,1,0.843137254901961,0.845454545454545
58,AllenSt,AllenSt,90,1,closed,closed,-1.572449,-1.481171,64.432,1.489807,842.3196,yes,yes,akers610,inperson,0.666666666666667,0.666666666666667,0.843137254901961,0.845454545454545
59,NeutralHop2,Hop2,90,2,open,open,-5.698273,-0.7986755,66.29484,1.183044,844.7832,na,unsure,akers610,inperson,NaN,1,0.838709677419355,0.845454545454545
60,RaunerBackHall,RaunerBackHall,-90,1,closed,closed,-2.711273,1.906434,-57.8436,1.18335,847.1085,yes,yes,akers610,inperson,1,1,0.843137254901961,0.845454545454545
61,NeutralBakerBerry2nd,BakerBerry2nd,90,2,open,open,-4.574738,1.286604,68.34702,1.002686,849.3737,na,yes,akers610,inperson,NaN,1,0.838709677419355,0.845454545454545
62,NeutralRollinsChapel3,RollinsChapel3,-90,2,open,open,-2.834473,-3.010742,-66.04517,1.016174,851.6568,na,yes,akers610,inperson,NaN,0.666666666666667,0.838709677419355,0.845454545454545
63,McLaughlinCluster,McLaughlinCluster,90,1,open,open,-5.51062,2.719549,49.91166,1.141663,854.0657,unsure,unsure,akers610,inperson,0.666666666666667,0.666666666666667,0.843137254901961,0.845454545454545
65,McLaughlinCluster,McLaughlinCluster,90,1,open,open,-4.475769,3.084967,72.08588,0.9332886,858.7717,unsure,unsure,akers610,inperson,0.666666666666667,0.666666666666667,0.843137254901961,0.845454545454545
67,Hop2,Hop2_mirror,90,3,open,open,-4.52829,-0.4337769,60.79406,0.9138794,863.5696,unsure,unsure,akers610,inperson,1,NaN,0.857142857142857,0.845454545454545
68,RaunerFirst,RaunerFirst_mirror,-90,3,closed,closed,-2.683868,-1.60849,-55.00375,0.9862671,865.7955,yes,yes,akers610,inperson,1,NaN,0.857142857142857,0.845454545454545
69,PineEntrance,PineEntrance,-90,1,open,open,-0.6642456,-0.7151794,-69.10251,1.016663,867.9539,yes,yes,akers610,inperson,1,1,0.843137254901961,0.845454545454545
70,Maynard,Maynard,-90,1,open,open,-3.144409,-1.456146,-65.30371,0.9606934,870.2231,unsure,unsure,akers610,inperson,1,1,0.843137254901961,0.845454545454545
71,NeutralBakerBerryHistoric2,BakerBerryHistoric2,-90,2,closed,closed,-2.411804,2.097444,-50.96661,1.072205,879.8699,na,yes,akers610,inperson,NaN,1,0.838709677419355,0.845454545454545
72,Umplebys,Umplebys_mirror,-90,3,open,open,-2.37384,-0.1210022,-63.24399,0.9697266,882.3017,no,no,akers610,inperson,1,NaN,0.857142857142857,0.845454545454545
73,BakerBerryHistoric2,BakerBerryHistoric2_mirror,90,3,open,open,-6.030945,8.56295,53.29194,1.253296,884.9888,yes,yes,akers610,inperson,1,NaN,0.857142857142857,0.845454545454545
