trialIdx,primeName,targetName,targetSide,condition,correctResponse,response,roll,pitch,yaw,rt,timestamp,familiarityPrime,familiarityTarget,subject_id,session_format,explicit_acc_scenewise_prime,explicit_acc_scenewise_target,oc_acc_by_condition,oc_acc
88,Fairbanks,Fairbanks,-90,1,open,open,4.056861,3.850964,-64.3869,0.7360229,995.1631,yes,yes,wyeth514,inperson,1,1,0.808510638297872,0.826086956521739
90,RaunerBackHall,RaunerBackHall_mirror,-90,3,closed,closed,-2.495972,6.576572,-78.18759,1.096985,1002.355,no,no,wyeth514,inperson,0.333333333333333,NaN,0.826086956521739,0.826086956521739
93,Hop4,Hop4,90,1,closed,closed,-4.27356,19.22895,85.5592,1.042725,1010.34,yes,yes,wyeth514,inperson,0.333333333333333,0.333333333333333,0.808510638297872,0.826086956521739
94,Umplebys,Umplebys,-90,1,open,open,-2.353821,7.873306,-80.76544,1.180176,1014.31,unsure,unsure,wyeth514,inperson,0.666666666666667,0.666666666666667,0.808510638297872,0.826086956521739
95,MooreLot,MooreLot_mirror,-90,3,closed,closed,8.176382,5.61976,-55.35739,2.013245,1017.726,no,no,wyeth514,inperson,0,NaN,0.826086956521739,0.826086956521739
96,PineEntrance,PineEntrance,90,1,closed,closed,-9.93219,13.89633,62.53759,1.444153,1020.516,yes,yes,wyeth514,inperson,1,1,0.808510638297872,0.826086956521739
97,NeutralZimmerman,Zimmerman,-90,2,closed,closed,-1.406158,0.4076492,-99.45477,2.221619,1024.251,na,no,wyeth514,inperson,NaN,0.666666666666667,0.863636363636364,0.826086956521739
99,RaunerBackHall,RaunerBackHall,90,1,open,open,-11.30774,9.414136,84.83576,1.596924,1029.875,no,no,wyeth514,inperson,0.333333333333333,0.333333333333333,0.808510638297872,0.826086956521739
104,Neutral53Commons,53Commons,90,2,open,open,-6.634888,3.836126,83.70768,3.054565,1045.217,na,yes,wyeth514,inperson,NaN,0.666666666666667,0.863636363636364,0.826086956521739
105,McLaughlinCluster,McLaughlinCluster,-90,1,closed,closed,-0.8076172,3.067229,-66.89517,1.124634,1047.3,no,no,wyeth514,inperson,0.333333333333333,0.333333333333333,0.808510638297872,0.826086956521739
106,53Commons,53Commons,-90,1,closed,closed,-10.5723,11.61047,-82.16254,1.527466,1050.368,yes,yes,wyeth514,inperson,0.666666666666667,0.666666666666667,0.808510638297872,0.826086956521739
108,BakerBerry2nd,BakerBerry2nd_mirror,-90,3,closed,closed,0.6945808,10.75894,-83.06036,0.9581299,1063.017,yes,yes,wyeth514,inperson,1,NaN,0.826086956521739,0.826086956521739
115,McLaughlinCluster,McLaughlinCluster_mirror,90,3,open,open,-11.64407,6.437092,74.81113,1.555176,1081.109,no,no,wyeth514,inperson,0.333333333333333,NaN,0.826086956521739,0.826086956521739
117,RaunerFirst,RaunerFirst_mirror,90,3,open,open,-5.10321,3.770182,87.70692,1.888672,1088.426,no,no,wyeth514,inperson,0.666666666666667,NaN,0.826086956521739,0.826086956521739
118,NeutralAllenSt,AllenSt,90,2,closed,closed,-10.09695,6.188847,85.22116,1.749512,1091.119,na,yes,wyeth514,inperson,NaN,0.333333333333333,0.863636363636364,0.826086956521739
119,NeutralBakerBerry2nd,BakerBerry2nd,-90,2,closed,closed,-2.811646,16.93948,-85.12485,2.096802,1094.66,na,yes,wyeth514,inperson,NaN,1,0.863636363636364,0.826086956521739
121,Hop4,Hop4_mirror,-90,3,open,open,-2.312378,13.37612,-79.90756,1.221802,1100.436,yes,yes,wyeth514,inperson,0.333333333333333,NaN,0.826086956521739,0.826086956521739
123,Hop2,Hop2,90,1,open,open,-11.41449,13.2907,80.60431,1.069336,1106.351,yes,yes,wyeth514,inperson,1,1,0.808510638297872,0.826086956521739
124,Zimmerman,Zimmerman,90,1,open,open,-11.08151,9.755843,70.33261,1.166382,1109.683,no,no,wyeth514,inperson,0.666666666666667,0.666666666666667,0.808510638297872,0.826086956521739
125,RollinsChapel3,RollinsChapel3,-90,1,open,open,0.206307,7.355804,-68.03284,1.263306,1112.39,yes,yes,wyeth514,inperson,1,1,0.808510638297872,0.826086956521739
128,NeutralFairbanks,Fairbanks,90,2,closed,closed,-11.41678,5.635445,83.62515,1.527588,1121.929,na,yes,wyeth514,inperson,NaN,1,0.863636363636364,0.826086956521739
129,Umplebys,Umplebys,-90,1,open,open,-0.09240723,11.34049,-73.31787,1.041382,1124.248,unsure,unsure,wyeth514,inperson,0.666666666666667,0.666666666666667,0.808510638297872,0.826086956521739
130,NeutralMooreLot,MooreLot,-90,2,closed,closed,-3.9375,16.93171,-72.35699,1.277588,1126.858,na,no,wyeth514,inperson,NaN,0,0.863636363636364,0.826086956521739
131,NeutralBakerBerryHistoric2,BakerBerryHistoric2,90,2,open,open,-7.738037,17.26847,78.82339,1.360718,1129.441,na,no,wyeth514,inperson,NaN,0,0.863636363636364,0.826086956521739
133,53Commons,53Commons,-90,1,closed,closed,-0.7198486,6.826495,-79.95932,1.41626,1135.328,yes,yes,wyeth514,inperson,0.666666666666667,0.666666666666667,0.808510638297872,0.826086956521739
135,AllenSt,AllenSt,-90,1,open,open,5.609267,5.751934,-77.00974,1.499756,1141.979,yes,yes,wyeth514,inperson,0.333333333333333,0.333333333333333,0.808510638297872,0.826086956521739
136,NeutralPineEntrance,PineEntrance,-90,2,open,open,6.897271,7.248494,-85.26511,1.15271,1144.311,na,yes,wyeth514,inperson,NaN,1,0.863636363636364,0.826086956521739
138,Maynard,Maynard,90,1,closed,closed,-12.46432,2.606688,91.80302,1.777344,1151.128,no,no,wyeth514,inperson,1,1,0.808510638297872,0.826086956521739
139,BakerBerryCharter,BakerBerryCharter,90,1,closed,closed,-9.02356,5.768121,85.06368,1.138916,1153.697,no,no,wyeth514,inperson,0.666666666666667,0.666666666666667,0.808510638297872,0.826086956521739
140,RaunerFirst,RaunerFirst,-90,1,closed,closed,5.147391,10.9895,-53.3956,1.33313,1156.418,no,no,wyeth514,inperson,0.666666666666667,0.666666666666667,0.808510638297872,0.826086956521739
141,PineEntrance,PineEntrance_mirror,-90,3,open,open,0.9310471,9.2558,-83.06335,1.235718,1159.195,yes,yes,wyeth514,inperson,1,NaN,0.826086956521739,0.826086956521739
143,Umplebys,Umplebys_mirror,90,3,closed,closed,-11.9295,-14.66107,81.9788,1.888428,1165.291,unsure,unsure,wyeth514,inperson,0.666666666666667,NaN,0.826086956521739,0.826086956521739
1,BakerBerry2nd,BakerBerry2nd,-90,1,closed,closed,0.8803928,-0.6791077,-76.95618,1.23584,720.738,yes,yes,wyeth518,inperson,0.333333333333333,0.333333333333333,0.954545454545455,0.931297709923664
2,NeutralZimmerman,Zimmerman,90,2,open,open,-10.57962,-1.675629,71.48202,1.180359,728.1376,na,yes,wyeth518,inperson,NaN,0.666666666666667,0.9,0.931297709923664
4,Fairbanks,Fairbanks_mirror,-90,3,open,open,0.7936878,-2.230591,-81.70648,1.539063,738.3127,yes,yes,wyeth518,inperson,1,NaN,0.914285714285714,0.931297709923664
5,Umplebys,Umplebys,90,1,closed,closed,-8.124969,4.801758,77.02059,1.041687,741.7979,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
6,NeutralMooreLot,MooreLot,90,2,open,open,-7.805664,3.70152,77.29173,1.249878,745.8077,na,yes,wyeth518,inperson,NaN,1,0.9,0.931297709923664
8,Zimmerman,Zimmerman_mirror,90,3,open,open,-11.09659,0.8784271,73.72852,1.14325,754.3791,yes,yes,wyeth518,inperson,0.666666666666667,NaN,0.914285714285714,0.931297709923664
9,Maynard,Maynard_mirror,90,3,closed,closed,-10.78885,2.728137,75.08912,1.223816,758.2826,yes,yes,wyeth518,inperson,1,NaN,0.914285714285714,0.931297709923664
10,RollinsChapel3,RollinsChapel3,90,1,closed,closed,-8.388184,5.039328,76.45156,1.194092,761.8232,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
11,Zimmerman,Zimmerman,-90,1,closed,closed,1.172619,-2.740601,-78.90079,1.416504,765.4473,yes,yes,wyeth518,inperson,0.666666666666667,0.666666666666667,0.954545454545455,0.931297709923664
12,53Commons,53Commons_mirror,-90,3,closed,closed,1.888162,-3.513153,-82.27277,1.398621,768.7755,yes,yes,wyeth518,inperson,1,NaN,0.914285714285714,0.931297709923664
14,PineBackHall,PineBackHall,90,1,closed,closed,-9.637848,9.055988,72.58975,1.277588,775.5421,no,no,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
15,RaunerFirst,RaunerFirst,90,1,open,open,-8.324127,2.730394,70.77744,1.638489,780.249,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
16,Hop2,Hop2,-90,1,closed,closed,0.9033931,-0.696991,-76.28339,1.096985,783.2619,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
17,Maynard,Maynard,-90,1,open,open,3.696288,-3.567535,-79.37579,1.263794,786.3168,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
18,NeutralBakerBerryCharter,BakerBerryCharter,90,2,closed,closed,-8.518799,4.212683,70.84212,1.124817,789.2109,na,yes,wyeth518,inperson,NaN,1,0.9,0.931297709923664
19,Hop4,Hop4,-90,1,open,open,1.681602,-1.944305,-77.16943,1.096985,791.9462,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
20,Hop2,Hop2,-90,1,closed,closed,1.947225,-2.944031,-77.8208,1.194153,794.612,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
21,NeutralHop4,Hop4,90,2,closed,closed,-7.835602,5.611487,70.18251,1.444275,798.0105,na,yes,wyeth518,inperson,NaN,1,0.9,0.931297709923664
22,NeutralPineEntrance,PineEntrance,90,2,closed,closed,-9.400146,7.990495,76.20272,1.111023,800.8601,na,yes,wyeth518,inperson,NaN,0.333333333333333,0.9,0.931297709923664
23,Umplebys,Umplebys,90,1,closed,closed,-7.531311,6.762371,79.41705,1.360779,803.9146,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
24,AllenSt,AllenSt,90,1,closed,closed,-10.88129,2.344221,75.33233,1.082581,806.4832,yes,yes,wyeth518,inperson,0.666666666666667,0.666666666666667,0.954545454545455,0.931297709923664
25,53Commons,53Commons,90,1,open,open,-8.930817,1.68139,75.63672,1.138611,809.2463,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
26,BakerBerryCharter,BakerBerryCharter_mirror,90,3,closed,closed,-9.075195,3.625838,73.98491,1.353638,812.7241,yes,yes,wyeth518,inperson,1,NaN,0.914285714285714,0.931297709923664
27,PineEntrance,PineEntrance_mirror,90,3,closed,closed,-8.551208,4.641164,73.83932,1.090271,815.5223,yes,yes,wyeth518,inperson,0.333333333333333,NaN,0.914285714285714,0.931297709923664
28,NeutralAllenSt,AllenSt,-90,2,open,open,0.8173224,-2.861542,-79.71249,1.235901,819.0187,na,yes,wyeth518,inperson,NaN,0.666666666666667,0.9,0.931297709923664
29,RaunerFirst,RaunerFirst,90,1,open,open,-6.411285,4.381056,69.33585,1.388733,822.0455,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
32,MooreLot,MooreLot,-90,1,closed,closed,0.08348774,-1.525269,-75.04401,1.402527,832.0198,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
33,AllenSt,AllenSt_mirror,-90,3,open,open,1.440078,-3.482452,-80.62985,1.197144,835.1468,yes,yes,wyeth518,inperson,0.666666666666667,NaN,0.914285714285714,0.931297709923664
34,RaunerBackHall,RaunerBackHall,-90,1,closed,closed,2.664621,-1.712494,-77.67224,1.041565,837.8682,yes,yes,wyeth518,inperson,0.333333333333333,0.333333333333333,0.954545454545455,0.931297709923664
35,McLaughlinCluster,McLaughlinCluster_mirror,-90,3,closed,closed,-0.001359652,-8.980316,-87.91254,1.327454,859.8975,yes,yes,wyeth518,inperson,0.666666666666667,NaN,0.914285714285714,0.931297709923664
36,NeutralRaunerBackHall,RaunerBackHall,90,2,open,open,-4.40744,4.769491,76.033,1.48584,863.8383,na,yes,wyeth518,inperson,NaN,0.333333333333333,0.9,0.931297709923664
37,BakerBerryHistoric2,BakerBerryHistoric2_mirror,-90,3,closed,closed,0.2945331,-2.588409,-81.92218,1.141663,866.7292,yes,yes,wyeth518,inperson,0.666666666666667,NaN,0.914285714285714,0.931297709923664
38,MooreLot,MooreLot_mirror,90,3,open,open,-8.247223,3.910816,77.48723,1.468567,870.211,yes,yes,wyeth518,inperson,1,NaN,0.914285714285714,0.931297709923664
39,BakerBerryHistoric2,BakerBerryHistoric2,90,1,open,open,-7.726105,9.950289,80.08499,1.207703,872.9462,yes,yes,wyeth518,inperson,0.666666666666667,0.666666666666667,0.954545454545455,0.931297709923664
40,BakerBerryCharter,BakerBerryCharter,-90,1,open,open,-1.050995,-1.348175,-80.83102,1.221313,875.9175,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
41,RollinsChapel3,RollinsChapel3,90,1,closed,closed,-5.153259,8.234432,77.72569,1.30542,878.889,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
42,BakerBerry2nd,BakerBerry2nd,-90,1,closed,closed,0.7578474,-3.024109,-82.26361,1.277405,881.7073,yes,yes,wyeth518,inperson,0.333333333333333,0.333333333333333,0.954545454545455,0.931297709923664
43,53Commons,53Commons,90,1,open,open,-9.817566,2.824598,76.60028,1.110901,884.3594,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
44,NeutralRaunerFirst,RaunerFirst,-90,2,closed,closed,2.451689,-1.402618,-83.15527,1.277588,887.0436,na,yes,wyeth518,inperson,NaN,1,0.9,0.931297709923664
45,BakerBerry2nd,BakerBerry2nd_mirror,90,3,open,open,-9.254028,2.548613,72.35075,1.580322,890.1373,yes,yes,wyeth518,inperson,0.333333333333333,NaN,0.914285714285714,0.931297709923664
46,NeutralUmplebys,Umplebys,-90,2,open,open,-0.8891602,-2.683746,-81.24142,1.083069,893.2766,na,yes,wyeth518,inperson,NaN,1,0.9,0.931297709923664
48,RollinsChapel3,RollinsChapel3_mirror,-90,3,open,open,2.013557,-3.830475,-84.95844,1.468262,899.8406,yes,yes,wyeth518,inperson,1,NaN,0.914285714285714,0.931297709923664
49,PineBackHall,PineBackHall,90,1,closed,closed,-8.817963,6.461441,73.63831,1.110901,902.4232,no,no,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
50,RaunerBackHall,RaunerBackHall_mirror,90,3,open,open,-9.105103,2.417747,73.08794,1.5578,905.7997,yes,yes,wyeth518,inperson,0.333333333333333,NaN,0.914285714285714,0.931297709923664
51,PineEntrance,PineEntrance,-90,1,open,open,0.7946359,-1.210266,-85.65125,1.138611,908.535,yes,yes,wyeth518,inperson,0.333333333333333,0.333333333333333,0.954545454545455,0.931297709923664
52,NeutralMcLaughlinCluster,McLaughlinCluster,-90,2,closed,closed,2.232484,-5.590363,-80.9422,1.333252,911.4669,na,yes,wyeth518,inperson,NaN,0.666666666666667,0.9,0.931297709923664
53,BakerBerryCharter,BakerBerryCharter,-90,1,open,open,3.117387,-1.474548,-81.19388,1.166443,914.1605,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
54,Neutral53Commons,53Commons,-90,2,closed,closed,1.66325,-2.348145,-79.86679,1.916321,917.551,na,yes,wyeth518,inperson,NaN,1,0.9,0.931297709923664
55,Hop4,Hop4,-90,1,open,open,2.484614,-2.470215,-79.62708,1.832703,921.4246,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
57,Hop4,Hop4_mirror,90,3,closed,closed,-8.559875,5.773777,72.14457,1.188171,926.8093,yes,yes,wyeth518,inperson,1,NaN,0.914285714285714,0.931297709923664
58,AllenSt,AllenSt,90,1,closed,closed,-8.459961,3.80062,74.58387,1.055237,929.364,yes,yes,wyeth518,inperson,0.666666666666667,0.666666666666667,0.954545454545455,0.931297709923664
59,NeutralHop2,Hop2,90,2,open,open,-8.563507,-0.1577454,70.68752,1.596863,932.8767,na,yes,wyeth518,inperson,NaN,1,0.9,0.931297709923664
60,RaunerBackHall,RaunerBackHall,-90,1,closed,closed,1.227193,-0.1156006,-76.50034,1.041504,935.9314,yes,yes,wyeth518,inperson,0.333333333333333,0.333333333333333,0.954545454545455,0.931297709923664
61,NeutralBakerBerry2nd,BakerBerry2nd,90,2,open,open,-7.568695,1.436885,70.52837,1.152649,938.7192,na,yes,wyeth518,inperson,NaN,0.333333333333333,0.9,0.931297709923664
62,NeutralRollinsChapel3,RollinsChapel3,-90,2,open,open,-1.58493,-4.122406,-73.14944,1.208252,941.3909,na,yes,wyeth518,inperson,NaN,1,0.9,0.931297709923664
65,McLaughlinCluster,McLaughlinCluster,90,1,open,open,-6.838135,5.367566,77.9196,1.124573,950.9573,yes,yes,wyeth518,inperson,0.666666666666667,0.666666666666667,0.954545454545455,0.931297709923664
66,MooreLot,MooreLot,-90,1,closed,closed,-0.9806519,-1.803009,-73.51566,1.097046,953.6093,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
67,Hop2,Hop2_mirror,90,3,open,open,-8.416565,3.105104,71.19812,1.470154,956.7037,yes,yes,wyeth518,inperson,1,NaN,0.914285714285714,0.931297709923664
69,PineEntrance,PineEntrance,-90,1,open,open,0.279861,-2.160156,-82.64536,1.416321,962.6918,yes,yes,wyeth518,inperson,0.333333333333333,0.333333333333333,0.954545454545455,0.931297709923664
70,Maynard,Maynard,-90,1,open,open,2.190195,-2.189362,-82.06396,1.416382,965.705,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
71,NeutralBakerBerryHistoric2,BakerBerryHistoric2,-90,2,closed,closed,1.388312,-1.618134,-77.15082,1.236145,981.2458,na,yes,wyeth518,inperson,NaN,0.666666666666667,0.9,0.931297709923664
72,Umplebys,Umplebys_mirror,-90,3,open,open,2.771809,-2.739197,-78.98145,1.298279,984.4182,yes,yes,wyeth518,inperson,1,NaN,0.914285714285714,0.931297709923664
73,BakerBerryHistoric2,BakerBerryHistoric2_mirror,90,3,open,open,-8.748657,7.414957,68.46907,1.208008,987.6811,yes,yes,wyeth518,inperson,0.666666666666667,NaN,0.914285714285714,0.931297709923664
74,RollinsChapel3,RollinsChapel3,-90,1,open,open,-1.099823,-3.633057,-71.95142,1.11084,990.3886,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
75,AllenSt,AllenSt,-90,1,open,open,1.677692,-5.057983,-77.33087,1.345947,993.3876,yes,yes,wyeth518,inperson,0.666666666666667,0.666666666666667,0.954545454545455,0.931297709923664
77,BakerBerryCharter,BakerBerryCharter_mirror,-90,3,open,open,1.192087,-1.875488,-78.94135,1.221802,999.6357,yes,yes,wyeth518,inperson,1,NaN,0.914285714285714,0.931297709923664
78,Zimmerman,Zimmerman,90,1,open,open,-7.08255,2.174055,71.14349,1.791138,1002.968,yes,yes,wyeth518,inperson,0.666666666666667,0.666666666666667,0.954545454545455,0.931297709923664
79,BakerBerry2nd,BakerBerry2nd,90,1,open,open,-7.716217,1.039586,70.95676,1.111084,1005.648,yes,yes,wyeth518,inperson,0.333333333333333,0.333333333333333,0.954545454545455,0.931297709923664
80,NeutralPineBackHall,PineBackHall,90,2,closed,closed,-9.304871,5.594336,70.24866,1.346863,1008.661,na,no,wyeth518,inperson,NaN,1,0.9,0.931297709923664
81,NeutralRaunerBackHall,RaunerBackHall,-90,2,closed,closed,3.0029,-2.236908,-75.02008,1.096985,1011.215,na,yes,wyeth518,inperson,NaN,0.333333333333333,0.9,0.931297709923664
82,RollinsChapel3,RollinsChapel3_mirror,90,3,closed,closed,-11.34372,3.921515,70.52427,1.374756,1014.173,yes,yes,wyeth518,inperson,1,NaN,0.914285714285714,0.931297709923664
83,NeutralBakerBerryCharter,BakerBerryCharter,-90,2,open,open,1.981202,-1.208649,-75.21542,1.291626,1016.992,na,yes,wyeth518,inperson,NaN,1,0.9,0.931297709923664
84,McLaughlinCluster,McLaughlinCluster,-90,1,closed,closed,1.394711,-7.44223,-59.60278,1.763428,1020.338,yes,yes,wyeth518,inperson,0.666666666666667,0.666666666666667,0.954545454545455,0.931297709923664
85,Maynard,Maynard_mirror,-90,3,open,open,1.206135,-3.675049,-72.35922,1.443848,1023.753,yes,yes,wyeth518,inperson,1,NaN,0.914285714285714,0.931297709923664
86,Fairbanks,Fairbanks_mirror,90,3,closed,closed,-5.577362,3.324143,71.53163,1.305298,1026.6,yes,yes,wyeth518,inperson,1,NaN,0.914285714285714,0.931297709923664
87,NeutralMcLaughlinCluster,McLaughlinCluster,90,2,open,open,-6.79538,4.023419,73.54279,1.374634,1029.404,na,yes,wyeth518,inperson,NaN,0.666666666666667,0.9,0.931297709923664
88,Fairbanks,Fairbanks,-90,1,open,open,1.429395,-6.049194,-75.297,1.291382,1032.306,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
89,BakerBerry2nd,BakerBerry2nd,90,1,open,open,-8.392578,2.053195,67.82886,1.194092,1035.097,yes,yes,wyeth518,inperson,0.333333333333333,0.333333333333333,0.954545454545455,0.931297709923664
90,RaunerBackHall,RaunerBackHall_mirror,-90,3,closed,closed,1.641433,-2.452698,-75.16266,0.9997559,1037.443,yes,yes,wyeth518,inperson,0.333333333333333,NaN,0.914285714285714,0.931297709923664
92,RaunerBackHall,RaunerBackHall,90,1,open,open,-10.2677,0.5591811,68.85751,1.069092,1042.539,yes,yes,wyeth518,inperson,0.333333333333333,0.333333333333333,0.954545454545455,0.931297709923664
93,Hop4,Hop4,90,1,closed,closed,-10.3566,2.701243,69.12502,1.083008,1045.024,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
94,Umplebys,Umplebys,-90,1,open,open,-1.124908,-4.113617,-73.34189,0.9859619,1047.427,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
95,MooreLot,MooreLot_mirror,-90,3,closed,closed,2.413422,-4.99939,-75.54837,1.152466,1050.162,yes,yes,wyeth518,inperson,1,NaN,0.914285714285714,0.931297709923664
96,PineEntrance,PineEntrance,90,1,closed,closed,-6.831238,5.162221,73.13257,0.8887939,1052.508,yes,yes,wyeth518,inperson,0.333333333333333,0.333333333333333,0.954545454545455,0.931297709923664
98,53Commons,53Commons_mirror,90,3,open,open,-9.325684,0.7203888,73.536,0.9997559,1057.784,yes,yes,wyeth518,inperson,1,NaN,0.914285714285714,0.931297709923664
99,RaunerBackHall,RaunerBackHall,90,1,open,open,-9.100037,1.22236,73.15405,1.069214,1060.381,yes,yes,wyeth518,inperson,0.333333333333333,0.333333333333333,0.954545454545455,0.931297709923664
100,BakerBerryHistoric2,BakerBerryHistoric2,-90,1,closed,closed,1.319014,-4.227081,-73.41476,1.124512,1062.824,yes,yes,wyeth518,inperson,0.666666666666667,0.666666666666667,0.954545454545455,0.931297709923664
101,PineBackHall,PineBackHall,-90,1,open,open,-0.5333557,-9.245667,-26.75467,1.680176,1066.101,no,no,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
102,PineEntrance,PineEntrance,90,1,closed,closed,-9.448578,3.82286,67.77011,0.9858398,1068.531,yes,yes,wyeth518,inperson,0.333333333333333,0.333333333333333,0.954545454545455,0.931297709923664
103,MooreLot,MooreLot,90,1,open,open,-8.227783,0.9352686,69.43987,1.930054,1071.905,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
104,Neutral53Commons,53Commons,90,2,open,open,-7.419006,2.762913,76.44376,1.08313,1074.265,na,yes,wyeth518,inperson,NaN,1,0.9,0.931297709923664
105,McLaughlinCluster,McLaughlinCluster,-90,1,closed,closed,0.2738862,-8.032288,-64.25412,1.346924,1076.945,yes,yes,wyeth518,inperson,0.666666666666667,0.666666666666667,0.954545454545455,0.931297709923664
106,53Commons,53Commons,-90,1,closed,closed,1.792901,-7.481323,-70.97427,1.832886,1080.097,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
108,BakerBerry2nd,BakerBerry2nd_mirror,-90,3,closed,closed,0.4745095,-5.027557,-79.9624,1.124634,1104.672,yes,yes,wyeth518,inperson,0.333333333333333,NaN,0.914285714285714,0.931297709923664
110,NeutralHop4,Hop4,-90,2,open,open,0.7368255,-3.794647,-82.58771,1.013916,1110.421,na,yes,wyeth518,inperson,NaN,1,0.9,0.931297709923664
111,NeutralMaynard,Maynard,-90,2,open,open,2.206043,-3.52359,-80.96411,1.20813,1113.17,na,yes,wyeth518,inperson,NaN,1,0.9,0.931297709923664
113,AllenSt,AllenSt_mirror,90,3,closed,closed,-8.442749,0.8980509,72.32219,1.721802,1119.362,yes,yes,wyeth518,inperson,0.666666666666667,NaN,0.914285714285714,0.931297709923664
114,RaunerFirst,RaunerFirst,-90,1,closed,closed,-0.206604,-2.281555,-80.76892,1.26355,1122.084,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
115,McLaughlinCluster,McLaughlinCluster_mirror,90,3,open,open,-8.310059,3.677701,69.725,1.069214,1124.555,yes,yes,wyeth518,inperson,0.666666666666667,NaN,0.914285714285714,0.931297709923664
116,MooreLot,MooreLot,90,1,open,open,-9.256226,1.991683,71.33916,1.346924,1127.207,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
117,RaunerFirst,RaunerFirst_mirror,90,3,open,open,-8.840454,4.591689,75.20293,1.374878,1129.915,yes,yes,wyeth518,inperson,1,NaN,0.914285714285714,0.931297709923664
118,NeutralAllenSt,AllenSt,90,2,closed,closed,-10.32495,1.620605,69.78031,1.555054,1132.955,na,yes,wyeth518,inperson,NaN,0.666666666666667,0.9,0.931297709923664
120,BakerBerryCharter,BakerBerryCharter,90,1,closed,closed,-7.669556,3.236936,71.01088,1.56897,1139.703,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
121,Hop4,Hop4_mirror,-90,3,open,open,-0.5146179,-3.602692,-77.47992,1.38855,1142.536,yes,yes,wyeth518,inperson,1,NaN,0.914285714285714,0.931297709923664
122,NeutralRaunerFirst,RaunerFirst,90,2,open,open,-8.994629,2.943837,69.92491,1.23584,1145.146,na,yes,wyeth518,inperson,NaN,1,0.9,0.931297709923664
123,Hop2,Hop2,90,1,open,open,-7.530151,0.3573926,68.0356,1.069214,1147.756,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
124,Zimmerman,Zimmerman,90,1,open,open,-9.123596,-0.7980957,70.51839,1.041504,1150.464,yes,yes,wyeth518,inperson,0.666666666666667,0.666666666666667,0.954545454545455,0.931297709923664
125,RollinsChapel3,RollinsChapel3,-90,1,open,open,-2.129974,-3.746796,-65.10324,0.9997559,1152.866,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
126,PineBackHall,PineBackHall_mirror,90,3,closed,closed,-8.492401,1.097614,64.88965,0.9163818,1155.254,no,no,wyeth518,inperson,1,NaN,0.914285714285714,0.931297709923664
127,Hop4,Hop4,90,1,closed,closed,-9.069,-0.8809814,61.85815,0.8887939,1157.725,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
128,NeutralFairbanks,Fairbanks,90,2,closed,closed,-10.62515,1.386279,70.81174,1.277344,1160.488,na,yes,wyeth518,inperson,NaN,1,0.9,0.931297709923664
131,NeutralBakerBerryHistoric2,BakerBerryHistoric2,90,2,open,open,-7.396423,5.978435,69.92032,1.08313,1168.278,na,yes,wyeth518,inperson,NaN,0.666666666666667,0.9,0.931297709923664
132,Fairbanks,Fairbanks,-90,1,open,open,0.8845111,-7.740295,-70.11975,1.430176,1171.985,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
133,53Commons,53Commons,-90,1,closed,closed,1.390588,-6.85376,-71.98315,1.11084,1174.484,yes,yes,wyeth518,inperson,1,1,0.954545454545455,0.931297709923664
