trialIdx,primeName,targetName,targetSide,condition,correctResponse,response,roll,pitch,yaw,rt,timestamp,familiarityPrime,familiarityTarget,subject_id,session_format,explicit_acc_scenewise_prime,explicit_acc_scenewise_target,oc_acc_by_condition,oc_acc
1,BakerBerry2nd,BakerBerry2nd,-90,1,closed,closed,-4.646973,15.60761,-74.6763,1.36084,780.1118,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
2,NeutralZimmerman,Zimmerman,90,2,open,open,1.070038,7.259223,89.50825,1.083191,797.2462,na,yes,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
3,BakerBerryHistoric2,BakerBerryHistoric2,90,1,open,open,4.535933,17.28517,77.983,1.638367,803.1472,no,no,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
5,Umplebys,Umplebys,90,1,closed,closed,4.095128,11.93833,66.30195,1.166382,811.7535,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
8,Zimmerman,Zimmerman_mirror,90,3,open,open,1.922462,4.521175,82.4789,1.295959,824.9041,yes,yes,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
9,Maynard,Maynard_mirror,90,3,closed,closed,0.279519,9.631217,37.52617,1.610901,828.7363,no,no,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
10,RollinsChapel3,RollinsChapel3,90,1,closed,closed,3.982224,10.21088,77.38818,1.38855,833.4156,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
13,NeutralFairbanks,Fairbanks,-90,2,open,open,1.089849,1.692785,-95.49432,1.249878,847.4838,na,yes,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
14,PineBackHall,PineBackHall,90,1,closed,closed,5.158465,12.37463,58.37263,1.110779,850.6771,yes,yes,wyeth503,inperson,0.666666666666667,0.666666666666667,0.942307692307692,0.912621359223301
16,Hop2,Hop2,-90,1,closed,closed,-1.841919,11.66213,-72.83832,1.013855,859.0637,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
17,Maynard,Maynard,-90,1,open,open,0.9749323,3.269014,-89.85269,1.069519,862.3959,no,no,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
19,Hop4,Hop4,-90,1,open,open,0.003660862,4.811511,-81.37134,1.083069,869.0389,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
20,Hop2,Hop2,-90,1,closed,closed,0.3662349,6.151287,-80.41522,1.013672,871.8991,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
23,Umplebys,Umplebys,90,1,closed,closed,3.473105,10.44663,76.98967,1.069153,885.2961,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
24,AllenSt,AllenSt,90,1,closed,closed,2.860296,9.609236,75.78732,0.9581299,888.6008,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
25,53Commons,53Commons,90,1,open,open,3.639928,9.228068,77.19791,1.027588,891.5027,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
26,BakerBerryCharter,BakerBerryCharter_mirror,90,3,closed,closed,3.523432,10.33861,78.6598,1.002625,894.8101,no,no,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
27,PineEntrance,PineEntrance_mirror,90,3,closed,closed,3.782442,11.45379,66.17873,0.9507446,898.0519,yes,yes,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
28,NeutralAllenSt,AllenSt,-90,2,open,open,3.27414,4.736323,-82.74866,1.11084,901.3954,na,yes,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
29,RaunerFirst,RaunerFirst,90,1,open,open,2.133638,7.930489,72.46413,1.249634,904.5057,unsure,unsure,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
30,NeutralMaynard,Maynard,90,2,closed,closed,1.464514,6.972158,81.18018,1.180481,907.5109,na,no,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
34,RaunerBackHall,RaunerBackHall,-90,1,closed,closed,1.69757,4.175082,-78.72629,1.027649,919.8421,no,no,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
35,McLaughlinCluster,McLaughlinCluster_mirror,-90,3,closed,closed,-0.01602173,4.602975,-77.02722,1.245178,962.7963,no,no,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
36,NeutralRaunerBackHall,RaunerBackHall,90,2,open,open,2.085859,5.841951,76.67127,1.249756,966.4578,na,no,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
38,MooreLot,MooreLot_mirror,90,3,open,open,0.6301748,6.177025,74.4994,1.412231,973.902,no,no,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
39,BakerBerryHistoric2,BakerBerryHistoric2,90,1,open,open,-1.303986,7.090325,52.50791,1.30542,977.0816,no,no,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
40,BakerBerryCharter,BakerBerryCharter,-90,1,open,open,1.204956,4.780573,-75.22003,1.541382,980.5666,no,no,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
42,BakerBerry2nd,BakerBerry2nd,-90,1,closed,closed,0.8254485,4.507113,-80.67627,0.9303589,986.9813,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
43,53Commons,53Commons,90,1,open,open,-0.9950562,8.707004,73.55099,0.9304199,989.7026,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
44,NeutralRaunerFirst,RaunerFirst,-90,2,closed,closed,0.2070522,8.118879,-51.56027,1.083313,992.6931,na,unsure,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
45,BakerBerry2nd,BakerBerry2nd_mirror,90,3,open,open,-3.423615,9.454564,77.78338,1.011963,995.8432,yes,yes,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
46,NeutralUmplebys,Umplebys,-90,2,open,open,2.837018,4.369218,-74.55893,1.041321,998.8154,na,yes,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
48,RollinsChapel3,RollinsChapel3_mirror,-90,3,open,open,3.929897,1.554916,-87.48062,1.465393,1005.141,yes,yes,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
51,PineEntrance,PineEntrance,-90,1,open,open,3.058401,2.455099,-86.10416,1.277466,1014.905,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
52,NeutralMcLaughlinCluster,McLaughlinCluster,-90,2,closed,closed,-0.04174805,6.284475,-74.71777,1.499817,1018.055,na,no,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
53,BakerBerryCharter,BakerBerryCharter,-90,1,open,open,1.624789,3.396607,-75.0838,1.458008,1021.193,no,no,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
55,Hop4,Hop4,-90,1,open,open,2.971115,1.88886,-75.62283,0.8748779,1027.207,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
59,NeutralHop2,Hop2,90,2,open,open,-1.146606,8.654394,71.48763,1.138428,1040.938,na,yes,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
60,RaunerBackHall,RaunerBackHall,-90,1,closed,closed,-0.7871094,5.453379,-26.56171,1.221924,1044.451,no,no,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
61,NeutralBakerBerry2nd,BakerBerry2nd,90,2,open,open,-0.07400513,8.826229,75.25434,1.055542,1047.587,na,yes,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
62,NeutralRollinsChapel3,RollinsChapel3,-90,2,open,open,0.6076085,4.037479,-70.6369,1.013794,1051.367,na,yes,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
63,McLaughlinCluster,McLaughlinCluster,90,1,open,open,-0.6917725,8.884212,88.42295,1.319214,1055.574,no,no,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
64,Fairbanks,Fairbanks,90,1,closed,closed,0.7379879,8.420014,83.59227,1.235962,1059.615,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
65,McLaughlinCluster,McLaughlinCluster,90,1,open,open,0.8803012,8.432977,45.72083,1.694092,1064.724,no,no,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
67,Hop2,Hop2_mirror,90,3,open,open,0.4575255,6.389693,73.29221,1.163818,1071.872,yes,yes,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
69,PineEntrance,PineEntrance,-90,1,open,open,4.653303,3.349622,-75.53137,1.54126,1079.223,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
70,Maynard,Maynard,-90,1,open,open,3.203176,2.480656,-70.29422,1.096924,1082.375,no,no,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
71,NeutralBakerBerryHistoric2,BakerBerryHistoric2,-90,2,closed,closed,-0.02316284,11.62852,-55.79221,1.235718,1111.073,na,no,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
72,Umplebys,Umplebys_mirror,-90,3,open,open,-1.141663,3.653711,-70.73004,1.239746,1115.298,yes,yes,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
74,RollinsChapel3,RollinsChapel3,-90,1,open,open,1.234181,2.255304,-61.03604,0.8609619,1122.448,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
75,AllenSt,AllenSt,-90,1,open,open,0.6242061,1.950643,-73.74158,1.013794,1125.961,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
77,BakerBerryCharter,BakerBerryCharter_mirror,-90,3,open,open,-0.5046692,4.868474,-66.55615,0.9997559,1133.875,no,no,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
80,NeutralPineBackHall,PineBackHall,90,2,closed,closed,-2.46582,2.49246,80.55541,0.9719238,1144.566,na,yes,wyeth503,inperson,NaN,0.666666666666667,0.857142857142857,0.912621359223301
81,NeutralRaunerBackHall,RaunerBackHall,-90,2,closed,closed,2.016343,-0.644989,-57.1015,0.9165039,1147.649,na,no,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
82,RollinsChapel3,RollinsChapel3_mirror,90,3,closed,closed,-2.198364,2.064481,68.66437,1.402832,1151.315,yes,yes,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
83,NeutralBakerBerryCharter,BakerBerryCharter,-90,2,open,open,4.33183,2.86298,-70.45023,1.249634,1155.008,na,no,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
84,McLaughlinCluster,McLaughlinCluster,-90,1,closed,closed,1.932958,-0.2077637,-59.27625,1.18042,1158.021,no,no,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
85,Maynard,Maynard_mirror,-90,3,open,open,2.474537,-0.6109009,-67.42313,0.9858398,1161.145,no,no,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
88,Fairbanks,Fairbanks,-90,1,open,open,3.556689,-1.156555,-69.42554,0.9997559,1171.461,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
90,RaunerBackHall,RaunerBackHall_mirror,-90,3,closed,closed,0.2846462,5.527673,-53.67957,0.8608398,1178.75,no,no,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
91,Maynard,Maynard,90,1,closed,closed,-1.002777,5.260005,72.71832,1.05542,1182.124,no,no,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
93,Hop4,Hop4,90,1,closed,closed,-0.1690979,6.402333,72.74245,1,1188.289,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
96,PineEntrance,PineEntrance,90,1,closed,closed,-1.155365,6.532342,63.25756,0.819458,1197.758,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
97,NeutralZimmerman,Zimmerman,-90,2,closed,closed,4.165227,2.589872,-69.30429,1.360596,1201.451,na,yes,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
98,53Commons,53Commons_mirror,90,3,open,open,-2.20575,5.999831,67.3066,1.138794,1204.353,yes,yes,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
100,BakerBerryHistoric2,BakerBerryHistoric2,-90,1,closed,closed,3.245204,3.93019,-58.12564,1.152588,1210.74,no,no,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
104,Neutral53Commons,53Commons,90,2,open,open,-3.264221,6.286478,73.58805,1.055054,1222.736,na,yes,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
105,McLaughlinCluster,McLaughlinCluster,-90,1,closed,closed,4.446315,1.515826,-63.50888,1.194214,1225.819,no,no,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
106,53Commons,53Commons,-90,1,closed,closed,5.867173,2.993726,-76.15143,1.44397,1228.971,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
107,Hop2,Hop2_mirror,-90,3,closed,closed,-1.590027,6.191462,-61.3667,0.8609619,1253.13,yes,yes,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
108,BakerBerry2nd,BakerBerry2nd_mirror,-90,3,closed,closed,-1.166321,8.055772,-53.81473,1.055664,1256.393,yes,yes,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
109,NeutralHop2,Hop2,-90,2,closed,closed,-0.9470825,5.474309,-64.26187,0.90271,1259.142,na,yes,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
110,NeutralHop4,Hop4,-90,2,open,open,-0.2487488,3.985663,-59.83655,1.180542,1262.696,na,yes,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
111,NeutralMaynard,Maynard,-90,2,open,open,0.7627102,3.118844,-72.28732,0.9442139,1265.265,na,no,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
114,RaunerFirst,RaunerFirst,-90,1,closed,closed,-0.629425,2.039836,-66.65427,0.9443359,1274.665,unsure,unsure,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
115,McLaughlinCluster,McLaughlinCluster_mirror,90,3,open,open,-0.9013672,8.098697,68.23667,1.138672,1277.747,no,no,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
117,RaunerFirst,RaunerFirst_mirror,90,3,open,open,-3.276764,8.062436,73.81725,1.194214,1284.093,unsure,unsure,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
118,NeutralAllenSt,AllenSt,90,2,closed,closed,0.2438498,8.148146,72.86098,0.9997559,1287.175,na,yes,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
120,BakerBerryCharter,BakerBerryCharter,90,1,closed,closed,-3.350891,11.00268,72.19019,0.958252,1292.798,no,no,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
121,Hop4,Hop4_mirror,-90,3,open,open,2.462967,2.834302,-78.87952,1.291504,1295.908,yes,yes,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
122,NeutralRaunerFirst,RaunerFirst,90,2,open,open,-1.410583,7.331739,68.58421,1.166382,1298.782,na,unsure,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
124,Zimmerman,Zimmerman,90,1,open,open,-0.3015442,6.857533,69.59082,1.083008,1304.933,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
125,RollinsChapel3,RollinsChapel3,-90,1,open,open,0.7661615,3.006391,-60.73737,0.8748779,1307.668,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
129,Umplebys,Umplebys,-90,1,open,open,2.579063,4.469765,-62.74411,0.8470459,1319.012,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
130,NeutralMooreLot,MooreLot,-90,2,closed,closed,-0.9606934,4.128076,-52.33774,1.08313,1321.734,na,no,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
133,53Commons,53Commons,-90,1,closed,closed,1.465092,2.882538,-76.03973,1.110962,1329.495,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
134,Hop2,Hop2,90,1,open,open,-4.039856,6.938315,69.07372,0.944458,1332.092,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
135,AllenSt,AllenSt,-90,1,open,open,-0.01358032,2.909797,-71.64355,1.44397,1335.146,yes,yes,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
136,NeutralPineEntrance,PineEntrance,-90,2,open,open,3.821207,3.398076,-78.53656,1.097046,1337.742,na,yes,wyeth503,inperson,NaN,1,0.857142857142857,0.912621359223301
138,Maynard,Maynard,90,1,closed,closed,-0.4756775,8.554942,57.8016,0.9443359,1343.741,no,no,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
139,BakerBerryCharter,BakerBerryCharter,90,1,closed,closed,-0.6656189,9.580847,66.69201,0.8748779,1346.351,no,no,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
140,RaunerFirst,RaunerFirst,-90,1,closed,closed,0.9351429,5.402525,-51.70605,0.805542,1348.989,unsure,unsure,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
141,PineEntrance,PineEntrance_mirror,-90,3,open,open,0.04977131,2.836468,-77.15372,1.458008,1352.293,yes,yes,wyeth503,inperson,1,NaN,0.91304347826087,0.912621359223301
142,BakerBerryHistoric2,BakerBerryHistoric2,-90,1,closed,closed,-0.4720764,3.987174,-73.83121,1.096924,1354.862,no,no,wyeth503,inperson,1,1,0.942307692307692,0.912621359223301
1,BakerBerry2nd,BakerBerry2nd,-90,1,closed,closed,9.522717,3.864906,-75.12646,1.991089,608.7067,yes,yes,wyeth504,inperson,1,1,0.91044776119403,0.886363636363636
2,NeutralZimmerman,Zimmerman,90,2,open,open,-5.857788,2.422319,84.23598,1.37854,614.7416,na,yes,wyeth504,inperson,NaN,1,0.828571428571429,0.886363636363636
3,BakerBerryHistoric2,BakerBerryHistoric2,90,1,open,open,-5.901276,2.586544,83.73031,1.712769,619.6702,unsure,unsure,wyeth504,inperson,NaN,NaN,0.91044776119403,0.886363636363636
4,Fairbanks,Fairbanks_mirror,-90,3,open,open,11.36316,-0.7182922,-74.9104,1.381531,623.0841,yes,yes,wyeth504,inperson,1,NaN,0.9,0.886363636363636
5,Umplebys,Umplebys,90,1,closed,closed,-5.093689,3.161938,88.82016,1.42041,626.2308,yes,yes,wyeth504,inperson,NaN,NaN,0.91044776119403,0.886363636363636
6,NeutralMooreLot,MooreLot,90,2,open,open,-4.767517,2.915295,84.22592,1.462097,631.487,na,yes,wyeth504,inperson,NaN,1,0.828571428571429,0.886363636363636
8,Zimmerman,Zimmerman_mirror,90,3,open,open,-6.409882,3.237727,87.20132,1.378235,638.6429,yes,yes,wyeth504,inperson,1,NaN,0.9,0.886363636363636
9,Maynard,Maynard_mirror,90,3,closed,closed,-6.461456,2.125054,85.25708,1.331665,641.673,yes,yes,wyeth504,inperson,NaN,NaN,0.9,0.886363636363636
10,RollinsChapel3,RollinsChapel3,90,1,closed,closed,-4.168762,4.103559,81.86217,1.629211,645.2651,yes,yes,wyeth504,inperson,1,1,0.91044776119403,0.886363636363636
13,NeutralFairbanks,Fairbanks,-90,2,open,open,10.92283,2.694782,-79.67352,1.838074,655.2742,na,yes,wyeth504,inperson,NaN,1,0.828571428571429,0.886363636363636
14,PineBackHall,PineBackHall,90,1,closed,closed,-5.037445,4.350132,82.48736,1.016418,657.627,yes,yes,wyeth504,inperson,1,1,0.91044776119403,0.886363636363636
15,RaunerFirst,RaunerFirst,90,1,open,open,-5.571686,5.47717,83.53835,1.294983,660.6482,yes,yes,wyeth504,inperson,1,1,0.91044776119403,0.886363636363636
16,Hop2,Hop2,-90,1,closed,closed,10.08489,3.422688,-81.93341,1.517578,663.53,yes,yes,wyeth504,inperson,1,1,0.91044776119403,0.886363636363636
17,Maynard,Maynard,-90,1,open,open,10.4211,3.088807,-79.51016,1.099915,666.3145,yes,yes,wyeth504,inperson,NaN,NaN,0.91044776119403,0.886363636363636
18,NeutralBakerBerryCharter,BakerBerryCharter,90,2,closed,closed,-3.15506,4.827854,84.71314,1.294861,669.0012,na,yes,wyeth504,inperson,NaN,NaN,0.828571428571429,0.886363636363636
19,Hop4,Hop4,-90,1,open,open,9.787122,2.921339,-78.84793,0.9190063,671.4374,yes,yes,wyeth504,inperson,NaN,NaN,0.91044776119403,0.886363636363636
21,NeutralHop4,Hop4,90,2,closed,closed,-4.114929,3.570266,81.0001,1.5177,677.1932,na,yes,wyeth504,inperson,NaN,NaN,0.828571428571429,0.886363636363636
22,NeutralPineEntrance,PineEntrance,90,2,closed,closed,-5.187286,3.469503,83.37813,1.15564,679.837,na,yes,wyeth504,inperson,NaN,1,0.828571428571429,0.886363636363636
23,Umplebys,Umplebys,90,1,closed,closed,-6.736511,0.7805229,77.62686,0.8911133,682.0229,yes,yes,wyeth504,inperson,NaN,NaN,0.91044776119403,0.886363636363636
25,53Commons,53Commons,90,1,open,open,-5.141083,2.428439,77.77857,1.322815,688.2323,yes,yes,wyeth504,inperson,NaN,NaN,0.91044776119403,0.886363636363636
26,BakerBerryCharter,BakerBerryCharter_mirror,90,3,closed,closed,-4.764923,3.082186,77.57606,1.05481,690.9994,yes,yes,wyeth504,inperson,NaN,NaN,0.9,0.886363636363636
27,PineEntrance,PineEntrance_mirror,90,3,closed,closed,-7.872467,1.205852,72.92463,0.5961914,693.28,yes,yes,wyeth504,inperson,1,NaN,0.9,0.886363636363636
28,NeutralAllenSt,AllenSt,-90,2,open,open,9.874138,0.5946167,-70.48898,1.392395,696.1787,na,yes,wyeth504,inperson,NaN,NaN,0.828571428571429,0.886363636363636
29,RaunerFirst,RaunerFirst,90,1,open,open,-4.113739,3.440311,73.01818,0.8493652,698.4481,yes,yes,wyeth504,inperson,1,1,0.91044776119403,0.886363636363636
32,MooreLot,MooreLot,-90,1,closed,closed,9.891002,2.219935,-75.9505,1.113953,707.7648,yes,yes,wyeth504,inperson,1,1,0.91044776119403,0.886363636363636
34,RaunerBackHall,RaunerBackHall,-90,1,closed,closed,10.40251,0.7647038,-71.8259,0.9605713,712.6042,yes,yes,wyeth504,inperson,1,1,0.91044776119403,0.886363636363636
35,McLaughlinCluster,McLaughlinCluster_mirror,-90,3,closed,closed,10.21948,-2.455536,-81.40613,1.923706,746.0342,yes,yes,wyeth504,inperson,NaN,NaN,0.9,0.886363636363636
36,NeutralRaunerBackHall,RaunerBackHall,90,2,open,open,-4.300934,2.900861,84.03019,1.155945,748.8915,na,yes,wyeth504,inperson,NaN,1,0.828571428571429,0.886363636363636
37,BakerBerryHistoric2,BakerBerryHistoric2_mirror,-90,3,closed,closed,10.61109,1.943941,-80.18359,1.345093,752.0187,unsure,unsure,wyeth504,inperson,NaN,NaN,0.9,0.886363636363636
38,MooreLot,MooreLot_mirror,90,3,open,open,-5.519623,0.2859703,77.16196,1.726074,755.6102,yes,yes,wyeth504,inperson,1,NaN,0.9,0.886363636363636
39,BakerBerryHistoric2,BakerBerryHistoric2,90,1,open,open,-7.643402,2.344575,77.20586,1.169739,758.3668,unsure,unsure,wyeth504,inperson,NaN,NaN,0.91044776119403,0.886363636363636
40,BakerBerryCharter,BakerBerryCharter,-90,1,open,open,10.08287,0.1981331,-71.10086,1.044373,760.9843,yes,yes,wyeth504,inperson,NaN,NaN,0.91044776119403,0.886363636363636
41,RollinsChapel3,RollinsChapel3,90,1,closed,closed,-5.393188,4.737569,74.09879,1.12793,763.365,yes,yes,wyeth504,inperson,1,1,0.91044776119403,0.886363636363636
42,BakerBerry2nd,BakerBerry2nd,-90,1,closed,closed,10.0721,-0.2398376,-66.8869,0.8494873,765.6483,yes,yes,wyeth504,inperson,1,1,0.91044776119403,0.886363636363636
43,53Commons,53Commons,90,1,open,open,-4.034943,2.403165,66.3536,0.8353882,767.9175,yes,yes,wyeth504,inperson,NaN,NaN,0.91044776119403,0.886363636363636
44,NeutralRaunerFirst,RaunerFirst,-90,2,closed,closed,8.255474,1.123755,-71.27005,1.197693,770.5161,na,yes,wyeth504,inperson,NaN,1,0.828571428571429,0.886363636363636
45,BakerBerry2nd,BakerBerry2nd_mirror,90,3,open,open,-4.497009,3.611015,75.11315,1.045105,772.8698,yes,yes,wyeth504,inperson,1,NaN,0.9,0.886363636363636
47,Zimmerman,Zimmerman,-90,1,closed,closed,9.509729,0.7462803,-72.87933,1.239197,778.5474,yes,yes,wyeth504,inperson,1,1,0.91044776119403,0.886363636363636
49,PineBackHall,PineBackHall,90,1,closed,closed,-3.095154,3.506215,69.13658,1.824036,788.8793,yes,yes,wyeth504,inperson,1,1,0.91044776119403,0.886363636363636
50,RaunerBackHall,RaunerBackHall_mirror,90,3,open,open,-4.011108,3.430168,75.00121,1.483154,791.8241,yes,yes,wyeth504,inperson,1,NaN,0.9,0.886363636363636
51,PineEntrance,PineEntrance,-90,1,open,open,9.292107,2.504521,-75.39047,1.559387,795.2631,yes,yes,wyeth504,inperson,1,1,0.91044776119403,0.886363636363636
52,NeutralMcLaughlinCluster,McLaughlinCluster,-90,2,closed,closed,7.848371,1.759237,-72.19086,1.823975,798.6932,na,yes,wyeth504,inperson,NaN,NaN,0.828571428571429,0.886363636363636
53,BakerBerryCharter,BakerBerryCharter,-90,1,open,open,10.57895,2.911577,-74.6944,1.350525,801.5474,yes,yes,wyeth504,inperson,NaN,NaN,0.91044776119403,0.886363636363636
55,Hop4,Hop4,-90,1,open,open,10.45004,1.722047,-70.46548,1.281067,807.6398,yes,yes,wyeth504,inperson,NaN,NaN,0.91044776119403,0.886363636363636
56,PineBackHall,PineBackHall_mirror,-90,3,open,open,5.948879,11.79945,-71.26254,2.303772,811.1687,yes,yes,wyeth504,inperson,1,NaN,0.9,0.886363636363636
58,AllenSt,AllenSt,90,1,closed,closed,-5.476349,6.566732,72.62771,1.475769,817.8544,yes,yes,wyeth504,inperson,NaN,NaN,0.91044776119403,0.886363636363636
59,NeutralHop2,Hop2,90,2,open,open,-6.484894,5.387087,74.03175,1.44812,821.1185,na,yes,wyeth504,inperson,NaN,1,0.828571428571429,0.886363636363636
60,RaunerBackHall,RaunerBackHall,-90,1,closed,closed,11.19958,3.331183,-73.47479,1.280945,824.5576,yes,yes,wyeth504,inperson,1,1,0.91044776119403,0.886363636363636
61,NeutralBakerBerry2nd,BakerBerry2nd,90,2,open,open,-6.678894,3.648577,73.80463,1.308899,827.4105,na,yes,wyeth504,inperson,NaN,1,0.828571428571429,0.886363636363636
63,McLaughlinCluster,McLaughlinCluster,90,1,open,open,-4.303497,3.771167,73.1945,1.587341,833.9267,yes,yes,wyeth504,inperson,NaN,NaN,0.91044776119403,0.886363636363636
66,MooreLot,MooreLot,-90,1,closed,closed,8.802182,0.2549629,-67.49554,1.239197,843.1433,yes,yes,wyeth504,inperson,1,1,0.91044776119403,0.886363636363636
68,RaunerFirst,RaunerFirst_mirror,-90,3,closed,closed,11.41872,3.857589,-68.13898,1.192505,850.5888,yes,yes,wyeth504,inperson,1,NaN,0.9,0.886363636363636
69,PineEntrance,PineEntrance,-90,1,open,open,10.05628,2.794153,-74.54745,1.127869,852.9556,yes,yes,wyeth504,inperson,1,1,0.91044776119403,0.886363636363636
70,Maynard,Maynard,-90,1,open,open,10.53862,3.689881,-71.86963,0.9605103,855.2666,yes,yes,wyeth504,inperson,NaN,NaN,0.91044776119403,0.886363636363636
71,NeutralBakerBerryHistoric2,BakerBerryHistoric2,-90,2,closed,closed,8.054952,4.874629,-71.97079,1.726501,871.9979,na,unsure,wyeth504,inperson,NaN,NaN,0.828571428571429,0.886363636363636
72,Umplebys,Umplebys_mirror,-90,3,open,open,8.114893,3.111951,-71.91272,1.181396,874.6551,yes,yes,wyeth504,inperson,NaN,NaN,0.9,0.886363636363636
74,RollinsChapel3,RollinsChapel3,-90,1,open,open,7.821197,1.892338,-63.30212,0.9329224,881.338,yes,yes,wyeth504,inperson,1,1,0.91044776119403,0.886363636363636
