trialIdx,primeName,primeAngleYaw,targetName,targetAngleYaw,targetSide,sameScenePrime,correctResponse,response,roll,pitch,yaw,rt,timestamp,condition,familiarityPrime,familiarityTarget,subject_id,session_format,explicit_acc_scenewise_prime,explicit_acc_scenewise_target,oc_acc_by_condition,oc_acc
16,Hop2,-1,Hop4,87,90,0,closed,closed,-2.344788,-1.734192,185.0095,1.100098,1040.414,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
17,neutral,0,RaunerBackHall,-90,-90,0,closed,closed,1.131472,-2.736786,-180.294,0.9190674,1043.992,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
18,53Commons,0,Fairbanks,-90,-90,0,open,open,2.812717,-8.278046,-173.9808,1.601318,1047.876,3,yes,yes,Q30,remote,0.333333333333333,0.666666666666667,0.967741935483871,0.927927927927928
20,AllenSt,0,AllenSt,-90,-90,1,open,open,2.793735,-3.068329,-184.2686,1.072144,1057.371,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
21,Hop4,-3,BakerBerry2nd,184,90,0,open,open,-4.945526,-0.3096313,277.1443,1.266968,1061.381,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
22,BakerBerry2nd,94,BakerBerryHistoric2,270,90,0,open,open,-3.400757,1.974104,362.4198,2.241577,1065.251,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
23,Hop4,-3,Hop4,-93,-90,1,open,open,3.015017,-1.906189,-180.9221,1.252808,1069.274,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
24,MooreLot,180,53Commons,-90,-90,0,closed,closed,2.534691,-4.053162,-173.5344,1.002441,1072.045,3,yes,yes,Q30,remote,1,0.333333333333333,0.967741935483871,0.927927927927928
25,neutral,0,Zimmerman,-190,-90,0,closed,closed,0.8511625,-5.565613,-275.5941,0.9606934,1076.862,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
27,RollinsChapel3,177,Zimmerman,-190,-90,0,closed,closed,1.27992,-6.306335,-270.6792,1.461792,1086.357,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
29,neutral,0,AllenSt,90,90,0,closed,closed,-2.977936,0.7956982,174.2057,0.9748535,1091.829,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
30,BakerBerryHistoric2,180,BakerBerryHistoric2,90,-90,1,closed,closed,3.897613,-0.6737671,8.16864,1.211304,1094.362,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
32,RaunerBackHall,0,RaunerBackHall,90,90,1,open,open,-3.173096,4.615476,177.246,1.002563,1099.695,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
33,BakerBerryCharter,-90,PineBackHall,270,90,0,closed,closed,-3.702637,3.043158,355.8339,1.016357,1102.061,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
35,neutral,0,Hop2,89,90,0,open,open,-5.187195,1.326634,176.6134,1.141602,1124.81,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
37,AllenSt,0,AllenSt,-90,-90,1,open,open,1.147408,-0.5489807,-172.6676,0.9609375,1131.298,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
38,Umplebys,-50,RaunerBackHall,-90,-90,0,closed,closed,1.378597,-2.827026,-172.2991,0.9466553,1134.459,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
39,Hop4,-3,Hop4,-93,-90,1,open,open,2.909279,-0.2359314,-178.9017,0.9193115,1137.453,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
40,McLaughlinCluster,172,McLaughlinCluster,262,90,1,open,open,-2.783508,8.068954,353.1381,1.434082,1140.835,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
41,Zimmerman,-100,Zimmerman,-10,90,1,open,open,-6.664398,-1.302765,86.94819,1.684692,1144.316,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
43,neutral,0,RollinsChapel3,87,-90,0,open,open,4.123322,-1.857544,6.516663,0.9746094,1163.765,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
44,BakerBerryHistoric2,180,BakerBerryHistoric2,90,-90,1,closed,closed,2.794821,-2.049561,17.33365,0.9605713,1166.188,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
46,neutral,0,McLaughlinCluster,82,-90,0,closed,closed,1.44901,-7.205627,13.29803,1.141724,1172.313,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
47,RaunerFirst,0,PineEntrance,-90,-90,0,open,open,2.603063,0.8112708,-174.7613,1.447754,1175.126,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
49,MooreLot,180,MooreLot,90,-90,1,closed,closed,2.145468,-0.9651489,8.82135,0.8912354,1180.249,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
50,RaunerBackHall,0,RaunerBackHall,90,90,1,open,open,-8.984283,2.277804,174.5725,1.127808,1182.95,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
52,PineBackHall,180,PineBackHall,90,-90,1,open,open,3.464215,4.195837,-3.842438,1.072144,1204.78,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
54,Maynard,0,McLaughlinCluster,82,-90,0,closed,closed,1.329121,-4.181549,4.538544,1.19751,1210.836,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
56,53Commons,0,53Commons,90,90,1,open,open,-5.505524,3.949095,175.4644,0.9885254,1216.001,1,yes,yes,Q30,remote,0.333333333333333,0.333333333333333,0.914893617021277,0.927927927927928
57,neutral,0,Umplebys,40,90,0,closed,closed,-5.824799,1.873916,126.8794,0.9744873,1218.327,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
58,neutral,0,PineEntrance,-90,-90,0,open,open,1.577489,1.217377,-164.9258,1.100098,1220.707,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
59,RaunerBackHall,0,Hop2,89,90,0,open,open,-6.987915,2.356493,166.0085,1.281006,1223.339,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
60,MooreLot,180,MooreLot,90,-90,1,closed,closed,3.326417,-0.3777466,8.602539,1.266846,1226.026,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
62,neutral,0,Maynard,-90,-90,0,open,open,8.609379,-3.020508,-167.3356,1.21106,1231.734,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
64,neutral,0,BakerBerryHistoric2,270,90,0,open,open,-4.270355,9.835249,351.9058,1.433716,1237.943,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
65,BakerBerry2nd,94,BakerBerry2nd,4,-90,1,closed,closed,-3.439453,3.990629,-84.2677,0.7518311,1240.059,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
66,BakerBerryHistoric2,180,RollinsChapel3,87,-90,0,open,open,1.068111,1.018403,11.353,0.9608154,1242.259,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
67,PineEntrance,0,PineEntrance,90,90,1,closed,closed,-9.601959,5.430597,161.4931,0.793457,1244.612,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
68,neutral,0,53Commons,-90,-90,0,closed,closed,4.431884,0.8611988,-167.2838,0.9885254,1247.174,2,na,yes,Q30,remote,NaN,0.333333333333333,0.909090909090909,0.927927927927928
69,neutral,0,MooreLot,270,90,0,open,open,-17.82642,-7.722229,317.7339,1.057983,1249.554,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
71,neutral,0,BakerBerry2nd,184,90,0,open,open,-11.4184,5.976632,261.4051,0.9466553,1269.825,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
72,PineEntrance,0,AllenSt,90,90,0,closed,closed,-8.424133,4.198719,164.215,1.350586,1272.665,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
74,AllenSt,0,Zimmerman,-10,90,0,open,open,-12.59308,0.2236487,61.94978,0.9746094,1277.9,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
75,Hop4,-3,RollinsChapel3,267,90,0,closed,closed,-5.057281,6.859056,349.1686,1.266968,1280.476,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
76,BakerBerryHistoric2,180,RaunerFirst,90,90,0,open,open,-4.733398,4.472066,168.311,1.100342,1282.94,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
77,neutral,0,BakerBerryCharter,-180,-90,0,open,open,7.65897,3.745444,-251.3533,1.15564,1285.335,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
80,Maynard,0,Maynard,-90,-90,1,open,open,5.418974,1.477022,-169.3879,0.9887695,1292.839,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
81,neutral,0,RollinsChapel3,267,90,0,closed,closed,-8.718719,5.78373,330.0799,0.9189453,1295.024,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
82,PineEntrance,0,BakerBerryCharter,-180,-90,0,open,open,6.173108,1.813065,-251.4934,1.36438,1297.6,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
83,Umplebys,-50,AllenSt,-90,-90,0,open,open,3.813514,-0.3408203,-167.9016,1.461792,1302.027,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
84,neutral,0,BakerBerryHistoric2,90,-90,0,closed,closed,4.930722,0.5928748,18.43475,1.308594,1305.536,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
85,53Commons,0,53Commons,-90,-90,1,closed,closed,4.928842,-1.174408,-161.1624,1.016235,1308.098,1,yes,yes,Q30,remote,0.333333333333333,0.333333333333333,0.914893617021277,0.927927927927928
86,MooreLot,180,Hop4,-93,-90,0,open,open,4.861398,0.9828158,-172.1214,0.8912354,1310.673,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
87,Hop2,-1,Umplebys,-140,-90,0,open,open,3.712538,0.9750832,-217.2677,0.9884033,1313.778,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
88,53Commons,0,McLaughlinCluster,262,90,0,open,open,-5.244904,4.069534,347.6461,1.211304,1316.131,3,yes,yes,Q30,remote,0.333333333333333,1,0.967741935483871,0.927927927927928
89,RaunerBackHall,0,RaunerBackHall,-90,-90,1,closed,closed,7.681093,1.044351,-174.0934,1.044434,1321.157,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
90,Fairbanks,0,Fairbanks,-90,-90,1,open,open,5.862529,0.5557428,-163.9706,0.8076172,1323.134,1,yes,yes,Q30,remote,0.666666666666667,0.666666666666667,0.914893617021277,0.927927927927928
91,Zimmerman,-100,Zimmerman,-190,-90,1,closed,closed,4.112623,-1.505035,-264.9625,0.904541,1325.222,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
92,Hop2,-1,Hop2,89,90,1,open,open,-11.3588,3.541594,159.3559,0.9049072,1327.338,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
95,neutral,0,PineEntrance,90,90,0,closed,closed,-7.832672,7.526746,168.4106,2.074097,1337.641,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
96,PineBackHall,180,PineBackHall,270,90,1,closed,closed,-8.654633,7.373678,350.6105,1.364502,1340.509,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
97,Zimmerman,-100,Zimmerman,-190,-90,1,closed,closed,4.523205,0.9313497,-257.558,1.08606,1343.071,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
98,RollinsChapel3,177,Maynard,90,90,0,closed,closed,-7.904694,5.878169,163.0766,1.58728,1346.356,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
100,RollinsChapel3,177,RollinsChapel3,87,-90,1,open,open,1.23306,-0.7858582,19.57239,1.15564,1352.134,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
101,neutral,0,RaunerFirst,90,90,0,open,open,-6.471497,3.174759,167.8967,1.322632,1354.904,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
102,neutral,0,Fairbanks,90,90,0,closed,closed,-6.386353,2.515069,169.9265,1.503662,1357.911,2,na,yes,Q30,remote,NaN,0.666666666666667,0.909090909090909,0.927927927927928
103,neutral,0,53Commons,90,90,0,open,open,-3.134186,-0.3884583,167.4862,1.796143,1361.406,2,na,yes,Q30,remote,NaN,0.333333333333333,0.909090909090909,0.927927927927928
104,BakerBerryCharter,-90,BakerBerryCharter,0,90,1,closed,closed,-2.870453,2.199289,73.59798,0.8632813,1366.655,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
108,neutral,0,BakerBerry2nd,4,-90,0,closed,closed,2.25455,3.49457,-81.24316,0.9748535,1392.342,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
110,BakerBerry2nd,94,PineBackHall,90,-90,0,open,open,6.759623,-3.176392,-3.617188,0.9050293,1399.135,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
111,neutral,0,Hop4,-93,-90,0,open,open,4.512776,0.6437017,-170.8116,1.169312,1401.683,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
112,MooreLot,180,MooreLot,270,90,1,open,open,-5.398926,4.376683,346.0526,1.08606,1403.994,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
114,neutral,0,Maynard,90,90,0,closed,closed,-6.805389,2.372212,165.309,1.224976,1409.897,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
116,neutral,0,RaunerBackHall,90,90,0,open,open,-2.681488,6.376196,174.174,1.18335,1415.021,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
117,Fairbanks,0,BakerBerry2nd,4,-90,0,closed,closed,2.691217,-0.8807373,-76.31396,0.8771973,1417.318,3,yes,yes,Q30,remote,0.666666666666667,1,0.967741935483871,0.927927927927928
118,Umplebys,-50,Umplebys,40,90,1,closed,closed,-5.925446,2.104344,124.0513,1.127686,1419.685,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
119,neutral,0,MooreLot,90,-90,0,closed,closed,4.399588,2.352212,12.40881,0.8074951,1421.662,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
120,Maynard,0,PineEntrance,90,90,0,closed,closed,-5.340454,3.436734,179.3524,1.044189,1423.931,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
122,RaunerFirst,0,RaunerFirst,-90,-90,1,closed,closed,5.177172,1.752106,-162.5811,0.9884033,1430.029,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
123,RaunerBackHall,0,RaunerBackHall,-90,-90,1,closed,closed,3.30722,-3.11911,-152.8912,1.100098,1432.897,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
124,Hop4,-3,Hop4,87,90,1,closed,closed,-12.00674,5.611124,162.9739,2.213623,1436.531,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
125,neutral,0,Hop2,-91,-90,0,closed,closed,10.52295,1.674151,-168.2403,1.225464,1439.106,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
126,RaunerFirst,0,BakerBerryHistoric2,90,-90,0,closed,closed,5.755988,6.222055,13.38306,1.266724,1441.71,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
127,AllenSt,0,AllenSt,90,90,1,closed,closed,-5.787537,3.971112,176.3052,1.322754,1444.3,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
130,neutral,0,AllenSt,-90,-90,0,open,open,6.076472,-1.023193,-170.5876,1.11377,1452.374,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
131,BakerBerry2nd,94,BakerBerry2nd,184,90,1,open,open,-7.067719,1.00166,257.9589,1.920776,1456.133,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
132,Maynard,0,Maynard,-90,-90,1,open,open,6.863613,1.558596,-167.4879,0.9326172,1458.333,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
133,McLaughlinCluster,172,53Commons,90,90,0,open,open,-7.343933,1.504863,169.966,1.364136,1461.062,3,yes,yes,Q30,remote,1,0.333333333333333,0.967741935483871,0.927927927927928
136,neutral,0,Umplebys,-140,-90,0,open,open,6.633276,1.786688,-208.5493,0.779541,1468.51,2,na,yes,Q30,remote,NaN,1,0.909090909090909,0.927927927927928
140,Hop2,-1,Hop2,89,90,1,open,open,-4.271423,-1.841339,174.224,2.018677,1483.365,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
141,Fairbanks,0,Fairbanks,-90,-90,1,open,open,5.002153,-2.845947,-168.876,1.099731,1486.832,1,yes,yes,Q30,remote,0.666666666666667,0.666666666666667,0.914893617021277,0.927927927927928
143,Umplebys,-50,Umplebys,40,90,1,closed,closed,-13.72495,-1.093018,109.6872,1.08606,1491.983,1,yes,yes,Q30,remote,1,1,0.914893617021277,0.927927927927928
144,Zimmerman,-100,RaunerBackHall,90,90,0,open,open,-12.26801,3.739861,174.5776,1.099854,1494.587,3,yes,yes,Q30,remote,1,1,0.967741935483871,0.927927927927928
1,PineBackHall,180,MooreLot,270,90,0,open,open,-6.081238,2.836564,337.1743,1.291931,689.5549,3,yes,yes,Q22,remote,1,1,0.875,0.868852459016393
2,PineEntrance,0,PineEntrance,90,90,1,closed,closed,-5.826263,4.066499,158.2936,1.083313,699.3743,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
3,Umplebys,-50,Umplebys,-140,-90,1,open,open,2.666471,2.186405,-215.801,1.001831,703.6821,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
4,Hop2,-1,Hop2,-91,-90,1,closed,closed,3.540097,1.512708,-166.6186,1.000244,707.2913,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
5,neutral,0,BakerBerryCharter,0,90,0,closed,closed,-4.725739,4.251248,64.99646,1.194641,711.7635,2,na,yes,Q22,remote,NaN,1,0.882352941176471,0.868852459016393
6,Hop2,-1,Hop2,-91,-90,1,closed,closed,3.373735,3.198602,-168.6603,1.013794,715.0133,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
8,RaunerFirst,0,RaunerFirst,90,90,1,open,open,-8.834808,2.42753,155.7844,1.403015,724.75,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
9,53Commons,0,53Commons,90,90,1,open,open,-5.079376,2.83258,158.1048,1.027893,732.0414,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
11,neutral,0,Hop4,87,90,0,closed,closed,-2.412476,7.647943,157.1891,0.777832,740.5416,2,na,yes,Q22,remote,NaN,1,0.882352941176471,0.868852459016393
12,neutral,0,RaunerFirst,-90,-90,0,closed,closed,0.9822742,7.615445,-168.2146,1.041565,743.1528,2,na,yes,Q22,remote,NaN,1,0.882352941176471,0.868852459016393
13,Umplebys,-50,Umplebys,-140,-90,1,open,open,-1.808655,6.066295,-215.7592,0.8334351,746.3333,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
14,BakerBerry2nd,94,BakerBerry2nd,4,-90,1,closed,closed,0.4488862,7.678982,-72.76614,0.930542,751.7777,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
15,McLaughlinCluster,172,Maynard,-90,-90,0,open,open,0.1703766,7.234174,-165.3671,0.9998779,754.75,3,unsure,yes,Q22,remote,1,1,0.875,0.868852459016393
16,Hop2,-1,Hop4,87,90,0,closed,closed,-2.59259,8.571143,152.0452,0.9031982,758.056,3,yes,yes,Q22,remote,1,1,0.875,0.868852459016393
17,neutral,0,RaunerBackHall,-90,-90,0,closed,closed,0.8231795,9.588686,-165.7595,1.138855,761.0419,2,na,yes,Q22,remote,NaN,1,0.882352941176471,0.868852459016393
20,AllenSt,0,AllenSt,-90,-90,1,open,open,3.66036,4.849523,-162.9165,1.180786,775.9172,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
21,Hop4,-3,BakerBerry2nd,184,90,0,open,open,-7.960724,9.657431,249.7749,1.069519,779.0699,3,yes,yes,Q22,remote,1,1,0.875,0.868852459016393
22,BakerBerry2nd,94,BakerBerryHistoric2,270,90,0,open,open,-3.537079,13.33726,336.0353,1.166809,782.4449,3,yes,yes,Q22,remote,1,1,0.875,0.868852459016393
23,Hop4,-3,Hop4,-93,-90,1,open,open,5.213472,10.00243,-167.5681,0.9028931,789.9313,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
26,AllenSt,0,RaunerFirst,-90,-90,0,closed,closed,3.575454,9.888012,-166.9358,0.9303589,800.5563,3,yes,yes,Q22,remote,1,1,0.875,0.868852459016393
30,BakerBerryHistoric2,180,BakerBerryHistoric2,90,-90,1,closed,closed,-0.5314636,10.45726,12.47522,0.819397,813.9871,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
31,PineBackHall,180,PineBackHall,90,-90,1,open,open,2.110485,11.15293,11.97638,0.8334351,817.4733,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
33,BakerBerryCharter,-90,PineBackHall,270,90,0,closed,closed,-15.5329,9.029037,334.0049,0.972229,826.8763,3,yes,yes,Q22,remote,1,1,0.875,0.868852459016393
34,neutral,0,Fairbanks,-90,-90,0,open,open,0.1608651,10.47542,-166.7278,0.9445801,831.7373,2,na,yes,Q22,remote,NaN,1,0.882352941176471,0.868852459016393
35,neutral,0,Hop2,89,90,0,open,open,-17.72748,5.815252,156.7736,1.11145,847.2377,2,na,yes,Q22,remote,NaN,1,0.882352941176471,0.868852459016393
37,AllenSt,0,AllenSt,-90,-90,1,open,open,8.791751,2.790727,-161.7133,1.222534,854.0156,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
38,Umplebys,-50,RaunerBackHall,-90,-90,0,closed,closed,4.668804,7.654465,-162.4275,0.8473511,856.3627,3,yes,yes,Q22,remote,1,1,0.875,0.868852459016393
39,Hop4,-3,Hop4,-93,-90,1,open,open,1.83186,9.496897,-162.6756,0.791687,858.2932,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
40,McLaughlinCluster,172,McLaughlinCluster,262,90,1,open,open,-12.29962,11.53859,329.5005,1.541382,861.2375,1,unsure,unsure,Q22,remote,1,1,0.857142857142857,0.868852459016393
42,BakerBerryCharter,-90,BakerBerryCharter,-180,-90,1,open,open,2.600331,8.401688,-255.0904,0.7078857,866.2794,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
43,neutral,0,RollinsChapel3,87,-90,0,open,open,1.720346,9.744685,15.45966,0.9584351,869.0017,2,na,yes,Q22,remote,NaN,1,0.882352941176471,0.868852459016393
44,BakerBerryHistoric2,180,BakerBerryHistoric2,90,-90,1,closed,closed,0.8843448,10.54529,16.49628,0.8053589,871.4047,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
46,neutral,0,McLaughlinCluster,82,-90,0,closed,closed,2.251233,8.386639,10.11594,1.277893,877.3768,2,na,unsure,Q22,remote,NaN,1,0.882352941176471,0.868852459016393
47,RaunerFirst,0,PineEntrance,-90,-90,0,open,open,6.786119,7.069993,-167.1687,1.152893,880.8075,3,yes,yes,Q22,remote,1,1,0.875,0.868852459016393
49,MooreLot,180,MooreLot,90,-90,1,closed,closed,4.295411,7.120635,14.04977,0.708313,889.6966,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
50,RaunerBackHall,0,RaunerBackHall,90,90,1,open,open,-8.964905,4.636443,155.493,0.652771,891.6826,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
52,PineBackHall,180,PineBackHall,90,-90,1,open,open,2.6573,10.07692,12.20441,0.777771,896.1132,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
54,Maynard,0,McLaughlinCluster,82,-90,0,closed,closed,2.27206,9.070287,9.182251,1.124817,901.1965,3,yes,unsure,Q22,remote,1,1,0.875,0.868852459016393
55,RaunerFirst,0,RaunerFirst,90,90,1,open,open,-11.35074,13.98263,155.7821,0.8196411,903.2939,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
56,53Commons,0,53Commons,90,90,1,open,open,-6.659637,12.55706,155.7268,0.8475342,905.3358,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
57,neutral,0,Umplebys,40,90,0,closed,closed,-6.962402,12.89724,106.0131,0.8608398,907.4744,2,na,yes,Q22,remote,NaN,1,0.882352941176471,0.868852459016393
58,neutral,0,PineEntrance,-90,-90,0,open,open,3.713882,12.61851,-168.062,0.861145,909.5857,2,na,yes,Q22,remote,NaN,1,0.882352941176471,0.868852459016393
59,RaunerBackHall,0,Hop2,89,90,0,open,open,-0.1568298,15.09608,157.1474,0.694458,911.4328,3,yes,yes,Q22,remote,1,1,0.875,0.868852459016393
60,MooreLot,180,MooreLot,90,-90,1,closed,closed,-0.5945435,12.95223,16.10999,0.930603,917.8082,1,yes,yes,Q22,remote,1,1,0.857142857142857,0.868852459016393
62,neutral,0,Maynard,-90,-90,0,open,open,7.203277,6.480017,-164.7308,1.402832,924.4192,2,na,yes,Q22,remote,NaN,1,0.882352941176471,0.868852459016393
