trialIdx,primeName,primeAngleYaw,targetName,targetAngleYaw,targetSide,arrowDirection,condition,correctResponse,response,roll,pitch,yaw,rt,timestamp,familiarityTarget,familiarityPrime,subject_id,session_format,explicit_acc_scenewise_prime,explicit_acc_scenewise_target,oc_acc_by_condition,oc_acc,arrowValidity,primeCondition
118,NeutralAllenSt,0,AllenSt,90,90,left,4,closed,closed,-8.098907,-1.374115,144.5507,1.183472,1273.062,missing,missing,member007_new,remote,NaN,NaN,0.9,0.905027932960894,invalid,Neutral
119,Zimmerman,-100,Zimmerman,-190,-90,left,1,closed,closed,6.470367,-1.274994,-243.0493,1.50354,1277.072,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
120,PineEntrance,0,PineEntrance,90,90,right,1,closed,closed,-10.53552,-0.2104492,151.6552,1.266968,1280.914,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
121,NeutralRaunerBackHall,0,RaunerBackHall,-90,-90,left,2,closed,closed,6.514868,-1.373657,-145.8033,1.05835,1284.715,missing,missing,member007_new,remote,NaN,NaN,0.9375,0.905027932960894,valid,Neutral
123,Maynard,0,Maynard,-90,-90,left,1,open,open,8.304054,1.021916,-147.9731,1.781982,1292.442,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
125,PineBackHall,180,PineBackHall,270,90,right,1,closed,closed,-15.92679,2.998556,327.6404,1.337158,1299.779,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
129,NeutralMaynard,0,Maynard,-90,-90,right,4,open,open,8.644867,1.560779,-150.7859,1.684692,1314.244,missing,missing,member007_new,remote,NaN,NaN,0.9,0.905027932960894,invalid,Neutral
130,NeutralRollinsChapel3,0,RollinsChapel3,87,-90,left,2,open,open,6.921524,-0.8193054,30.68143,1.712402,1318.379,missing,missing,member007_new,remote,NaN,NaN,0.9375,0.905027932960894,valid,Neutral
131,BakerBerryCharter,-90,BakerBerryCharter,0,90,right,1,closed,closed,-11.13922,0.9649199,56.37275,1.002563,1321.874,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
132,NeutralAllenSt,0,AllenSt,-90,-90,left,2,open,open,7.399359,0.8871039,-151.7229,1.336548,1325.674,missing,missing,member007_new,remote,NaN,NaN,0.9375,0.905027932960894,valid,Neutral
134,NeutralHop2,0,Hop2,89,90,left,4,open,open,-12.95193,1.13179,147.3356,1.141357,1332.802,missing,missing,member007_new,remote,NaN,NaN,0.9,0.905027932960894,invalid,Neutral
135,BakerBerry2nd,94,BakerBerry2nd,184,90,left,3,open,open,-10.62839,0.1739998,244.2163,1.211304,1336.492,missing,missing,member007_new,remote,NaN,NaN,0.933333333333333,0.905027932960894,invalid,Same-scene
136,NeutralZimmerman,0,Zimmerman,-190,-90,right,4,closed,closed,8.566843,0.7578707,-248.299,1.23431124752504,1340.682,missing,missing,member007_new,remote,NaN,NaN,0.9,0.905027932960894,invalid,Neutral
137,Maynard,0,Maynard,-90,-90,left,1,open,open,7.010276,-3.321106,-152.283,1.462036,1344.609,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
138,NeutralBakerBerryHistoric2,0,BakerBerryHistoric2,90,-90,left,2,closed,closed,4.873117,-0.9737854,35.96152,1.113892,1348.145,missing,missing,member007_new,remote,NaN,NaN,0.9375,0.905027932960894,valid,Neutral
139,RollinsChapel3,177,RollinsChapel3,267,90,right,1,closed,closed,-9.390747,-0.2640686,319.4281,1.48938,1352.154,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
140,Fairbanks,0,Fairbanks,90,90,right,1,closed,closed,-11.93307,-1.837158,156.312,1.127808,1355.774,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
144,PineEntrance,0,PineEntrance,90,90,right,1,closed,closed,-9.656677,2.005044,147.5802,0.9746094,1371.186,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
145,NeutralPineBackHall,0,PineBackHall,90,-90,right,4,open,open,6.344401,3.603228,25.52927,1.531616,1375.21,missing,missing,member007_new,remote,NaN,NaN,0.9,0.905027932960894,invalid,Neutral
146,NeutralHop2,0,Hop2,-91,-90,left,2,closed,closed,4.504697,-2.984955,-149.9058,1.489624,1379.136,missing,missing,member007_new,remote,NaN,NaN,0.9375,0.905027932960894,valid,Neutral
147,PineBackHall,180,PineBackHall,270,90,right,1,closed,closed,-11.86343,0.05093572,326.848,1.08606,1382.798,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
148,Umplebys,-50,Umplebys,40,90,left,3,closed,closed,-9.811981,-0.3460083,101.5171,1.40625,1386.877,missing,missing,member007_new,remote,NaN,NaN,0.933333333333333,0.905027932960894,invalid,Same-scene
150,Neutral53Commons,0,53Commons,-90,-90,left,2,closed,closed,8.092937,-0.3766785,-150.7168,1.517578,1395.021,missing,missing,member007_new,remote,NaN,NaN,0.9375,0.905027932960894,valid,Neutral
151,Hop2,-1,Hop2,-91,-90,left,1,closed,closed,5.037489,-1.732544,-144.9542,1.26709,1398.78,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
152,Hop4,-3,Hop4,-93,-90,left,1,open,open,4.8959,-2.47995,-152.6541,1.141602,1402.442,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
153,Zimmerman,-100,Zimmerman,-190,-90,left,1,closed,closed,6.639283,0.6680326,-250.3569,1.253052,1406.354,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
154,NeutralMaynard,0,Maynard,-90,-90,left,2,open,open,7.070202,-1.076691,-150.3382,1.099976,1410.071,missing,missing,member007_new,remote,NaN,NaN,0.9375,0.905027932960894,valid,Neutral
155,BakerBerryCharter,-90,BakerBerryCharter,-180,-90,left,1,open,open,7.56042,-0.6763,-232.2564,1.587891,1414.165,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
156,NeutralPineEntrance,0,PineEntrance,-90,-90,right,4,open,open,7.919033,0.7606478,-150.9184,1.322632,1420.235,missing,missing,member007_new,remote,NaN,NaN,0.9,0.905027932960894,invalid,Neutral
158,RaunerFirst,0,RaunerFirst,-90,-90,left,1,closed,closed,7.994799,0.787806,-146.994,1.489868,1429.284,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
159,RaunerBackHall,0,RaunerBackHall,90,90,right,1,open,open,-9.973969,-1.387939,142.8788,1.127686,1433.015,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
160,Maynard,0,Maynard,-90,-90,right,3,open,open,8.597235,1.841034,-149.7034,1.698486,1437.317,missing,missing,member007_new,remote,NaN,NaN,0.933333333333333,0.905027932960894,invalid,Same-scene
162,NeutralZimmerman,0,Zimmerman,-10,90,left,4,open,open,-8.347351,-0.04888916,59.03159,1.573364,1483.4,missing,missing,member007_new,remote,NaN,NaN,0.9,0.905027932960894,invalid,Neutral
163,Fairbanks,0,Fairbanks,90,90,right,1,closed,closed,-8.488953,-1.039459,161.6896,1.461914,1487.535,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
164,BakerBerryHistoric2,180,BakerBerryHistoric2,270,90,right,1,open,open,-8.808899,1.266635,334.6946,0.9885254,1491.391,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
165,NeutralRaunerFirst,0,RaunerFirst,-90,-90,left,2,closed,closed,6.893865,7.665388,-148.3384,1.308838,1495.485,missing,missing,member007_new,remote,NaN,NaN,0.9375,0.905027932960894,valid,Neutral
166,PineEntrance,0,PineEntrance,90,90,right,1,closed,closed,-16.63083,4.858594,147.1004,0.9886475,1499.077,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
167,NeutralZimmerman,0,Zimmerman,-10,90,right,2,open,open,-11.69458,1.572235,51.19993,1.253052,1502.766,missing,missing,member007_new,remote,NaN,NaN,0.9375,0.905027932960894,valid,Neutral
168,BakerBerryCharter,-90,BakerBerryCharter,-180,-90,right,3,open,open,8.920292,1.048182,-233.1305,1.461914,1506.776,missing,missing,member007_new,remote,NaN,NaN,0.933333333333333,0.905027932960894,invalid,Same-scene
169,53Commons,0,53Commons,-90,-90,right,3,closed,closed,10.53569,-1.68399,-143.5671,1.26709,1510.646,missing,missing,member007_new,remote,NaN,NaN,0.933333333333333,0.905027932960894,invalid,Same-scene
170,NeutralPineEntrance,0,PineEntrance,-90,-90,left,2,open,open,1.816595,13.07327,-143.5417,0.9746094,1514.252,missing,missing,member007_new,remote,NaN,NaN,0.9375,0.905027932960894,valid,Neutral
171,NeutralHop4,0,Hop4,-93,-90,left,2,open,open,5.694708,4.008653,-151.6637,1.057983,1519.194,missing,missing,member007_new,remote,NaN,NaN,0.9375,0.905027932960894,valid,Neutral
172,PineBackHall,180,PineBackHall,90,-90,right,3,open,open,6.274641,8.878193,27.20081,1.420166,1523.135,missing,missing,member007_new,remote,NaN,NaN,0.933333333333333,0.905027932960894,invalid,Same-scene
173,PineEntrance,0,PineEntrance,-90,-90,right,3,open,open,5.695882,1.479646,-147.5486,1.058228,1526.782,missing,missing,member007_new,remote,NaN,NaN,0.933333333333333,0.905027932960894,invalid,Same-scene
174,NeutralRaunerFirst,0,RaunerFirst,90,90,right,2,open,open,-8.69162,2.368589,153.4449,1.447998,1530.764,missing,missing,member007_new,remote,NaN,NaN,0.9375,0.905027932960894,valid,Neutral
175,MooreLot,180,MooreLot,90,-90,left,1,closed,closed,5.785903,4.628684,34.05716,1.11377,1534.314,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
176,RaunerFirst,0,RaunerFirst,-90,-90,right,3,closed,closed,7.261706,2.451412,-147.1163,1.239014,1538.059,missing,missing,member007_new,remote,NaN,NaN,0.933333333333333,0.905027932960894,invalid,Same-scene
178,Maynard,0,Maynard,-90,-90,left,1,open,open,4.977706,-0.3966675,-144.1444,1.072266,1544.965,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
179,Zimmerman,-100,Zimmerman,-10,90,right,1,open,open,-7.419586,-0.04495239,52.78872,1.54541,1549.072,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
181,Maynard,0,Maynard,90,90,left,3,closed,closed,-8.313324,-0.6785278,153.0475,1.503784,1557.801,missing,missing,member007_new,remote,NaN,NaN,0.933333333333333,0.905027932960894,invalid,Same-scene
182,BakerBerryHistoric2,180,BakerBerryHistoric2,90,-90,right,3,closed,closed,8.578665,-2.374878,37.4241,1.211304,1561.546,missing,missing,member007_new,remote,NaN,NaN,0.933333333333333,0.905027932960894,invalid,Same-scene
183,BakerBerry2nd,94,BakerBerry2nd,4,-90,right,3,closed,closed,6.459514,4.149403,-53.83408,1.754272,1565.82,missing,missing,member007_new,remote,NaN,NaN,0.933333333333333,0.905027932960894,invalid,Same-scene
184,PineEntrance,0,PineEntrance,-90,-90,left,1,open,open,8.379517,2.316592,-145.4105,1.169556,1569.468,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
185,Neutral53Commons,0,53Commons,90,90,left,4,open,open,-8.791809,1.487951,156.2568,1.559326,1573.422,missing,missing,member007_new,remote,NaN,NaN,0.9,0.905027932960894,invalid,Neutral
186,NeutralUmplebys,0,Umplebys,40,90,left,4,closed,closed,-5.662933,0.340332,96.55998,1.211792,1577.139,missing,missing,member007_new,remote,NaN,NaN,0.9,0.905027932960894,invalid,Neutral
188,Zimmerman,-100,Zimmerman,-10,90,right,1,open,open,-9.337524,2.787385,51.93736,1.476074,1585.061,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
189,NeutralPineBackHall,0,PineBackHall,90,-90,left,2,open,open,9.138809,2.494831,33.05554,1.406128,1589.419,missing,missing,member007_new,remote,NaN,NaN,0.9375,0.905027932960894,valid,Neutral
190,NeutralMaynard,0,Maynard,90,90,left,4,closed,closed,-6.983185,0.5393425,150.7415,1.308472,1593.748,missing,missing,member007_new,remote,NaN,NaN,0.9,0.905027932960894,invalid,Neutral
191,NeutralBakerBerry2nd,0,BakerBerry2nd,4,-90,right,4,closed,closed,9.199127,0.5116578,-49.6701,1.46167,1597.995,missing,missing,member007_new,remote,NaN,NaN,0.9,0.905027932960894,invalid,Neutral
193,Umplebys,-50,Umplebys,-140,-90,left,1,open,open,8.235913,3.447808,-197.8507,1.294678,1605.763,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
194,NeutralRaunerFirst,0,RaunerFirst,-90,-90,right,4,closed,closed,8.792574,2.870647,-144.4034,1.211548,1609.509,missing,missing,member007_new,remote,NaN,NaN,0.9,0.905027932960894,invalid,Neutral
195,BakerBerryHistoric2,180,BakerBerryHistoric2,270,90,right,1,open,open,-10.75388,5.210042,329.1549,1.267334,1613.268,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
196,NeutralHop4,0,Hop4,87,90,left,4,closed,closed,-8.517517,4.463031,143.5784,1.169434,1616.776,missing,missing,member007_new,remote,NaN,NaN,0.9,0.905027932960894,invalid,Neutral
199,Fairbanks,0,Fairbanks,90,90,left,3,closed,closed,-11.94421,3.757601,149.715,1.26709,1627.97,missing,missing,member007_new,remote,NaN,NaN,0.933333333333333,0.905027932960894,invalid,Same-scene
200,NeutralRollinsChapel3,0,RollinsChapel3,267,90,left,4,closed,closed,-9.407745,2.800558,321.6902,1.322388,1631.728,missing,missing,member007_new,remote,NaN,NaN,0.9,0.905027932960894,invalid,Neutral
202,Fairbanks,0,Fairbanks,-90,-90,left,1,open,open,10.88427,3.368178,-143.6859,2.060669,1639.817,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
203,NeutralMooreLot,0,MooreLot,90,-90,left,2,closed,closed,8.832176,3.875839,29.39224,1.54541,1643.896,missing,missing,member007_new,remote,NaN,NaN,0.9375,0.905027932960894,valid,Neutral
204,Hop2,-1,Hop2,-91,-90,right,3,closed,closed,8.597855,3.521535,-146.695,1.18335,1647.697,missing,missing,member007_new,remote,NaN,NaN,0.933333333333333,0.905027932960894,invalid,Same-scene
205,PineBackHall,180,PineBackHall,90,-90,left,1,open,open,7.48478,2.90329,32.36874,1.61499,1652.152,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
209,NeutralUmplebys,0,Umplebys,40,90,right,2,closed,closed,-10.57489,5.312823,99.69984,1.545288,1667.565,missing,missing,member007_new,remote,NaN,NaN,0.9375,0.905027932960894,valid,Neutral
210,RollinsChapel3,177,RollinsChapel3,267,90,left,3,closed,closed,-8.917572,2.455418,325.2798,1.25293,1671.421,missing,missing,member007_new,remote,NaN,NaN,0.933333333333333,0.905027932960894,invalid,Same-scene
213,RollinsChapel3,177,RollinsChapel3,87,-90,right,3,open,open,3.050914,1.641389,31.90582,1.183228,1682.754,missing,missing,member007_new,remote,NaN,NaN,0.933333333333333,0.905027932960894,invalid,Same-scene
214,BakerBerryCharter,-90,BakerBerryCharter,0,90,right,1,closed,closed,-7.225891,0.4139195,61.45226,1.002563,1686.332,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
215,53Commons,0,53Commons,90,90,right,1,open,open,-6.734375,-0.2536926,143.1407,1.266968,1690.049,missing,missing,member007_new,remote,NaN,NaN,0.885057471264368,0.905027932960894,valid,Same-scene
216,RaunerBackHall,0,RaunerBackHall,90,90,left,3,open,open,-6.522675,1.620676,149.362,1.197632,1693.739,missing,missing,member007_new,remote,NaN,NaN,0.933333333333333,0.905027932960894,invalid,Same-scene
1,RaunerFirst,0,RaunerFirst,90,90,right,1,open,open,-12.20529,1.137803,157.1513,0.9608154,552.5089,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
5,NeutralBakerBerryHistoric2,0,BakerBerryHistoric2,90,-90,right,4,closed,closed,2.104574,-3.772034,23.00986,0.8493042,566.2115,missing,missing,member008_new,remote,NaN,NaN,0.857142857142857,0.931372549019608,invalid,Neutral
6,PineEntrance,0,PineEntrance,-90,-90,left,1,open,open,0.6167542,1.65325,-176.2109,1.308716,569.6785,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
7,AllenSt,0,AllenSt,90,90,right,1,closed,closed,-7.293427,2.773239,173.9673,0.8633423,573.3962,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
8,RaunerFirst,0,RaunerFirst,90,90,right,1,open,open,-7.667633,2.604289,165.0705,0.8355713,576.515,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
9,MooreLot,180,MooreLot,90,-90,left,1,closed,closed,0.6103764,-1.079926,7.698303,0.62854,579.3573,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
10,Neutral53Commons,0,53Commons,90,90,right,2,open,open,-5.452759,4.24522,179.1026,0.8772583,582.406,missing,missing,member008_new,remote,NaN,NaN,0.857142857142857,0.931372549019608,valid,Neutral
11,NeutralBakerBerryCharter,0,BakerBerryCharter,0,90,right,2,closed,closed,-6.049957,3.097543,84.65836,0.8213501,585.4071,missing,missing,member008_new,remote,NaN,NaN,0.857142857142857,0.931372549019608,valid,Neutral
12,McLaughlinCluster,172,McLaughlinCluster,82,-90,left,1,closed,closed,-1.151062,-6.052368,12.55167,0.9328613,588.5958,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
13,RaunerBackHall,0,RaunerBackHall,-90,-90,left,1,closed,closed,1.832631,-1.363342,-164.6735,0.6821899,591.464,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
14,PineEntrance,0,PineEntrance,90,90,left,3,closed,closed,-6.276642,1.283231,157.7494,0.617308830423438,594.7639,missing,missing,member008_new,remote,NaN,NaN,0.939393939393939,0.931372549019608,invalid,Same-scene
15,BakerBerry2nd,94,BakerBerry2nd,4,-90,left,1,closed,closed,3.487904,0.2574954,-74.41626,0.7797241,597.813,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
16,PineEntrance,0,PineEntrance,-90,-90,left,1,open,open,3.572136,2.533029,-168.9463,0.8215942,601.0573,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
17,McLaughlinCluster,172,McLaughlinCluster,262,90,right,1,open,open,-5.493561,5.686239,343.6338,1.016479,604.2458,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
18,53Commons,0,53Commons,90,90,right,1,open,open,-5.722168,3.209263,170.5201,0.8911743,607.3089,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
19,Hop4,-3,Hop4,-93,-90,right,3,open,open,1.158337,4.749758,-172.701,0.733982540399928,610.6227,missing,missing,member008_new,remote,NaN,NaN,0.939393939393939,0.931372549019608,invalid,Same-scene
20,MooreLot,180,MooreLot,270,90,right,1,open,open,-4.642578,5.574396,329.5072,0.8215332,613.8112,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
21,McLaughlinCluster,172,McLaughlinCluster,262,90,right,1,open,open,-5.982452,4.708783,351.2266,0.7659302,616.9717,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
22,AllenSt,0,AllenSt,-90,-90,right,3,open,open,1.687197,4.342379,-169.5417,0.747783340397544,620.216,missing,missing,member008_new,remote,NaN,NaN,0.939393939393939,0.931372549019608,invalid,Same-scene
23,Hop4,-3,Hop4,87,90,right,1,closed,closed,-5.380524,5.376164,135.381,0.696167,623.2234,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
24,BakerBerryHistoric2,180,BakerBerryHistoric2,90,-90,left,1,closed,closed,2.213526,1.153299,14.65839,0.5709229,626.1195,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
26,Umplebys,-50,Umplebys,40,90,right,1,closed,closed,-5.842529,4.543439,115.8207,0.9328613,632.594,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
27,NeutralBakerBerry2nd,0,BakerBerry2nd,184,90,right,2,open,open,-6.736298,5.186908,257.9544,0.8771973,635.8475,missing,missing,member008_new,remote,NaN,NaN,0.857142857142857,0.931372549019608,valid,Neutral
28,McLaughlinCluster,172,McLaughlinCluster,82,-90,right,3,closed,closed,1.554927,0.3543881,12.61871,0.705841040412445,638.9664,missing,missing,member008_new,remote,NaN,NaN,0.939393939393939,0.931372549019608,invalid,Same-scene
29,NeutralZimmerman,0,Zimmerman,-190,-90,left,2,closed,closed,4.318513,-0.8485718,-239.6073,1.085754,642.399,missing,missing,member008_new,remote,NaN,NaN,0.857142857142857,0.931372549019608,valid,Neutral
30,RaunerBackHall,0,RaunerBackHall,-90,-90,left,1,closed,closed,2.897929,0.8553607,-153.8749,0.626709,645.2953,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
31,BakerBerryCharter,-90,BakerBerryCharter,-180,-90,left,1,open,open,4.562307,0.4198192,-251.8772,0.7102661,648.3586,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
32,Umplebys,-50,Umplebys,40,90,right,1,closed,closed,-7.569885,5.477287,119.8673,0.8217773,651.5472,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
34,AllenSt,0,AllenSt,-90,-90,left,1,open,open,1.372292,3.299979,-167.2658,0.9191284,657.9518,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
35,RaunerFirst,0,RaunerFirst,90,90,left,3,open,open,-7.63324,4.862698,172.5884,0.659122030427015,661.238,missing,missing,member008_new,remote,NaN,NaN,0.939393939393939,0.931372549019608,invalid,Same-scene
36,BakerBerry2nd,94,BakerBerry2nd,4,-90,left,1,closed,closed,3.871602,2.778698,-70.17868,0.7658691,664.3566,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
37,McLaughlinCluster,172,McLaughlinCluster,82,-90,left,1,closed,closed,2.251416,-1.705414,18.56171,0.7936401,667.4614,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
38,Hop2,-1,Hop2,-91,-90,left,1,closed,closed,1.806276,1.8793,-165.8491,0.6962891,670.5526,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
39,Umplebys,-50,Umplebys,-140,-90,left,1,open,open,1.982467,3.183771,-213.6171,0.7800293,673.5461,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
40,BakerBerryHistoric2,180,BakerBerryHistoric2,90,-90,left,1,closed,closed,2.333969,1.240451,17.50732,0.6125488,676.3585,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
41,NeutralUmplebys,0,Umplebys,-140,-90,right,4,open,open,0.9616607,4.598602,-209.8478,1.044434,679.5615,missing,missing,member008_new,remote,NaN,NaN,0.857142857142857,0.931372549019608,invalid,Neutral
42,RaunerBackHall,0,RaunerBackHall,90,90,right,1,open,open,-6.291779,4.427026,160.5399,0.756640630426419,682.9032,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
43,BakerBerryCharter,-90,BakerBerryCharter,0,90,right,1,closed,closed,-6.406036,6.222696,74.35833,0.840211630429995,686.1612,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
44,NeutralPineEntrance,0,PineEntrance,90,90,right,2,closed,closed,-6.918732,4.776886,155.9566,0.9194336,689.3842,missing,missing,member008_new,remote,NaN,NaN,0.857142857142857,0.931372549019608,valid,Neutral
45,53Commons,0,53Commons,90,90,left,3,open,open,-8.199585,2.811512,160.233,0.9190674,692.614,missing,missing,member008_new,remote,NaN,NaN,0.939393939393939,0.931372549019608,invalid,Same-scene
46,NeutralMcLaughlinCluster,0,McLaughlinCluster,262,90,right,2,open,open,-8.648254,2.190267,340.8125,0.8913574,695.8451,missing,missing,member008_new,remote,NaN,NaN,0.857142857142857,0.931372549019608,valid,Neutral
47,Fairbanks,0,Fairbanks,-90,-90,right,3,open,open,4.679461,0.8796891,-164.3748,1.002625,699.1588,missing,missing,member008_new,remote,NaN,NaN,0.939393939393939,0.931372549019608,invalid,Same-scene
49,BakerBerryHistoric2,180,BakerBerryHistoric2,270,90,left,3,open,open,-7.741791,7.596962,350.0326,0.8912354,705.7363,missing,missing,member008_new,remote,NaN,NaN,0.939393939393939,0.931372549019608,invalid,Same-scene
50,Hop2,-1,Hop2,-91,-90,left,1,closed,closed,2.911839,-0.05026245,-165.9492,0.7797852,708.7437,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
51,NeutralPineBackHall,0,PineBackHall,270,90,right,2,closed,closed,-8.059296,2.849321,343.0681,0.9468994,712.0427,missing,missing,member008_new,remote,NaN,NaN,0.857142857142857,0.931372549019608,valid,Neutral
52,BakerBerryCharter,-90,BakerBerryCharter,-180,-90,left,1,open,open,5.814663,0.6145942,-251.9415,0.682373,715.1059,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
53,53Commons,0,53Commons,-90,-90,left,1,closed,closed,4.216186,-0.2750549,-165.6659,1.016418,724.4485,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
54,BakerBerry2nd,94,BakerBerry2nd,184,90,right,1,open,open,-9.27243,1.395575,260.2208,0.8075562,727.428,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
55,Hop4,-3,Hop4,-93,-90,left,1,open,open,5.616997,1.028847,-159.1011,0.9468994,730.6445,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
56,MooreLot,180,MooreLot,270,90,right,1,open,open,-14.71472,4.576564,338.1055,0.7382202,733.6659,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
57,Hop4,-3,Hop4,-93,-90,left,1,open,open,6.407297,1.801745,-167.5062,0.6127319,736.5202,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
58,Fairbanks,0,Fairbanks,-90,-90,left,1,open,open,6.16221,-1.450714,-164.3701,0.9329834,739.7643,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
59,Zimmerman,-100,Zimmerman,-10,90,right,1,open,open,-14.81934,0.7713613,65.09753,0.8493652,743.0224,missing,missing,member008_new,remote,NaN,NaN,0.98019801980198,0.931372549019608,valid,Same-scene
60,NeutralAllenSt,0,AllenSt,-90,-90,right,4,open,open,6.58202,2.899907,-163.6891,1.044312,746.4468,missing,missing,member008_new,remote,NaN,NaN,0.857142857142857,0.931372549019608,invalid,Neutral
