trialIdx,primeName,primeAngleYaw,targetName,targetAngleYaw,targetSide,arrowDirection,sameScenePrime,correctResponse,response,roll,pitch,yaw,rt,timestamp,condition,familiarityTarget,familiarityPrime,subject_id,session_format,explicit_acc_scenewise_prime,explicit_acc_scenewise_target,oc_acc_by_condition,oc_acc
81,neutral,0,MountVernon,90,90,none,0,closed,closed,0.07447483,20.95846,172.9253,1.94397,795.9099,2,missing,missing,K4,inperson,NaN,NaN,0.939393939393939,0.936507936507937
82,SwarthmoreFriends,140,SwarthmoreFriends,50,-90,none,1,closed,closed,-5.173737,13.94227,-21.30978,2.249451,799.4643,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
84,DownhillDriveway,0,BennettPlace,-90,-90,none,0,open,open,-3.269073,7.939812,-176.6984,1.805176,805.5874,3,missing,missing,K4,inperson,NaN,NaN,0.9,0.936507936507937
85,neutral,0,DiningHall,-10,-90,none,0,closed,closed,-7.019501,11.89968,-90.65524,1.569153,808.5864,2,missing,missing,K4,inperson,NaN,NaN,0.939393939393939,0.936507936507937
86,31stStNewYork,0,WoodshopDoorway,-90,-90,none,0,closed,closed,-5.777161,15.91157,-171.8966,1.388428,811.28,3,missing,missing,K4,inperson,NaN,NaN,0.9,0.936507936507937
87,neutral,0,YellowHallway,-90,-90,none,0,open,open,-3.463867,10.44004,-162.0193,2.401489,814.9041,2,missing,missing,K4,inperson,NaN,NaN,0.939393939393939,0.936507936507937
88,neutral,0,KnoxCollege,-6,-90,none,0,open,open,-3.914612,9.982088,-87.14493,1.944153,818.0558,2,missing,missing,K4,inperson,NaN,NaN,0.939393939393939,0.936507936507937
89,neutral,0,Hollingworth,-90,-90,none,0,open,open,-5.624146,12.26134,-175.3615,1.277527,820.4995,2,missing,missing,K4,inperson,NaN,NaN,0.939393939393939,0.936507936507937
92,SwarthmoreFriends,140,FuFoundationHall,-90,-90,none,0,open,open,-4.945709,10.02962,-172.9966,0.9580078,830.3019,3,missing,missing,K4,inperson,NaN,NaN,0.9,0.936507936507937
94,Reykjavik,0,FenningStEngland,90,90,none,0,closed,closed,-0.1348877,13.63723,177.606,1.679993,836.9387,3,missing,missing,K4,inperson,NaN,NaN,0.9,0.936507936507937
96,Portland3,0,Portland3,-90,-90,none,1,closed,closed,-5.00058,13.78414,-172.8139,1.444031,842.3953,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
97,BennettPlace,0,Reykjavik,90,90,none,0,open,open,-0.2660522,10.7516,165.7124,1.957947,845.6027,3,missing,missing,K4,inperson,NaN,NaN,0.9,0.936507936507937
98,ChurchLot,0,ChurchLot,-90,-90,none,1,closed,closed,-5.228271,15.0491,-168.7703,1.194153,848.0602,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
99,Reykjavik,0,Reykjavik,-90,-90,none,1,closed,closed,-3.541901,17.23279,-170.1559,1.708008,850.9899,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
100,DownhillDriveway,0,DownhillDriveway,-90,-90,none,1,open,open,-4.901093,14.46836,-171.1767,1.152527,853.4058,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
101,neutral,0,ViaAgency,-90,-90,none,0,closed,closed,-5.929352,17.62192,-179.3561,1.333008,855.9606,2,missing,missing,K4,inperson,NaN,NaN,0.939393939393939,0.936507936507937
102,RueRousseletParis,0,RueRousseletParis,90,90,none,1,closed,closed,1.075088,15.63563,171.2097,1.596741,858.7513,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
103,FenningStEngland,0,FenningStEngland,-90,-90,none,1,open,open,-5.169434,13.96758,-167.4207,1.124695,861.084,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
104,Dublin2,0,Dublin2,-90,-90,none,1,closed,closed,-2.784241,17.1703,-166.8315,1.777283,863.9026,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
105,WallOfHonor,90,WallOfHonor,0,-90,none,1,closed,closed,-6.000275,14.37173,-82.035,1.305176,866.5269,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
106,FuFoundation,270,FuFoundation,180,-90,none,1,open,open,-6.302856,14.84385,97.23959,1.082947,868.8177,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
107,CottageAve,0,CottageAve,-90,-90,none,1,open,open,-3.020752,10.93555,-177.6501,0.916626,879.0367,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
108,MarketColorado,0,MarketColorado,-90,-90,none,1,open,open,-2.398987,9.170026,-170.5334,1.416382,881.7444,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
109,ZebraEntry,0,OceanLot,-90,-90,none,0,closed,closed,-3.218994,12.805,-171.0919,1.430176,884.2435,3,missing,missing,K4,inperson,NaN,NaN,0.9,0.936507936507937
110,neutral,0,ChurchLot,90,90,none,0,open,open,0.7176889,11.8968,177.4071,1.291443,886.7427,2,missing,missing,K4,inperson,NaN,NaN,0.939393939393939,0.936507936507937
111,neutral,0,MontessoriBooks,90,90,none,0,open,open,0.2229656,12.72466,176.5734,1.305298,889.0615,2,missing,missing,K4,inperson,NaN,NaN,0.939393939393939,0.936507936507937
113,neutral,0,FuFoundation,360,90,none,0,closed,closed,0.2789614,13.07253,441.9381,2.027161,895.0595,2,missing,missing,K4,inperson,NaN,NaN,0.939393939393939,0.936507936507937
114,Hollingworth,0,Hollingworth,90,90,none,1,closed,closed,2.883842,13.98618,173.3735,1.180298,897.5032,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
115,MountVernon,0,MountVernon,-90,-90,none,1,open,open,-4.212036,14.84971,-171.5622,1.138489,899.6831,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
116,ViaAgency,0,ViaAgency,90,90,none,1,open,open,0.8221006,15.21343,174.049,1.554993,902.5294,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
117,NorthPlaza,0,NorthPlaza,90,90,none,1,open,open,-0.6002502,14.58382,176.0532,2.013367,905.9034,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
118,Rotman,0,Rotman,-90,-90,none,1,closed,closed,-1.821289,15.5378,-175.1703,1.416321,908.5553,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
119,RueRousseletParis,0,SwarthmoreFriends,230,90,none,0,open,open,2.543825,13.61431,318.5008,1.249695,911.4294,3,missing,missing,K4,inperson,NaN,NaN,0.9,0.936507936507937
120,NewHavenMuseum2,252,NewHavenMuseum2,162,-90,none,1,open,open,-2.119904,13.3543,83.24915,1.180298,913.762,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
121,CottageAve,0,RosaPortsmouth,-90,-90,none,0,closed,closed,-4.276459,14.30349,-173.697,1.402527,916.3724,3,missing,missing,K4,inperson,NaN,NaN,0.9,0.936507936507937
122,neutral,0,WallOfHonor,180,90,none,0,open,open,1.518045,13.54766,262.7217,1.152466,918.691,2,missing,missing,K4,inperson,NaN,NaN,0.939393939393939,0.936507936507937
124,SeattleNeighborhood9,0,SeattleNeighborhood9,-90,-90,none,1,closed,closed,-4.128448,13.77622,-172.7834,1.360901,923.5785,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
125,DiningHall,80,DiningHall,170,90,none,1,open,open,1.910965,11.3152,253.9645,1.083069,925.9388,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
126,neutral,0,Portland3,90,90,none,0,open,open,1.745796,11.09551,172.0356,1.360718,928.5352,2,missing,missing,K4,inperson,NaN,NaN,0.939393939393939,0.936507936507937
127,RosaPortsmouth,0,31stStNewYork,-90,-90,none,0,open,open,-2.919495,8.475396,-178.8276,0.8756714,931.063,3,missing,missing,K4,inperson,NaN,NaN,0.9,0.936507936507937
128,neutral,0,NewHavenMuseum2,342,90,none,0,closed,closed,1.901025,14.52851,426.8487,1.263489,933.5892,2,missing,missing,K4,inperson,NaN,NaN,0.939393939393939,0.936507936507937
130,MarketColorado,0,RueRousseletParis,-90,-90,none,0,open,open,-2.470337,12.70195,-167.9438,0.9163208,938.8376,3,missing,missing,K4,inperson,NaN,NaN,0.9,0.936507936507937
133,RosaPortsmouth,0,RosaPortsmouth,90,90,none,1,open,open,-0.01611328,13.5146,174.5068,1.152405,947.2793,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
136,FuFoundationHall,0,FuFoundationHall,90,90,none,1,closed,closed,1.851795,15.97866,173.1712,1.499512,956.2209,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
137,WoodshopDoorway,0,WoodshopDoorway,90,90,none,1,open,open,0.6056531,14.09241,172.5502,1.277344,958.7758,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
138,Dublin2,0,ColumbiaStSeattle,90,90,none,0,open,open,1.893949,13.24852,173.4107,1.138428,961.2473,3,missing,missing,K4,inperson,NaN,NaN,0.9,0.936507936507937
139,neutral,0,NorthPlaza,-90,-90,none,0,closed,closed,-2.85318,15.32909,-166.3065,1.124634,963.566,2,missing,missing,K4,inperson,NaN,NaN,0.939393939393939,0.936507936507937
140,BennettPlace,0,BennettPlace,90,90,none,1,closed,closed,0.6315203,16.77934,170.4972,1.777222,966.6483,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
141,neutral,0,ChiltonArch,-90,-90,none,0,open,open,-1.779541,14.1043,-167.2326,0.9998169,968.8422,2,missing,missing,K4,inperson,NaN,NaN,0.939393939393939,0.936507936507937
142,ColumbiaStSeattle,0,ColumbiaStSeattle,-90,-90,none,1,closed,closed,-3.064911,20.67449,-171.6577,1.402405,971.4109,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
143,SketchBurger,0,SketchBurger,-90,-90,none,1,closed,closed,-4.127747,18.13007,-171.2638,1.374634,973.9932,1,missing,missing,K4,inperson,NaN,NaN,0.952380952380952,0.936507936507937
1,YellowHallway,0,YellowHallway,-90,-90,none,1,open,open,0.8664538,-1.960205,-183.8405,1.601227,388.3867,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
5,ChiltonArch,0,ChiltonArch,-90,-90,none,1,open,open,0.8801988,-0.1593323,-191.6804,1.74054,415.279,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
6,ColumbiaStSeattle,0,DiningHall,170,90,none,0,open,open,-0.4877319,-1.871735,269.0978,1.342926,419.1354,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
7,RosaPortsmouth,0,RosaPortsmouth,-90,-90,none,1,closed,closed,0.1728072,0.6442207,-184.9925,1.420319,422.9449,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
8,YellowHallway,0,OceanLot,90,90,none,0,open,open,-1.18103,-1.121887,182.0274,1.344238,426.2103,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
10,neutral,0,TrescaBoston,90,90,none,0,closed,closed,-0.4864197,1.498148,188.2581,1.644409,435.7486,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
11,NewHavenMuseum2,252,ChurchLot,-90,-90,none,0,closed,closed,0.5003525,-0.02978516,-180.3723,1.309753,439.7245,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
13,ColumbiaStSeattle,0,ColumbiaStSeattle,90,90,none,1,open,open,-0.6473389,-3.435181,180.8274,1.225311,447.8046,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
16,Rotman,0,RueRousseletParis,90,90,none,0,closed,closed,-5.295013,0.06100449,184.213,1.195343,457.4638,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
17,ChurchLot,0,ColumbiaStSeattle,-90,-90,none,0,closed,closed,0.9039965,1.067819,-184.8438,1.225494,460.1784,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
18,neutral,0,WalnutApartment,90,90,none,0,open,open,-1.14212,-0.3824463,181.9566,1.30954,466.0122,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
19,WoodshopDoorway,0,WoodshopDoorway,-90,-90,none,1,closed,closed,-0.3392944,-2.067169,-185.4078,1.350677,469.281,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
20,RueRousseletParis,0,RosaPortsmouth,90,90,none,0,open,open,-2.048492,0.3733703,189.7091,1.113922,472.1629,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
22,MontessoriBooks,0,MontessoriBooks,90,90,none,1,open,open,-2.040894,-0.008422852,180.1968,0.9747925,477.5684,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
24,OceanLot,0,ChiltonArch,90,90,none,0,closed,closed,-0.9524231,-0.1477661,183.0509,1.253052,483.0535,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
25,SketchBurger,0,SketchBurger,90,90,none,1,open,open,-2.539551,-0.2228088,173.9259,1.100037,485.5877,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
26,WoodshopDoorway,0,NorthPlaza,90,90,none,0,open,open,-1.508667,-0.4092407,186.5014,1.085632,487.913,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
27,neutral,0,Hollingworth,90,90,none,0,closed,closed,-0.1524048,-1.352539,152.3887,1.615173,491.0039,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
28,ChurchLot,0,ChurchLot,90,90,none,1,open,open,-1.741119,-0.07415771,181.6479,1.183411,494.2894,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
31,neutral,0,MontessoriBooks,-90,-90,none,0,closed,closed,0.04234091,1.007516,-181.2937,1.47583,502.6694,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
32,neutral,0,BennettPlace,90,90,none,0,closed,closed,-0.5284424,-1.838989,173.6526,0.9582214,505.0894,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
33,RueRousseletParis,0,RueRousseletParis,-90,-90,none,1,open,open,0.1702183,2.195393,-178.6361,1.503571,508.0548,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
35,DiningHall,80,CottageAve,-90,-90,none,0,open,open,0.5328451,-0.1439819,-181.1823,1.119507,521.095,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
36,TriangleArchway,0,TriangleArchway,-90,-90,none,1,open,open,0.1917254,1.166773,-187.1952,1.378296,524.0048,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
38,neutral,0,SketchBurger,-90,-90,none,0,closed,closed,-0.5375671,1.333359,-178.9919,1.434082,529.47,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
39,Portland3,0,SwarthmoreFriends,50,-90,none,0,closed,closed,0.4336478,-0.3288879,-41.26453,1.276611,532.1741,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
40,neutral,0,KnoxCollege,174,90,none,0,closed,closed,-1.964539,1.597221,262.3919,1.281067,534.9171,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
41,neutral,0,DownhillDriveway,-90,-90,none,0,open,open,1.297758,1.782575,-177.0028,1.211243,537.4508,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
42,WalnutApartment,0,WalnutApartment,-90,-90,none,1,closed,closed,1.794778,0.2408499,-174.5184,1.601013,540.4163,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
43,SeattleNeighborhood9,0,FuFoundationHall,90,90,none,0,closed,closed,0.4784566,-1.013611,176.1806,1.332336,543.0711,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
45,MountVernon,0,MountVernon,90,90,none,1,closed,closed,-2.055542,1.828108,165.7321,1.62915,548.5248,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
46,WallOfHonor,90,SeattleNeighborhood9,-90,-90,none,0,closed,closed,0.2466392,0.4494886,-172.1831,1.308533,551.1839,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
47,BennettPlace,0,BennettPlace,-90,-90,none,1,open,open,1.288708,0.3585295,-181.6186,1.378601,554.0244,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
48,FuFoundation,270,FuFoundation,360,90,none,1,closed,closed,-1.718018,1.451246,444.8345,1.127808,557.5604,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
49,neutral,0,MarketColorado,-90,-90,none,0,open,open,1.505934,-1.581696,-172.2683,1.71344,560.5269,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
50,Rotman,0,Rotman,90,90,none,1,open,open,-3.059418,0.2479061,179.2862,1.155762,563.1443,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
53,Reykjavik,0,Reykjavik,90,90,none,1,open,open,-1.18396,-1.300842,168.161,1.670715,576.1904,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
54,ChiltonArch,0,NewHavenMuseum2,162,-90,none,0,open,open,2.472667,-0.4511108,74.51361,1.141724,578.808,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
57,neutral,0,FenningStEngland,-90,-90,none,0,open,open,0.833307,-0.5911255,-176.1609,1.281128,587.8713,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
58,NorthPlaza,0,NorthPlaza,-90,-90,none,1,closed,closed,0.6858075,5.041197,-183.8352,1.476074,590.5306,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
59,SwarthmoreFriends,140,SwarthmoreFriends,230,90,none,1,open,open,-3.161713,0.2848769,311.3269,1.782227,593.7883,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
60,neutral,0,ZebraEntry,90,90,none,0,open,open,-1.356171,1.57178,175.7253,1.423462,596.5344,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
61,neutral,0,31stStNewYork,90,90,none,0,closed,closed,-2.788666,2.542225,177.3396,1.489807,600.6693,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
62,FuFoundationHall,0,FuFoundationHall,-90,-90,none,1,open,open,2.541804,1.962494,-173.319,1.127686,603.1613,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
63,SwarthmoreFriends,140,Portland3,-90,-90,none,0,closed,closed,2.268254,1.850706,-166.6344,1.601074,606.0154,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
64,ViaAgency,0,ViaAgency,-90,-90,none,1,closed,closed,2.57846,4.193173,-183.2139,1.336792,608.5772,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
65,neutral,0,MountVernon,-90,-90,none,0,open,open,2.873075,1.964602,-175.6402,1.392212,611.2501,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
66,RosaPortsmouth,0,WallOfHonor,0,-90,none,0,closed,closed,3.335778,3.031666,-83.25458,1.225098,613.8257,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
67,CottageAve,0,Rotman,-90,-90,none,0,closed,closed,3.577018,2.483713,-174.2355,1.559326,616.8887,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
71,FuFoundationHall,0,WoodshopDoorway,90,90,none,0,open,open,-4.984589,0.1729293,181.1858,1.308777,638.4543,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
72,MarketColorado,0,MarketColorado,90,90,none,1,closed,closed,-4.479553,0.3947492,183.8238,1.252991,641.2249,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
73,KnoxCollege,84,KnoxCollege,174,90,none,1,closed,closed,-4.211456,1.895895,271.3875,1.253052,643.7867,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
75,WalnutApartment,0,WalnutApartment,90,90,none,1,open,open,-2.135498,1.483421,177.9319,1.517639,648.9379,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
76,neutral,0,Rotman,90,90,none,0,open,open,-3.268097,1.961071,174.5436,1.559387,651.7363,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
77,OceanLot,0,MarketColorado,90,90,none,0,closed,closed,-4.511932,0.8438643,181.5736,1.197449,654.3816,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
79,neutral,0,WalnutApartment,-90,-90,none,0,closed,closed,2.203352,1.570048,-175.0334,1.489807,660.3821,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
80,SketchBurger,0,TriangleArchway,-90,-90,none,0,open,open,5.780451,0.6444631,-176.3978,1.823975,663.4867,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
81,neutral,0,MountVernon,90,90,none,0,closed,closed,-5.721161,3.190254,182.9511,1.406311,666.1738,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
82,SwarthmoreFriends,140,SwarthmoreFriends,50,-90,none,1,closed,closed,0.8844413,3.098954,-31.41968,1.141724,668.4848,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
83,FenningStEngland,0,SketchBurger,90,90,none,0,open,open,-1.851868,2.164333,181.4398,1.141846,670.9213,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
84,DownhillDriveway,0,BennettPlace,-90,-90,none,0,open,open,2.97663,3.954023,-174.9489,1.322754,673.4133,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
85,neutral,0,DiningHall,-10,-90,none,0,closed,closed,3.446439,3.230584,-88.11478,1.141846,676.5737,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
87,neutral,0,YellowHallway,-90,-90,none,0,open,open,4.156505,0.4778587,-166.2251,1.030273,680.9453,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
88,neutral,0,KnoxCollege,-6,-90,none,0,open,open,3.628768,0.6909168,-83.28204,0.9609985,683.521,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
89,neutral,0,Hollingworth,-90,-90,none,0,open,open,5.819572,-1.040039,-170.5705,0.9607544,685.6511,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
91,TrescaBoston,0,TrescaBoston,90,90,none,1,closed,closed,-3.025269,2.726091,168.8071,1.044189,690.1757,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
92,SwarthmoreFriends,140,FuFoundationHall,-90,-90,none,0,open,open,2.852589,3.172892,-165.5612,0.793457,692.1945,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
94,Reykjavik,0,FenningStEngland,90,90,none,0,closed,closed,-0.7290955,0.2953049,175.4547,0.9467773,696.8307,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
95,OceanLot,0,OceanLot,90,90,none,1,open,open,-2.513611,2.137748,178.8373,1.169617,699.1974,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
97,BennettPlace,0,Reykjavik,90,90,none,0,open,open,-3.823303,0.8658416,175.7003,0.9328003,704.6689,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
98,ChurchLot,0,ChurchLot,-90,-90,none,1,closed,closed,2.873154,2.805083,-168.5638,1.099976,707.1053,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
100,DownhillDriveway,0,DownhillDriveway,-90,-90,none,1,open,open,2.830322,3.823071,-170.6641,1.323303,713.0507,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
101,neutral,0,ViaAgency,-90,-90,none,0,closed,closed,1.695811,3.957136,-170.5451,1.392151,715.9459,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
103,FenningStEngland,0,FenningStEngland,-90,-90,none,1,open,open,2.28169,0.08049306,-162.4504,0.9050293,722.3641,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
104,Dublin2,0,Dublin2,-90,-90,none,1,closed,closed,4.364012,2.536485,-161.1056,1.434082,725.0513,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
105,WallOfHonor,90,WallOfHonor,0,-90,none,1,closed,closed,4.738719,1.64128,-71.00803,1.601013,727.8633,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
106,FuFoundation,270,FuFoundation,180,-90,none,1,open,open,3.764788,2.465211,99.94632,1.253174,730.2581,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
107,CottageAve,0,CottageAve,-90,-90,none,1,open,open,3.516414,-0.7597656,-163.6658,0.8633423,740.4772,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
108,MarketColorado,0,MarketColorado,-90,-90,none,1,open,open,4.840913,-0.6582031,-162.6287,0.7520752,742.3846,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
111,neutral,0,MontessoriBooks,90,90,none,0,open,open,-3.947937,0.02690668,173.3579,1.447998,749.9164,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
113,neutral,0,FuFoundation,360,90,none,0,closed,closed,-3.472321,0.04387927,443.3747,0.8911743,754.3577,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
115,MountVernon,0,MountVernon,-90,-90,none,1,open,open,5.26828,1.891137,-158.8094,1.197266,759.1747,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
119,RueRousseletParis,0,SwarthmoreFriends,230,90,none,0,open,open,-4.607849,0.8821235,314.6066,1.489685,771.496,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
120,NewHavenMuseum2,252,NewHavenMuseum2,162,-90,none,1,open,open,8.744804,1.302119,88.98145,1.489807,774.2944,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
121,CottageAve,0,RosaPortsmouth,-90,-90,none,0,closed,closed,11.1205,0.9797167,-166.218,1.475891,777.1068,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
122,neutral,0,WallOfHonor,180,90,none,0,open,open,-4.777924,0.7392047,259.9215,1.489746,779.8632,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
124,SeattleNeighborhood9,0,SeattleNeighborhood9,-90,-90,none,1,closed,closed,6.336353,2.789297,-161.3786,1.350586,784.5829,1,missing,missing,K5,inperson,NaN,NaN,0.857142857142857,0.900900900900901
126,neutral,0,Portland3,90,90,none,0,open,open,-4.289917,2.188299,172.5938,1.08667,789.4564,2,missing,missing,K5,inperson,NaN,NaN,0.96551724137931,0.900900900900901
127,RosaPortsmouth,0,31stStNewYork,-90,-90,none,0,open,open,5.967988,-0.557373,-160.4746,1.030396,791.6694,3,missing,missing,K5,inperson,NaN,NaN,0.909090909090909,0.900900900900901
