trialIdx,primeName,primeAngleYaw,targetName,targetAngleYaw,targetSide,arrowDirection,sameScenePrime,correctResponse,response,roll,pitch,yaw,rt,timestamp,condition,familiarityTarget,familiarityPrime,subject_id,session_format,explicit_acc_scenewise_prime,explicit_acc_scenewise_target,oc_acc_by_condition,oc_acc
1,YellowHallway,0,YellowHallway,-90,-90,none,1,open,open,5.02753,-3.426239,-175.8094,1.169586,102.4208,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
2,neutral,0,Dublin2,-90,-90,none,0,closed,closed,2.783427,-3.070251,-171.6176,1.579475,105.1,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
3,SeattleNeighborhood9,0,SeattleNeighborhood9,90,90,none,1,open,open,-1.778809,-3.596283,160.7099,1.294868,113.3953,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
4,neutral,0,TriangleArchway,90,90,none,0,closed,closed,-2.338745,-4.59848,170.2516,1.207611,115.6194,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
5,ChiltonArch,0,ChiltonArch,-90,-90,none,1,open,open,4.135565,-1.515991,-171.4048,0.9880219,117.6687,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
6,ColumbiaStSeattle,0,DiningHall,170,90,none,0,open,open,-3.354767,-2.778961,253.3539,1.032341,119.7249,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
8,YellowHallway,0,OceanLot,90,90,none,0,open,open,-3.331879,-5.949921,165.4642,1.095428,131.0983,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
9,Dublin2,0,Dublin2,90,90,none,1,open,open,-1.722778,-7.001923,163.0564,0.9884796,133.2005,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
10,neutral,0,TrescaBoston,90,90,none,0,closed,closed,-2.316681,-2.440948,171.6992,0.9134674,135.1023,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
11,NewHavenMuseum2,252,ChurchLot,-90,-90,none,0,closed,closed,3.851724,-2.357605,-169.2806,0.9624634,137.1005,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
12,Hollingworth,0,Hollingworth,-90,-90,none,1,open,open,4.057609,-3.306183,-167.9188,1.100021,139.3182,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
13,ColumbiaStSeattle,0,ColumbiaStSeattle,90,90,none,1,open,open,-1.778717,-6.636536,158.0569,0.863266,141.1979,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
14,FenningStEngland,0,FenningStEngland,90,90,none,1,closed,closed,-2.728394,-2.498138,170.4178,0.8913422,143.1281,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
15,DownhillDriveway,0,DownhillDriveway,90,90,none,1,closed,closed,-2.70636,-2.706055,166.8914,1.044312,145.2045,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
16,Rotman,0,RueRousseletParis,90,90,none,0,closed,closed,-5.968964,0.3655164,173.0355,0.9967957,147.2757,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
17,ChurchLot,0,ColumbiaStSeattle,-90,-90,none,0,closed,closed,3.887265,-3.695587,-167.2024,1.07222,149.3362,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
18,neutral,0,WalnutApartment,90,90,none,0,open,open,-2.53302,-2.802551,167.6048,0.8726044,151.1555,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
19,WoodshopDoorway,0,WoodshopDoorway,-90,-90,none,1,closed,closed,4.035525,-5.441711,-166.938,1.058304,153.3018,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
20,RueRousseletParis,0,RosaPortsmouth,90,90,none,0,open,open,-3.111786,-3.156555,166.4332,1.099731,155.3484,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
21,WallOfHonor,90,WallOfHonor,180,90,none,1,open,open,-4.648041,-3.355042,257.8185,0.9468842,157.3007,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
22,MontessoriBooks,0,MontessoriBooks,90,90,none,1,open,open,-3.014893,-1.429077,169.4016,0.9466858,159.2046,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
25,SketchBurger,0,SketchBurger,90,90,none,1,open,open,-2.860535,-2.158173,169.856,0.9887848,165.6249,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
27,neutral,0,Hollingworth,90,90,none,0,closed,closed,-0.4533386,-4.899506,166.7634,1.100082,170.701,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
28,ChurchLot,0,ChurchLot,90,90,none,1,open,open,-2.445496,-4.829773,169.5714,0.9745178,172.7615,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
30,NewHavenMuseum2,252,NewHavenMuseum2,342,90,none,1,closed,closed,-1.726593,-4.877106,411.8148,1.169617,177.0617,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
31,neutral,0,MontessoriBooks,-90,-90,none,0,closed,closed,4.303108,-0.6355591,-168.3185,1.141632,179.1499,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
32,neutral,0,BennettPlace,90,90,none,0,closed,closed,-3.944092,-0.7861938,178.2816,0.9432831,181.0954,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
33,RueRousseletParis,0,RueRousseletParis,-90,-90,none,1,open,open,4.14135,-1.531067,-168.4725,0.7798462,182.8499,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
34,31stStNewYork,0,31stStNewYork,-90,-90,none,1,open,open,3.461326,-4.404907,-165.6961,0.8634949,184.7314,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
35,DiningHall,80,CottageAve,-90,-90,none,0,open,open,4.166855,-7.176331,-167.28,1.092468,194.2189,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
37,KnoxCollege,84,KnoxCollege,-6,-90,none,1,open,open,3.667547,-6.049133,-81.63181,0.8078308,198.1913,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
38,neutral,0,SketchBurger,-90,-90,none,0,closed,closed,4.402513,-2.616272,-170.3886,0.9755402,200.183,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
39,Portland3,0,SwarthmoreFriends,50,-90,none,0,closed,closed,4.754818,-4.015289,-26.57852,1.125534,202.261,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
40,neutral,0,KnoxCollege,174,90,none,0,closed,closed,-1.95578,-3.096283,244.3604,1.308807,204.5443,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
41,neutral,0,DownhillDriveway,-90,-90,none,0,open,open,4.32634,-4.311279,-165.3295,1.002274,206.5491,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
42,WalnutApartment,0,WalnutApartment,-90,-90,none,1,closed,closed,5.014992,-5.601044,-162.4845,1.058273,208.554,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
43,SeattleNeighborhood9,0,FuFoundationHall,90,90,none,0,closed,closed,-3.952454,-2.7966,168.9764,1.093842,210.5805,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
44,Portland3,0,Portland3,90,90,none,1,open,open,-3.528381,-7.289368,169.7539,0.9607849,212.5854,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
45,MountVernon,0,MountVernon,90,90,none,1,closed,closed,-2.387573,-3.488495,169.9241,0.9329834,214.5011,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
46,WallOfHonor,90,SeattleNeighborhood9,-90,-90,none,0,closed,closed,5.511581,-2.373169,-166.6556,0.9469757,216.4364,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
48,FuFoundation,270,FuFoundation,360,90,none,1,closed,closed,-2.250854,-1.701843,439.6999,0.891037,220.251,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
49,neutral,0,MarketColorado,-90,-90,none,0,open,open,4.032287,-5.814331,-172.2419,0.7765808,222.1274,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
50,Rotman,0,Rotman,90,90,none,1,open,open,-4.072662,-4.533813,170.0025,0.7658844,224.0208,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
52,TrescaBoston,0,TrescaBoston,-90,-90,none,1,open,open,4.448991,-1.128265,-173.0675,0.8771362,228.1593,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
53,Reykjavik,0,Reykjavik,90,90,none,1,open,open,-0.2022705,-6.892944,154.2475,1.002441,230.2198,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
54,ChiltonArch,0,NewHavenMuseum2,162,-90,none,0,open,open,4.547356,-1.892609,83.73944,0.9606781,232.1272,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
56,CottageAve,0,CottageAve,90,90,none,1,closed,closed,-4.101624,-0.6515503,169.3047,1.002533,236.0951,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
57,neutral,0,FenningStEngland,-90,-90,none,0,open,open,4.45005,-4.227051,-167.0473,0.8771973,237.9746,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
58,NorthPlaza,0,NorthPlaza,-90,-90,none,1,closed,closed,5.309448,-3.516144,-166.5035,1.07225,240.787,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
59,SwarthmoreFriends,140,SwarthmoreFriends,230,90,none,1,open,open,-3.184235,-4.628906,308.8653,1.155594,242.8752,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
60,neutral,0,ZebraEntry,90,90,none,0,open,open,-1.918365,-4.747437,163.2473,1.163635,245.0829,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
61,neutral,0,31stStNewYork,90,90,none,0,closed,closed,-1.719971,-2.975037,168.0055,1.309021,247.6029,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
62,FuFoundationHall,0,FuFoundationHall,-90,-90,none,1,open,open,4.043383,-1.738861,-163.4792,0.8632507,249.5101,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
63,SwarthmoreFriends,140,Portland3,-90,-90,none,0,closed,closed,3.692867,-3.268555,-164.0833,0.9329681,251.4455,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
64,ViaAgency,0,ViaAgency,-90,-90,none,1,closed,closed,3.152921,6.48862,-165.483,1.198212,253.5762,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
65,neutral,0,MountVernon,-90,-90,none,0,open,open,5.893091,-7.329071,-167.2816,1.044373,255.5525,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
66,RosaPortsmouth,0,WallOfHonor,0,-90,none,0,closed,closed,5.635013,-6.526215,-76.52106,1.559509,257.989,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
67,CottageAve,0,Rotman,-90,-90,none,0,closed,closed,4.844538,0.3648402,-166.2761,1.155701,260.1051,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
68,OceanLot,0,OceanLot,-90,-90,none,1,closed,closed,4.442764,-2.659332,-164.122,1.099915,262.2631,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
71,FuFoundationHall,0,WoodshopDoorway,90,90,none,0,open,open,-1.405548,0.1641763,168.8538,1.058075,277.6471,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
72,MarketColorado,0,MarketColorado,90,90,none,1,closed,closed,-1.528595,-5.552734,159.1932,1.19751,279.8609,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
75,WalnutApartment,0,WalnutApartment,90,90,none,1,open,open,-1.909729,-3.452301,165.2906,0.9747314,286.3904,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
76,neutral,0,Rotman,90,90,none,0,open,open,-1.576538,-4.729034,163.0864,0.9467163,288.3951,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
78,neutral,0,TrescaBoston,-90,-90,none,0,open,open,4.717026,-1.604156,-167.8498,0.9189148,292.5441,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
79,neutral,0,WalnutApartment,-90,-90,none,0,closed,closed,5.398047,-3.332642,-165.388,1.295013,294.8413,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
80,SketchBurger,0,TriangleArchway,-90,-90,none,0,open,open,5.110703,-3.766144,-168.0739,1.058197,296.8599,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
81,neutral,0,MountVernon,90,90,none,0,closed,closed,-3.072266,-5.782654,158.6458,1.127747,299.0457,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
82,SwarthmoreFriends,140,SwarthmoreFriends,50,-90,none,1,closed,closed,5.421461,-3.73233,-23.56598,0.8493652,300.981,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
83,FenningStEngland,0,SketchBurger,90,90,none,0,open,open,-2.500275,-4.030029,155.7372,1.225281,303.2643,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
84,DownhillDriveway,0,BennettPlace,-90,-90,none,0,open,open,5.07811,-3.576996,-165.0059,0.9885559,305.2969,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
85,neutral,0,DiningHall,-10,-90,none,0,closed,closed,6.619417,-3.803986,-81.22437,1.267334,307.5247,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
86,31stStNewYork,0,WoodshopDoorway,-90,-90,none,0,closed,closed,5.343852,-1.218506,-164.3068,1.141602,309.6267,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
87,neutral,0,YellowHallway,-90,-90,none,0,open,open,3.252783,2.361124,-163.4196,0.9888,311.6038,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
88,neutral,0,KnoxCollege,-6,-90,none,0,open,open,6.822823,-4.50589,-75.53223,0.9329224,313.5111,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
90,FuFoundationHall,0,DownhillDriveway,90,90,none,0,closed,closed,-4.105225,-4.244415,172.019,0.9606323,317.3954,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
91,TrescaBoston,0,TrescaBoston,90,90,none,1,closed,closed,-4.368469,0.6269276,166.8931,1.016388,319.3305,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
92,SwarthmoreFriends,140,FuFoundationHall,-90,-90,none,0,open,open,5.53753,-2.749481,-168.8496,0.8354797,321.1683,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
93,YellowHallway,0,YellowHallway,90,90,none,1,closed,closed,-2.049896,-2.279297,160.3051,1.225128,323.3958,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
94,Reykjavik,0,FenningStEngland,90,90,none,0,closed,closed,-2.667328,-2.38031,169.2917,0.9884338,325.331,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
96,Portland3,0,Portland3,-90,-90,none,1,closed,closed,4.65414,-9.493195,-142.8303,1.211426,329.8003,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
97,BennettPlace,0,Reykjavik,90,90,none,0,open,open,-2.393097,-5.745728,160.7624,0.8771057,331.7771,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
98,ChurchLot,0,ChurchLot,-90,-90,none,1,closed,closed,4.799345,-3.7677,-164.1226,1.016449,333.8933,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
99,Reykjavik,0,Reykjavik,-90,-90,none,1,closed,closed,5.213119,-2.805939,-166.7247,0.9886169,335.8564,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
100,DownhillDriveway,0,DownhillDriveway,-90,-90,none,1,open,open,5.286635,-1.847351,-169.14,0.8913879,337.7782,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
101,neutral,0,ViaAgency,-90,-90,none,0,closed,closed,5.509198,1.996539,-168.1581,1.08609,339.9217,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
102,RueRousseletParis,0,RueRousseletParis,90,90,none,1,closed,closed,-2.020355,-2.912323,167.6584,0.9057312,341.7879,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
103,FenningStEngland,0,FenningStEngland,-90,-90,none,1,open,open,5.04553,-2.563599,-164.9386,0.8076782,343.6112,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
104,Dublin2,0,Dublin2,-90,-90,none,1,closed,closed,6.58534,-2.410187,-165.8123,0.960907,345.5187,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
105,WallOfHonor,90,WallOfHonor,0,-90,none,1,closed,closed,7.677487,-3.965424,-75.59119,0.8487244,347.3423,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
107,CottageAve,0,CottageAve,-90,-90,none,1,open,open,4.226613,-6.571381,-163.3261,0.9885559,365.0793,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
108,MarketColorado,0,MarketColorado,-90,-90,none,1,open,open,4.743758,-9.413116,-160.981,0.7380981,366.6805,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
109,ZebraEntry,0,OceanLot,-90,-90,none,0,closed,closed,5.177081,-5.734924,-165.0139,0.8910217,368.4624,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
112,31stStNewYork,0,31stStNewYork,90,90,none,1,closed,closed,-1.786926,-8.952148,168.108,0.8771362,374.2959,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
114,Hollingworth,0,Hollingworth,90,90,none,1,closed,closed,-2.913544,-6.125122,166.2627,1.044434,378.2081,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
115,MountVernon,0,MountVernon,-90,-90,none,1,open,open,6.613486,-6.714417,-162.9146,0.9746094,380.1154,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
117,NorthPlaza,0,NorthPlaza,90,90,none,1,open,open,-2.305786,-4.077667,170.5952,1.04422,384.0555,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
118,Rotman,0,Rotman,-90,-90,none,1,closed,closed,7.044777,3.773638,-168.8891,1.072296,386.1717,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
120,NewHavenMuseum2,252,NewHavenMuseum2,162,-90,none,1,open,open,4.788556,0.5143325,85.82376,0.9329224,390.1115,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
122,neutral,0,WallOfHonor,180,90,none,0,open,open,-0.8395081,-3.014526,257.9828,1.211273,394.3718,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
124,SeattleNeighborhood9,0,SeattleNeighborhood9,-90,-90,none,1,closed,closed,4.400205,-1.776703,-166.2119,0.9190369,398.2423,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
125,DiningHall,80,DiningHall,170,90,none,1,open,open,-2.353333,-4.760468,253.3966,0.9328613,400.1775,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
126,neutral,0,Portland3,90,90,none,0,open,open,-2.080444,-6.34787,167.261,0.8912659,402.1406,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
127,RosaPortsmouth,0,31stStNewYork,-90,-90,none,0,open,open,5.051412,-5.19812,-164.8144,0.8353882,403.8947,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
128,neutral,0,NewHavenMuseum2,342,90,none,0,closed,closed,-1.186707,-1.524139,416.3328,1.22525,406.0248,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
129,TriangleArchway,0,CottageAve,90,90,none,0,closed,closed,-2.730133,-2.99765,170.4288,0.988739,407.988,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
130,MarketColorado,0,RueRousseletParis,-90,-90,none,0,open,open,4.864675,-3.014709,-162.9231,0.7796021,409.7142,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
131,neutral,0,SeattleNeighborhood9,90,90,none,0,open,open,-2.61322,-2.698486,165.0964,0.9328613,411.5938,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
133,RosaPortsmouth,0,RosaPortsmouth,90,90,none,1,open,open,-2.875305,-4.356445,164.8887,1.072052,415.9235,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
134,MontessoriBooks,0,MontessoriBooks,-90,-90,none,1,closed,closed,3.289004,2.176345,-165.6283,1.113983,418.0258,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
136,FuFoundationHall,0,FuFoundationHall,90,90,none,1,closed,closed,-1.504425,-0.195282,167.2214,1.016418,422.5227,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
137,WoodshopDoorway,0,WoodshopDoorway,90,90,none,1,open,open,-1.480469,-0.495636,164.394,1.22522,424.8617,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
138,Dublin2,0,ColumbiaStSeattle,90,90,none,0,open,open,-1.299103,-4.990875,161.862,0.9468079,426.9083,3,missing,missing,member010_pilot,remote,NaN,NaN,0.875,0.9
139,neutral,0,NorthPlaza,-90,-90,none,0,closed,closed,4.820764,-1.696136,-168.9929,1.113861,429.0523,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
140,BennettPlace,0,BennettPlace,90,90,none,1,closed,closed,-1.35498,-0.5863953,166.8582,1.434052,431.5584,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
141,neutral,0,ChiltonArch,-90,-90,none,0,open,open,4.057763,-2.36911,-163.4388,0.9189148,433.6187,2,missing,missing,member010_pilot,remote,NaN,NaN,0.935483870967742,0.9
142,ColumbiaStSeattle,0,ColumbiaStSeattle,-90,-90,none,1,closed,closed,5.12755,-3.469299,-168.2169,1.072083,435.8046,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
143,SketchBurger,0,SketchBurger,-90,-90,none,1,closed,closed,4.118057,2.343152,-171.3704,1.184357,438.0192,1,missing,missing,member010_pilot,remote,NaN,NaN,0.895522388059702,0.9
1,YellowHallway,0,YellowHallway,-90,-90,none,1,open,open,1.861464,-0.7061462,-179.1989,1.308746,245.7389,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
2,neutral,0,Dublin2,-90,-90,none,0,closed,closed,0.8431411,-1.158386,-180.6571,1.261414,249.8263,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
4,neutral,0,TriangleArchway,90,90,none,0,closed,closed,-0.9048157,0.6795806,177.284,1.111359,255.6191,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
5,ChiltonArch,0,ChiltonArch,-90,-90,none,1,open,open,1.024365,0.5277041,-179.7888,1.128052,258.4868,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
6,ColumbiaStSeattle,0,DiningHall,170,90,none,0,open,open,-0.6384888,1.419111,258.2104,1.275269,261.2486,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
7,RosaPortsmouth,0,RosaPortsmouth,-90,-90,none,1,closed,closed,0.8096665,0.8323273,-180.6358,1.281036,263.9647,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
8,YellowHallway,0,OceanLot,90,90,none,0,open,open,0.3023567,2.364037,177.646,1.120209,266.4353,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
10,neutral,0,TrescaBoston,90,90,none,0,closed,closed,0.6870421,4.449641,178.0978,1.056824,271.5296,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
12,Hollingworth,0,Hollingworth,-90,-90,none,1,open,open,3.850492,-0.2373962,-179.4347,1.183594,276.5383,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
13,ColumbiaStSeattle,0,ColumbiaStSeattle,90,90,none,1,open,open,0.005718559,3.49824,172.1429,1.197144,278.947,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
14,FenningStEngland,0,FenningStEngland,90,90,none,1,closed,closed,-0.9969482,3.339048,172.0629,1.030548,281.1615,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
15,DownhillDriveway,0,DownhillDriveway,90,90,none,1,closed,closed,-1.660858,3.140838,168.5061,0.9608459,283.2834,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
16,Rotman,0,RueRousseletParis,90,90,none,0,closed,closed,-0.4321289,2.48258,172.321,1.278809,285.7568,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
17,ChurchLot,0,ColumbiaStSeattle,-90,-90,none,0,closed,closed,0.3610364,0.7560362,-180.7812,1.141541,288.1793,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
18,neutral,0,WalnutApartment,90,90,none,0,open,open,-1.653229,2.188792,171.315,1.283203,291.2585,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
19,WoodshopDoorway,0,WoodshopDoorway,-90,-90,none,1,closed,closed,1.519302,1.881709,-176.7495,1.1698,293.5942,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
20,RueRousseletParis,0,RosaPortsmouth,90,90,none,0,open,open,-1.388855,2.7798,173.6135,1.225708,295.9196,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
22,MontessoriBooks,0,MontessoriBooks,90,90,none,1,open,open,-0.6572571,1.554691,176.5806,1.141754,300.8188,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
23,neutral,0,Reykjavik,-90,-90,none,0,closed,closed,1.541947,-0.02697754,-184.9529,1.099213,303.0457,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
24,OceanLot,0,ChiltonArch,90,90,none,0,closed,closed,0.7737627,1.040699,180.8375,1.322662,305.7049,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
25,SketchBurger,0,SketchBurger,90,90,none,1,open,open,-0.6733093,1.930053,175.796,1.183533,308.1115,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
27,neutral,0,Hollingworth,90,90,none,0,closed,closed,-0.5860291,1.373255,179.304,1.113892,313.0433,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
28,ChurchLot,0,ChurchLot,90,90,none,1,open,open,-0.6512146,0.5289467,175.4573,1.016235,315.3125,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
29,neutral,0,FuFoundation,180,-90,none,0,open,open,1.122506,-0.06539917,86.14496,1.451233,318.0305,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
