trialIdx,primeName,primeAngleYaw,targetName,targetAngleYaw,targetSide,sameScenePrime,correctResponse,response,roll,pitch,yaw,rt,timestamp,condition,familiarityPrime,familiarityTarget,subject_id,session_format,explicit_acc_scenewise_prime,explicit_acc_scenewise_target,oc_acc_by_condition,oc_acc
65,RollinsChapel3,0,RollinsChapel3,-90,-90,1,open,open,1.346783,2.084751,-69.03674,0.7936401,786.4819,1,yes,yes,degas724,inperson,1,1,0.983606557377049,0.954128440366973
67,PineEntrance,0,PineEntrance,90,-90,2,closed,closed,1.372628,3.288915,-59.44006,0.9190674,791.8978,3,yes,yes,degas724,inperson,1,1,0.956521739130435,0.954128440366973
69,Maynard,0,Maynard,90,90,1,closed,closed,-7.871368,4.994981,65.23596,1.504089,797.7871,1,unsure,unsure,degas724,inperson,0.666666666666667,0.666666666666667,0.983606557377049,0.954128440366973
71,Hop4,0,Hop4,-90,-90,1,open,open,1.724583,3.319416,-60.96982,1.266907,811.9041,1,no,no,degas724,inperson,1,1,0.983606557377049,0.954128440366973
73,Fairbanks,0,Fairbanks,90,90,1,closed,closed,-8.545105,3.163296,63.41206,1.86554,818.0439,1,yes,yes,degas724,inperson,1,1,0.983606557377049,0.954128440366973
74,Hop2,0,Hop2,90,90,1,open,open,-8.556549,4.369296,66.51378,1.267029,820.4802,1,no,no,degas724,inperson,1,1,0.983606557377049,0.954128440366973
75,AllenSt,0,AllenSt,-90,-90,1,open,open,1.619728,1.203549,-62.98737,1.308838,823.0141,1,yes,yes,degas724,inperson,1,1,0.983606557377049,0.954128440366973
76,neutral,0,Umplebys,90,90,0,closed,closed,-8.87735,3.575567,69.74284,0.9049683,825.4087,2,na,no,degas724,inperson,NaN,0.666666666666667,0.88,0.954128440366973
77,McLaughlinCluster,0,McLaughlinCluster,-90,-90,1,closed,closed,-0.2714233,-1.788605,-56.05249,1.378357,828.3463,1,yes,yes,degas724,inperson,0.666666666666667,0.666666666666667,0.983606557377049,0.954128440366973
78,Maynard,0,Maynard,-90,-90,1,open,open,2.047537,0.8470606,-67.49194,1.267029,830.8245,1,unsure,unsure,degas724,inperson,0.666666666666667,0.666666666666667,0.983606557377049,0.954128440366973
79,neutral,0,PineBackHall,90,90,0,closed,closed,-8.626251,4.956219,66.11229,0.9887085,833.0242,2,na,unsure,degas724,inperson,NaN,0.666666666666667,0.88,0.954128440366973
80,McLaughlinCluster,0,McLaughlinCluster,-90,-90,1,closed,closed,-0.9238892,-2.552307,-46.54016,0.9190063,835.4608,1,yes,yes,degas724,inperson,0.666666666666667,0.666666666666667,0.983606557377049,0.954128440366973
81,Zimmerman,0,Zimmerman,-90,-90,1,closed,closed,1.623409,0.8474506,-60.60718,1.378418,838.3147,1,no,no,degas724,inperson,1,1,0.983606557377049,0.954128440366973
82,neutral,0,BakerBerryCharter,-90,-90,0,open,open,3.475607,3.730113,-65.87445,1.141968,841.1272,2,na,yes,degas724,inperson,NaN,1,0.88,0.954128440366973
85,Fairbanks,0,Fairbanks,90,90,1,closed,closed,-9.045563,3.836301,65.34923,1.615112,850.441,1,yes,yes,degas724,inperson,1,1,0.983606557377049,0.954128440366973
86,neutral,0,PineEntrance,90,90,0,closed,closed,-10.63757,5.340102,67.41526,1.030396,852.8775,2,na,yes,degas724,inperson,NaN,1,0.88,0.954128440366973
87,BakerBerryHistoric2,0,BakerBerryHistoric2,90,-90,2,open,open,2.297406,7.757677,-62.07477,0.8823853,854.9518,3,yes,yes,degas724,inperson,0.333333333333333,0.333333333333333,0.956521739130435,0.954128440366973
88,RaunerFirst,0,RaunerFirst,90,90,1,open,open,-8.541473,3.945651,59.97963,1.378479,857.5972,1,yes,yes,degas724,inperson,1,1,0.983606557377049,0.954128440366973
89,PineBackHall,0,PineBackHall,-90,-90,1,open,open,3.116412,9.265172,-79.31036,1.350525,860.1171,1,unsure,unsure,degas724,inperson,0.666666666666667,0.666666666666667,0.983606557377049,0.954128440366973
90,Hop4,0,Hop4,90,90,1,closed,closed,-8.328003,6.662592,66.55917,0.9608154,862.2612,1,no,no,degas724,inperson,1,1,0.983606557377049,0.954128440366973
93,PineBackHall,0,PineBackHall,-90,-90,1,open,open,2.096121,4.562535,-49.68625,1.740417,870.2246,1,unsure,unsure,degas724,inperson,0.666666666666667,0.666666666666667,0.983606557377049,0.954128440366973
94,Maynard,0,Maynard,-90,90,2,open,open,-8.064148,3.422695,61.182,0.9605713,872.4523,3,unsure,unsure,degas724,inperson,0.666666666666667,0.666666666666667,0.956521739130435,0.954128440366973
95,neutral,0,RaunerFirst,-90,-90,0,closed,closed,3.947929,6.533043,-71.4014,0.9746704,874.6519,2,na,yes,degas724,inperson,NaN,1,0.88,0.954128440366973
96,RollinsChapel3,0,RollinsChapel3,90,90,1,closed,closed,-5.54718,13.53506,65.23647,1.253174,877.2693,1,yes,yes,degas724,inperson,1,1,0.983606557377049,0.954128440366973
98,PineEntrance,0,PineEntrance,-90,-90,1,open,open,2.920694,3.666723,-68.53339,1.016602,882.1005,1,yes,yes,degas724,inperson,1,1,0.983606557377049,0.954128440366973
99,RollinsChapel3,0,RollinsChapel3,90,90,1,closed,closed,-5.384277,9.604134,60.84532,1.433899,884.8012,1,yes,yes,degas724,inperson,1,1,0.983606557377049,0.954128440366973
101,Umplebys,0,Umplebys,-90,90,2,open,open,-7.026245,4.775859,59.94933,1.420044,890.4119,3,no,no,degas724,inperson,0.666666666666667,0.666666666666667,0.956521739130435,0.954128440366973
102,BakerBerry2nd,0,BakerBerry2nd,90,90,1,open,open,-7.608459,5.029753,64.01485,1.266968,892.8762,1,yes,yes,degas724,inperson,1,1,0.983606557377049,0.954128440366973
103,Hop4,0,Hop4,90,-90,2,closed,closed,2.317251,6.418372,-52.34576,1.225281,895.4937,3,no,no,degas724,inperson,1,1,0.956521739130435,0.954128440366973
105,RaunerBackHall,0,RaunerBackHall,90,90,1,open,open,-7.17276,5.846492,57.37968,1.169556,903.0256,1,yes,yes,degas724,inperson,1,1,0.983606557377049,0.954128440366973
106,Hop2,0,Hop2,90,-90,2,open,open,2.632877,1.091136,-55.26855,1.072266,905.2811,3,no,no,degas724,inperson,1,1,0.956521739130435,0.954128440366973
107,RaunerFirst,0,RaunerFirst,90,90,1,open,open,-8.554596,2.372247,53.05141,1.281006,914.6787,1,yes,yes,degas724,inperson,1,1,0.983606557377049,0.954128440366973
109,neutral,0,RollinsChapel3,-90,-90,0,open,open,2.028745,3.249698,-61.55923,0.9887085,919.3148,2,na,yes,degas724,inperson,NaN,1,0.88,0.954128440366973
110,PineEntrance,0,PineEntrance,-90,-90,1,open,open,2.409497,1.945607,-64.88074,1.22522,921.8206,1,yes,yes,degas724,inperson,1,1,0.983606557377049,0.954128440366973
111,BakerBerryHistoric2,0,BakerBerryHistoric2,90,90,1,open,open,-7.810455,6.560941,61.4078,1.016541,924.0205,1,yes,yes,degas724,inperson,0.333333333333333,0.333333333333333,0.983606557377049,0.954128440366973
113,neutral,0,Zimmerman,90,90,0,open,open,-9.924805,2.91626,62.3522,0.9608154,929.2414,2,na,no,degas724,inperson,NaN,1,0.88,0.954128440366973
118,neutral,0,53Commons,90,90,0,open,open,-8.037231,5.144422,68.07984,0.8215942,950.1664,2,na,yes,degas724,inperson,NaN,1,0.88,0.954128440366973
119,Maynard,0,Maynard,-90,-90,1,open,open,2.15121,1.817858,-63.01981,1.044067,952.4219,1,unsure,unsure,degas724,inperson,0.666666666666667,0.666666666666667,0.983606557377049,0.954128440366973
121,McLaughlinCluster,0,McLaughlinCluster,-90,90,2,closed,closed,-6.480621,-4.507324,45.84263,1.058228,957.3644,3,yes,yes,degas724,inperson,0.666666666666667,0.666666666666667,0.956521739130435,0.954128440366973
122,AllenSt,0,AllenSt,-90,-90,1,open,open,1.48472,-1.469147,-49.02173,0.8214111,959.5362,1,yes,yes,degas724,inperson,1,1,0.983606557377049,0.954128440366973
123,MooreLot,0,MooreLot,-90,-90,1,closed,closed,-2.4151,-0.4440308,-19.78391,1.225281,961.9309,1,no,no,degas724,inperson,1,1,0.983606557377049,0.954128440366973
124,Hop4,0,Hop4,90,90,1,closed,closed,-9.732117,3.074048,61.99785,0.8077393,964.3674,1,no,no,degas724,inperson,1,1,0.983606557377049,0.954128440366973
125,BakerBerry2nd,0,BakerBerry2nd,90,-90,2,open,open,2.015907,0.9616867,-54.97473,0.9246826,966.595,3,yes,yes,degas724,inperson,1,1,0.956521739130435,0.954128440366973
126,Umplebys,0,Umplebys,-90,-90,1,open,open,1.624002,0.9660859,-57.45187,0.9606934,968.9199,1,no,no,degas724,inperson,0.666666666666667,0.666666666666667,0.983606557377049,0.954128440366973
127,RaunerBackHall,0,RaunerBackHall,90,90,1,open,open,-8.525818,5.6408,61.72217,1.127625,971.2726,1,yes,yes,degas724,inperson,1,1,0.983606557377049,0.954128440366973
129,neutral,0,Hop2,-90,-90,0,closed,closed,3.607598,0.4623417,-59.02487,1.103943,976.5632,2,na,no,degas724,inperson,NaN,1,0.88,0.954128440366973
130,neutral,0,McLaughlinCluster,90,90,0,open,open,-8.355011,5.035907,56.04597,1.086121,978.9301,2,na,yes,degas724,inperson,NaN,0.666666666666667,0.88,0.954128440366973
131,neutral,0,Hop4,-90,-90,0,open,open,3.156645,1.723,-65.15497,0.8493652,981.5613,2,na,no,degas724,inperson,NaN,1,0.88,0.954128440366973
133,Umplebys,0,Umplebys,-90,-90,1,open,open,2.709525,1.782382,-58.74802,1.016541,986.2533,1,no,no,degas724,inperson,0.666666666666667,0.666666666666667,0.983606557377049,0.954128440366973
134,neutral,0,RaunerBackHall,-90,-90,0,closed,closed,2.881574,0.5313318,-58.03458,1.058289,988.5504,2,na,yes,degas724,inperson,NaN,1,0.88,0.954128440366973
135,Hop2,0,Hop2,90,90,1,open,open,-9.588287,2.658958,59.98067,0.9606323,990.8057,1,no,no,degas724,inperson,1,1,0.983606557377049,0.954128440366973
137,BakerBerryCharter,0,BakerBerryCharter,90,-90,2,closed,closed,5.655888,3.944033,-57.31894,0.9190063,996.2772,3,yes,yes,degas724,inperson,1,1,0.956521739130435,0.954128440366973
138,RaunerFirst,0,RaunerFirst,90,-90,2,open,open,2.863622,4.962481,-56.5127,1.072083,998.7693,3,yes,yes,degas724,inperson,1,1,0.956521739130435,0.954128440366973
139,BakerBerry2nd,0,BakerBerry2nd,90,90,1,open,open,-7.355988,3.150114,60.3632,1.197632,1001.289,1,yes,yes,degas724,inperson,1,1,0.983606557377049,0.954128440366973
141,neutral,0,Maynard,90,90,0,closed,closed,-8.129761,5.799793,59.81361,1.100098,1006.649,2,na,unsure,degas724,inperson,NaN,0.666666666666667,0.88,0.954128440366973
142,BakerBerryCharter,0,BakerBerryCharter,90,90,1,closed,closed,-7.385132,0.5459201,38.30869,2.589722,1010.478,1,yes,yes,degas724,inperson,1,1,0.983606557377049,0.954128440366973
143,Zimmerman,0,Zimmerman,-90,-90,1,closed,closed,0.9407766,2.054701,-62.22186,1.768188,1013.583,1,no,no,degas724,inperson,1,1,0.983606557377049,0.954128440366973
3,RaunerFirst,0,RaunerFirst,-90,90,2,closed,closed,0.4791163,1.833688,71.51112,1.224365,616.5505,3,yes,yes,degas725,inperson,1,1,0.878787878787879,0.908396946564885
5,Fairbanks,0,Fairbanks,-90,90,2,open,open,0.2808915,-0.8258057,67.9481,1.796509,624.1939,3,yes,yes,degas725,inperson,1,1,0.878787878787879,0.908396946564885
6,Umplebys,0,Umplebys,90,-90,2,closed,closed,3.863116,-1.720551,-70.84512,1.04425,627.8689,3,yes,yes,degas725,inperson,1,1,0.878787878787879,0.908396946564885
7,BakerBerryHistoric2,0,BakerBerryHistoric2,-90,90,2,closed,closed,-1.873108,5.522457,81.93542,1.114441,630.9463,3,yes,yes,degas725,inperson,0.666666666666667,0.666666666666667,0.878787878787879,0.908396946564885
8,BakerBerryCharter,0,BakerBerryCharter,-90,-90,1,open,open,0.08262343,4.283856,-81.25027,1.253662,634.2319,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
9,PineEntrance,0,PineEntrance,90,90,1,closed,closed,-0.37323,15.42941,81.81608,1.406616,637.5175,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
10,neutral,0,BakerBerryCharter,90,90,0,closed,closed,-1.986664,1.022992,77.11977,1.114502,640.4832,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
11,RaunerFirst,0,RaunerFirst,-90,-90,1,closed,closed,2.202497,1.797694,-85.41357,1.169617,643.5037,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
12,PineBackHall,0,PineBackHall,90,90,1,closed,closed,-0.6819458,7.565615,80.56197,1.225708,646.6783,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
13,BakerBerryCharter,0,BakerBerryCharter,-90,90,2,open,open,-2.630219,2.800462,71.42036,1.239075,649.6851,3,yes,yes,degas725,inperson,1,1,0.878787878787879,0.908396946564885
14,Hop2,0,Hop2,-90,-90,1,closed,closed,0.5213488,1.061444,-77.7413,1.963318,653.8761,1,no,no,degas725,inperson,1,1,0.9375,0.908396946564885
15,MooreLot,0,MooreLot,90,90,1,open,open,1.097102,4.989769,74.85515,1.587769,658.1783,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
16,Hop4,0,Hop4,-90,90,2,open,open,-0.2259216,4.037,66.56334,1.852356,661.2969,3,yes,yes,degas725,inperson,1,1,0.878787878787879,0.908396946564885
17,RollinsChapel3,0,RollinsChapel3,-90,90,2,open,open,-5.840363,-2.559509,64.79659,2.255493,665.668,3,yes,yes,degas725,inperson,1,1,0.878787878787879,0.908396946564885
18,neutral,0,Hop4,90,90,0,closed,closed,-1.906891,4.280874,75.78844,1.211121,669.5385,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
19,53Commons,0,53Commons,90,-90,2,open,open,0.8203934,-1.869843,-62.59244,1.503662,672.6151,3,yes,yes,degas725,inperson,1,1,0.878787878787879,0.908396946564885
20,neutral,0,Umplebys,-90,-90,0,open,open,-0.9112244,-0.3503723,-91.0744,1.490295,675.7481,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
21,PineBackHall,0,PineBackHall,90,90,1,closed,closed,-1.667053,4.253561,75.0951,1.044312,678.2955,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
22,neutral,0,BakerBerryHistoric2,90,90,0,open,open,-0.07272339,6.095881,79.181,1.100647,680.6907,2,na,yes,degas725,inperson,NaN,0.666666666666667,0.882352941176471,0.908396946564885
23,Zimmerman,0,Zimmerman,90,90,1,open,open,-1.380829,1.266277,73.65397,1.11438,683.1688,1,no,no,degas725,inperson,1,1,0.9375,0.908396946564885
24,Fairbanks,0,Fairbanks,-90,-90,1,open,open,1.455835,-2.300354,-79.22165,1.322693,685.7578,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
25,Zimmerman,0,Zimmerman,90,90,1,open,open,-3.349579,2.5647,67.37913,1.002563,689.2524,1,no,no,degas725,inperson,1,1,0.9375,0.908396946564885
26,Maynard,0,Maynard,90,-90,2,closed,closed,1.785839,-0.9899597,-68.33173,1.239258,693.6797,3,yes,yes,degas725,inperson,1,1,0.878787878787879,0.908396946564885
27,McLaughlinCluster,0,McLaughlinCluster,90,-90,2,open,open,2.188797,7.099923,-106.0908,1.698547,696.9513,3,yes,yes,degas725,inperson,0.666666666666667,0.666666666666667,0.878787878787879,0.908396946564885
28,MooreLot,0,MooreLot,90,-90,2,open,open,3.608952,1.194187,-74.20636,1.225098,699.4713,3,yes,yes,degas725,inperson,1,1,0.878787878787879,0.908396946564885
29,neutral,0,Zimmerman,-90,-90,0,closed,closed,2.481043,1.782753,-84.22372,1.211975,702.0057,2,na,no,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
30,RaunerBackHall,0,RaunerBackHall,-90,90,2,closed,closed,0.06595042,7.382128,47.77683,1.378784,705.1102,3,yes,yes,degas725,inperson,1,1,0.878787878787879,0.908396946564885
32,53Commons,0,53Commons,90,90,1,open,open,-2.320862,1.375718,66.89873,1.141785,711.5977,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
33,neutral,0,Fairbanks,90,90,0,closed,closed,-1.164398,0.442737,76.96286,1.239868,714.8143,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
34,Hop2,0,Hop2,-90,90,2,closed,closed,-2.302124,0.7201152,67.4428,1.058167,717.2919,3,no,no,degas725,inperson,1,1,0.878787878787879,0.908396946564885
36,MooreLot,0,MooreLot,90,90,1,open,open,0.344014,1.749283,63.03423,1.350403,733.8459,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
39,PineEntrance,0,PineEntrance,90,90,1,closed,closed,-2.107452,6.385858,61.70482,1.086548,742.6866,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
40,RaunerBackHall,0,RaunerBackHall,-90,-90,1,closed,closed,3.010093,1.446959,-71.51596,1.030334,745.1226,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
41,Fairbanks,0,Fairbanks,-90,-90,1,open,open,4.106338,-1.502991,-69.0462,1.141724,747.6147,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
42,neutral,0,PineEntrance,-90,-90,0,open,open,0.9973026,0.6767831,-86.27557,1.670837,750.5246,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
43,BakerBerry2nd,0,BakerBerry2nd,-90,-90,1,closed,closed,1.753659,-0.7872925,-80.69629,1.253052,753.1557,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
44,53Commons,0,53Commons,90,90,1,open,open,1.471248,0.1002966,72.93516,1.448425,755.9128,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
45,AllenSt,0,AllenSt,90,-90,2,closed,closed,2.321251,-0.4924622,-72.76346,1.796509,758.9061,3,yes,yes,degas725,inperson,1,1,0.878787878787879,0.908396946564885
46,neutral,0,BakerBerry2nd,90,90,0,open,open,0.50482,0.4763153,68.92122,1.267151,762.0801,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
47,RollinsChapel3,0,RollinsChapel3,-90,-90,1,open,open,0.618178,-0.6985168,-66.35382,1.266907,764.6973,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
48,BakerBerry2nd,0,BakerBerry2nd,-90,90,2,closed,closed,-2.662445,5.441193,58.38537,1.169617,767.3009,3,yes,yes,degas725,inperson,1,1,0.878787878787879,0.908396946564885
49,McLaughlinCluster,0,McLaughlinCluster,90,90,1,open,open,-3.656281,2.985245,58.54782,1.114014,769.7094,1,yes,yes,degas725,inperson,0.666666666666667,0.666666666666667,0.9375,0.908396946564885
50,BakerBerry2nd,0,BakerBerry2nd,-90,-90,1,closed,closed,3.541656,-1.076202,-67.93976,1.350647,772.3407,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
51,RaunerFirst,0,RaunerFirst,-90,-90,1,closed,closed,3.246842,0.1242686,-67.31851,0.9885254,774.5962,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
52,McLaughlinCluster,0,McLaughlinCluster,90,90,1,open,open,-2.380341,3.831208,53.36089,1.058167,776.8237,1,yes,yes,degas725,inperson,0.666666666666667,0.666666666666667,0.9375,0.908396946564885
54,neutral,0,RollinsChapel3,90,90,0,closed,closed,1.833074,14.26566,60.44036,1.141724,784.286,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
55,neutral,0,MooreLot,-90,-90,0,closed,closed,3.653358,4.835149,-78.83969,1.030334,786.6389,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
56,AllenSt,0,AllenSt,90,90,1,closed,closed,-0.3237915,3.271535,58.33842,0.9050293,788.8108,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
57,Hop4,0,Hop4,-90,-90,1,open,open,2.372171,6.368462,-73.75894,1.04425,791.4699,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
58,neutral,0,Maynard,-90,-90,0,open,open,2.238828,2.456635,-82.6965,1.253052,794.324,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
60,BakerBerryHistoric2,0,BakerBerryHistoric2,-90,-90,1,closed,closed,4.4434,5.05063,-86.81668,1.239258,801.7029,1,yes,yes,degas725,inperson,0.666666666666667,0.666666666666667,0.9375,0.908396946564885
61,neutral,0,AllenSt,-90,-90,0,open,open,3.454695,3.741543,-79.65341,1.00238,804.2088,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
62,neutral,0,McLaughlinCluster,-90,-90,0,closed,closed,3.026779,-1.864807,-80.50507,1.113708,806.9793,2,na,yes,degas725,inperson,NaN,0.666666666666667,0.882352941176471,0.908396946564885
63,Hop2,0,Hop2,-90,-90,1,closed,closed,0.4609252,-3.096405,-74.7778,1.002441,809.5132,1,no,no,degas725,inperson,1,1,0.9375,0.908396946564885
65,RollinsChapel3,0,RollinsChapel3,-90,-90,1,open,open,1.780381,-2.144989,-68.06836,0.9328003,815.0543,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
67,PineEntrance,0,PineEntrance,90,-90,2,closed,closed,1.362728,5.938775,-68.22845,1.71228,820.6789,3,yes,yes,degas725,inperson,1,1,0.878787878787879,0.908396946564885
68,BakerBerryHistoric2,0,BakerBerryHistoric2,-90,-90,1,closed,closed,3.782814,-0.04281616,-67.05646,1.030334,823.1292,1,yes,yes,degas725,inperson,0.666666666666667,0.666666666666667,0.9375,0.908396946564885
69,Maynard,0,Maynard,90,90,1,closed,closed,-0.9867859,7.135151,66.24039,1.406189,825.9138,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
70,Umplebys,0,Umplebys,90,90,1,closed,closed,-0.6207886,0.6245746,58.32231,0.8493652,828.0299,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
71,Hop4,0,Hop4,-90,-90,1,open,open,0.9693607,4.572102,-68.93475,1.211487,841.2562,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
72,PineBackHall,0,PineBackHall,90,-90,2,closed,closed,2.542884,2.556481,-66.97934,0.7657471,843.4418,3,yes,yes,degas725,inperson,1,1,0.878787878787879,0.908396946564885
73,Fairbanks,0,Fairbanks,90,90,1,closed,closed,-0.9417725,-1.910736,55.83792,0.9467773,845.7809,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
74,Hop2,0,Hop2,90,90,1,open,open,-1.289154,2.87126,70.42523,1.684631,849.0526,1,no,no,degas725,inperson,1,1,0.9375,0.908396946564885
75,AllenSt,0,AllenSt,-90,-90,1,open,open,1.95499,-1.870819,-68.89859,1.239136,851.6839,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
76,neutral,0,Umplebys,90,90,0,closed,closed,-0.4406738,-1.302734,65.98162,1.002625,854.0369,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
77,McLaughlinCluster,0,McLaughlinCluster,-90,-90,1,closed,closed,-0.2272339,-4.286774,-66.64444,1.113892,856.501,1,yes,yes,degas725,inperson,0.666666666666667,0.666666666666667,0.9375,0.908396946564885
78,Maynard,0,Maynard,-90,-90,1,open,open,1.463505,-4.69162,-69.43295,1.239136,859.3134,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
79,neutral,0,PineBackHall,90,90,0,closed,closed,-0.9828796,1.704533,72.95309,0.9886475,861.8054,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
80,McLaughlinCluster,0,McLaughlinCluster,-90,-90,1,closed,closed,1.522895,-3.144775,-74.10504,1.211121,864.4785,1,yes,yes,degas725,inperson,0.666666666666667,0.666666666666667,0.9375,0.908396946564885
81,Zimmerman,0,Zimmerman,-90,-90,1,closed,closed,3.217532,-3.590485,-75.10757,1.210327,867.1376,1,no,no,degas725,inperson,1,1,0.9375,0.908396946564885
82,neutral,0,BakerBerryCharter,-90,-90,0,open,open,2.944321,2.850295,-73.39343,0.9746704,869.6994,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
83,neutral,0,MooreLot,90,90,0,open,open,1.804243,3.502032,66.05131,1.601013,872.7483,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
84,PineEntrance,0,PineEntrance,-90,90,2,open,open,-2.250519,-0.02471924,48.45042,1.629089,875.6721,3,yes,yes,degas725,inperson,1,1,0.878787878787879,0.908396946564885
85,Fairbanks,0,Fairbanks,90,90,1,closed,closed,-4.117249,-2.057159,61.06454,0.9606934,878.0945,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
86,neutral,0,PineEntrance,90,90,0,closed,closed,-5.546722,3.32865,64.78329,1.141602,880.6144,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
87,BakerBerryHistoric2,0,BakerBerryHistoric2,90,-90,2,open,open,-1.157501,23.52914,-66.45599,1.45575,883.6155,3,yes,yes,degas725,inperson,0.666666666666667,0.666666666666667,0.878787878787879,0.908396946564885
88,RaunerFirst,0,RaunerFirst,90,90,1,open,open,0.8211701,12.82971,65.00174,1.350708,886.267,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
90,Hop4,0,Hop4,90,90,1,closed,closed,-4.876617,3.588053,65.3372,0.9189453,891.5992,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
92,neutral,0,BakerBerry2nd,-90,-90,0,closed,closed,1.231144,-1.685822,-90.68335,1.155579,898.3237,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
95,neutral,0,RaunerFirst,-90,-90,0,closed,closed,3.627605,1.837821,-77.29596,1.239136,907.0529,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
97,neutral,0,AllenSt,90,90,0,closed,closed,1.824574,3.265113,60.81613,1.183533,912.7054,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
98,PineEntrance,0,PineEntrance,-90,-90,1,open,open,1.796791,1.802961,-70.32776,1.559448,915.4065,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
99,RollinsChapel3,0,RollinsChapel3,90,90,1,closed,closed,-1.124084,6.298649,52.68454,1.253113,918.4136,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
101,Umplebys,0,Umplebys,-90,90,2,open,open,-2.48465,2.246338,58.28336,1.670898,924.3862,3,yes,yes,degas725,inperson,1,1,0.878787878787879,0.908396946564885
102,BakerBerry2nd,0,BakerBerry2nd,90,90,1,open,open,-3.050842,3.630132,63.94625,1.225281,926.8087,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
103,Hop4,0,Hop4,90,-90,2,closed,closed,1.298736,9.791664,-60.56445,1.50415,929.7747,3,yes,yes,degas725,inperson,1,1,0.878787878787879,0.908396946564885
104,RollinsChapel3,0,RollinsChapel3,90,-90,2,closed,closed,5.880199,8.078465,-70.77707,1.322754,932.5726,3,yes,yes,degas725,inperson,1,1,0.878787878787879,0.908396946564885
105,RaunerBackHall,0,RaunerBackHall,90,90,1,open,open,0.6134596,5.198818,69.20033,1.294861,935.343,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
106,Hop2,0,Hop2,90,-90,2,open,open,2.083968,2.33132,-63.85886,1.36438,938.1693,3,no,no,degas725,inperson,1,1,0.878787878787879,0.908396946564885
107,RaunerFirst,0,RaunerFirst,90,90,1,open,open,-2.253601,1.732931,64.37309,1.086243,954.7509,1,yes,yes,degas725,inperson,1,1,0.9375,0.908396946564885
109,neutral,0,RollinsChapel3,-90,-90,0,open,open,-2.043152,3.862442,-68.57129,1.183594,961.5728,2,na,yes,degas725,inperson,NaN,1,0.882352941176471,0.908396946564885
