trialIdx, primeName, targetName, targetSide, condition, correctResponse, response, roll, pitch, yaw, rt, timestamp
1, BakerBerry2nd, BakerBerry2nd, -90, ss, closed, closed, -0.06384277, 2.040658, -96.40994, 1.141479, 643.8613
2, NeutralZimmerman, Zimmerman, 90, neutral, open, open, -2.700287, 3.546027, 88.02567, 1.016663, 648.7504
3, BakerBerryHistoric2, BakerBerryHistoric2, 90, ss, open, open, -1.511597, 6.154571, 83.76661, 1.016541, 651.173
4, Fairbanks, Fairbanks_mirror, -90, mirror, open, closed, -2.31778, 1.504829, -76.29556, 0.7415161, 653.8217
5, Umplebys, Umplebys, 90, ss, closed, closed, -0.2200928, 4.294242, 87.92146, 0.8770752, 657.4557
6, NeutralMooreLot, MooreLot, 90, neutral, open, open, -3.492126, 5.104971, 85.43999, 1.197571, 660.0518
7, Fairbanks, Fairbanks, 90, ss, closed, closed, -2.073853, 6.545769, 89.38762, 1.531311, 663.3093
8, Zimmerman, Zimmerman_mirror, 90, mirror, open, open, -1.602814, 4.406967, 82.27148, 1.545776, 666.1917
9, Maynard, Maynard_mirror, 90, mirror, closed, closed, -9.529938, 2.949808, 87.71706, 1.218567, 668.8301
10, RollinsChapel3, RollinsChapel3, 90, ss, closed, closed, -2.770874, 8.527758, 87.51454, 1.489563, 671.7119
11, Zimmerman, Zimmerman, -90, ss, closed, closed, 1.536747, 3.449967, -80.24695, 1.016418, 674.5245
12, 53Commons, 53Commons_mirror, -90, mirror, closed, closed, -1.014954, 3.539073, -74.36862, 1.514587, 677.8628
13, NeutralFairbanks, Fairbanks, -90, neutral, open, open, 2.320038, 5.501869, -81.0065, 1.69873, 681.7832
14, PineBackHall, PineBackHall, 90, ss, closed, closed, -2.995941, 7.015542, 89.32719, 1.058289, 684.526
15, RaunerFirst, RaunerFirst, 90, ss, open, open, -2.929657, 5.61615, 74.10029, 1.141785, 687.1991
16, Hop2, Hop2, -90, ss, closed, closed, 0.8744437, 7.361558, -85.84808, 1.5177, 690.262
16, Hop2, Hop2, -90, ss, closed, closed, 0.8744437, 7.361558, -85.84808, 1.5177, 690.262
17, Maynard, Maynard, -90, ss, open, open, 4.332776, 6.350318, -84.21167, 1.503845, 693.4084
16, Hop2, Hop2, -90, ss, closed, closed, 0.8744437, 7.361558, -85.84808, 1.5177, 690.262
17, Maynard, Maynard, -90, ss, open, open, 4.332776, 6.350318, -84.21167, 1.503845, 693.4084
18, NeutralBakerBerryCharter, BakerBerryCharter, 90, neutral, closed, closed, -1.943024, 5.477062, 81.43313, 0.90448, 695.6854
19, Hop4, Hop4, -90, ss, open, open, 0.5638584, 7.229585, -81.75134, 1.350708, 698.3726
20, Hop2, Hop2, -90, ss, closed, closed, 1.218155, 7.03337, -81.05472, 1.350525, 701.0457
21, NeutralHop4, Hop4, 90, neutral, closed, closed, -3.298584, 6.503848, 82.23483, 0.9331665, 703.371
