trialIdx, primeName, targetName, targetSide, condition, correctResponse, response, roll, pitch, yaw, rt, timestamp
1, BakerBerry2nd, BakerBerry2nd, -90, ss, closed, closed, 4.581224, -5.138062, -79.27478, 1.224731, 725.8032
2, NeutralZimmerman, Zimmerman, 90, neutral, open, open, -4.980316, -5.000427, 65.62649, 1.197693, 731.9193
3, BakerBerryHistoric2, BakerBerryHistoric2, 90, ss, open, open, -3.071716, -0.4585571, 75.35504, 1.322632, 735.5808
4, Fairbanks, Fairbanks_mirror, -90, mirror, open, open, 3.292238, -5.739258, -70.26263, 0.9351196, 738.8412
5, Umplebys, Umplebys, 90, ss, closed, closed, -3.569763, 0.05354527, 74.14967, 1.002197, 742.377
6, NeutralMooreLot, MooreLot, 90, neutral, open, open, -4.164032, 0.1029626, 78.38898, 1.086304, 745.4014
7, Fairbanks, Fairbanks, 90, ss, closed, closed, -4.610321, -0.7213745, 74.69946, 1.768127, 749.0071
8, Zimmerman, Zimmerman_mirror, 90, mirror, open, open, -2.347809, -2.680786, 69.94034, 1.823975, 753.2397
9, Maynard, Maynard_mirror, 90, mirror, closed, closed, -3.207886, -3.704559, 66.72089, 1.110901, 756.787
10, RollinsChapel3, RollinsChapel3, 90, ss, closed, closed, -3.64798, -0.4969177, 71.42795, 1.058167, 759.6687
11, Zimmerman, Zimmerman, -90, ss, closed, closed, 4.483279, -4.035583, -72.90778, 1.30896, 762.7037
12, 53Commons, 53Commons_mirror, -90, mirror, closed, closed, 4.610841, -1.364685, -71.51843, 1.020386, 765.7704
13, NeutralFairbanks, Fairbanks, -90, neutral, open, open, 4.682693, -2.80957, -77.00989, 1.211365, 768.8036
14, PineBackHall, PineBackHall, 90, ss, closed, closed, -5.194611, -2.314148, 60.5735, 0.7799683, 771.3658
15, RaunerFirst, RaunerFirst, 90, ss, open, closed, -0.2947388, -7.568665, 17.99327, 0.7938232, 773.9274
16, Hop2, Hop2, -90, ss, closed, closed, 4.158771, -5.515106, -53.42987, 0.8076172, 777.1434
17, Maynard, Maynard, -90, ss, open, open, 5.578088, -3.710632, -70.1254, 0.9329224, 780.248
18, NeutralBakerBerryCharter, BakerBerryCharter, 90, neutral, closed, closed, -7.410858, -4.850647, 68.1485, 0.9051514, 785.5122
19, Hop4, Hop4, -90, ss, open, open, 6.179739, -3.469727, -72.62848, 0.9049072, 788.1991
20, Hop2, Hop2, -90, ss, closed, closed, 5.492279, -7.801422, -40.37152, 0.5719604, 790.748
21, NeutralHop4, Hop4, 90, neutral, closed, closed, -3.378967, -10.44577, 43.3182, 0.751709, 793.4412
22, NeutralPineEntrance, PineEntrance, 90, neutral, closed, closed, -1.805389, -12.125, 32.15211, 1.002563, 796.1368
23, Umplebys, Umplebys, 90, ss, closed, closed, -6.237335, -2.907562, 69.65424, 1.155579, 799.0605
24, AllenSt, AllenSt, 90, ss, closed, closed, 2.525518, -10.3783, -1.730865, 0.7103271, 801.5529
25, 53Commons, 53Commons, 90, ss, open, open, -5.7724, -7.520599, 59.31249, 1.03064, 804.3792
26, BakerBerryCharter, BakerBerryCharter_mirror, 90, mirror, closed, closed, 1.279592, -11.73834, 6.751306, 0.5567627, 806.5648
27, PineEntrance, PineEntrance_mirror, 90, mirror, closed, closed, 2.645658, -12.34198, 0.5276248, 0.5526733, 808.7747
28, NeutralAllenSt, AllenSt, -90, neutral, open, open, 5.43757, -4.528198, -69.7807, 1.62915, 811.9816
29, RaunerFirst, RaunerFirst, 90, ss, open, closed, 4.088452, -9.43399, -5.177673, 0.4454956, 814.2508
30, NeutralMaynard, Maynard, 90, neutral, closed, closed, -4.64032, -3.531921, 64.49564, 1.072083, 816.9831
31, NeutralPineBackHall, PineBackHall, -90, neutral, open, closed, 6.871597, -0.4682007, -79.83197, 1.336548, 820.0668
32, MooreLot, MooreLot, -90, ss, closed, closed, 6.091849, 0.1203909, -82.37201, 0.9888306, 822.7261
33, AllenSt, AllenSt_mirror, -90, mirror, open, open, 5.088854, -1.643433, -75.28119, 1.010925, 825.2681
34, RaunerBackHall, RaunerBackHall, -90, ss, closed, closed, 5.662062, -1.12265, -78.29358, 0.9469604, 827.6486
35, McLaughlinCluster, McLaughlinCluster_mirror, -90, mirror, closed, closed, 6.562422, -6.099335, -75.88562, 0.9215088, 839.694
36, NeutralRaunerBackHall, RaunerBackHall, 90, neutral, open, open, -3.774719, -3.829681, 64.17106, 1.030212, 842.4566
37, BakerBerryHistoric2, BakerBerryHistoric2_mirror, -90, mirror, closed, closed, 4.513326, -7.19809, -59.17151, 0.6420898, 844.9922
38, MooreLot, MooreLot_mirror, 90, mirror, open, open, -1.746918, -0.2236023, 64.189, 1.33551, 848.0264
39, BakerBerryHistoric2, BakerBerryHistoric2, 90, ss, open, open, -4.236237, 3.824624, 76.60094, 1.016174, 850.6852
40, BakerBerryCharter, BakerBerryCharter, -90, ss, open, closed, 2.213499, -9.845764, -0.8752441, 0.5008545, 852.9825
