trialIdx, primeName, targetName, targetSide, condition, correctResponse, response, roll, pitch, yaw, rt, timestamp
1, BakerBerry2nd, BakerBerry2nd, -90, ss, closed, closed, 8.724676, 4.115002, -76.8092, 1.684814, 555.33
2, NeutralZimmerman, Zimmerman, 90, neutral, open, open, -3.90686, -3.475342, 83.44994, 1.085876, 563.7685
3, BakerBerryHistoric2, BakerBerryHistoric2, 90, ss, open, open, -3.103607, -1.06546, 82.88303, 1.378113, 566.9844
4, Fairbanks, Fairbanks_mirror, -90, mirror, open, open, 10.33015, 2.955117, -51.27628, 1.668701, 570.3237
5, Umplebys, Umplebys, 90, ss, closed, closed, -2.179321, -2.000275, 86.44996, 1.308472, 573.1638
6, NeutralMooreLot, MooreLot, 90, neutral, open, open, -2.763916, -7.471954, 27.84586, 1.53186, 577.0963
7, Fairbanks, Fairbanks, 90, ss, closed, closed, -3.990173, -2.683685, 75.85542, 1.211609, 579.6858
8, Zimmerman, Zimmerman_mirror, 90, mirror, open, open, -1.652924, -2.236664, 68.547, 1.355286, 582.3218
9, Maynard, Maynard_mirror, 90, mirror, closed, closed, -2.29361, -3.424774, 70.93555, 1.301697, 584.9324
10, RollinsChapel3, RollinsChapel3, 90, ss, closed, closed, -0.5304871, -1.156677, 82.61333, 1.266663, 588.0234
11, Zimmerman, Zimmerman, -90, ss, closed, closed, 16.39219, 6.858009, -91.7626, 2.116333, 591.4625
12, 53Commons, 53Commons_mirror, -90, mirror, closed, closed, 5.862852, 4.214307, -79.04443, 2.122986, 595.2142
13, NeutralFairbanks, Fairbanks, -90, neutral, open, open, 6.45299, 4.825849, -90.6626, 1.420166, 598.6481
14, PineBackHall, PineBackHall, 90, ss, closed, closed, -4.091461, -1.454865, 89.62832, 1.169617, 601.2794
15, RaunerFirst, RaunerFirst, 90, ss, open, open, -1.516785, -2.574341, 69.06751, 1.531555, 604.064
16, Hop2, Hop2, -90, ss, closed, closed, 8.706101, 11.47823, -82.0455, 1.169739, 608.2964
17, Maynard, Maynard, -90, ss, open, open, 12.06437, 10.46452, -86.21057, 1.11377, 610.7466
18, NeutralBakerBerryCharter, BakerBerryCharter, 90, neutral, closed, closed, -4.97406, 1.259958, 75.91731, 1.475708, 613.4275
19, Hop4, Hop4, -90, ss, open, open, 12.77837, 7.96129, -76.33975, 1.002563, 615.6833
20, Hop2, Hop2, -90, ss, closed, closed, 10.11943, 4.373487, -58.26572, 0.8633423, 618.3842
21, NeutralHop4, Hop4, 90, neutral, closed, closed, -5.261749, -1.450073, 69.36987, 0.9888916, 620.697
22, NeutralPineEntrance, PineEntrance, 90, neutral, closed, closed, -4.728973, 1.254912, 80.8791, 1.210327, 623.1548
23, Umplebys, Umplebys, 90, ss, closed, closed, -5.708618, 0.1233277, 83.498, 1.07196, 625.4799
24, AllenSt, AllenSt, 90, ss, closed, closed, -3.700989, -0.09960938, 82.98479, 0.9611206, 627.6663
25, 53Commons, 53Commons, 90, ss, open, closed, -4.967407, 0.7092165, 89.61511, 0.8356934, 629.9075
26, BakerBerryCharter, BakerBerryCharter_mirror, 90, mirror, closed, closed, -0.812561, -1.43222, 81.88216, 0.8935547, 632.8054
27, PineEntrance, PineEntrance_mirror, 90, mirror, closed, closed, -2.648285, 1.095576, 81.87166, 0.9951782, 635.1227
28, NeutralAllenSt, AllenSt, -90, neutral, open, open, 11.94624, 7.258121, -67.12271, 1.211487, 637.6159
29, RaunerFirst, RaunerFirst, 90, ss, open, open, -3.606781, -0.0880127, 67.18089, 1.016602, 639.913
30, NeutralMaynard, Maynard, 90, neutral, closed, open, -2.385559, 1.301267, 81.47197, 0.9329834, 642.0538
31, NeutralPineBackHall, PineBackHall, -90, neutral, open, closed, 10.73429, 8.375971, -76.70892, 1.977112, 645.1592
32, MooreLot, MooreLot, -90, ss, closed, open, 8.316907, 6.750334, -80.09583, 1.113586, 647.5814
33, AllenSt, AllenSt_mirror, -90, mirror, open, open, 6.740284, 4.70655, -67.69333, 1.20459, 650.2339
34, RaunerBackHall, RaunerBackHall, -90, ss, closed, closed, 7.629066, 7.077945, -73.60715, 1.043884, 652.4754
35, McLaughlinCluster, McLaughlinCluster_mirror, -90, mirror, closed, closed, 3.414616, -4.694489, -84.9827, 1.328857, 670.6506
36, NeutralRaunerBackHall, RaunerBackHall, 90, neutral, open, open, -11.77826, 6.548012, 73.31366, 1.754944, 674.0804
37, BakerBerryHistoric2, BakerBerryHistoric2_mirror, -90, mirror, closed, closed, 4.026127, -0.8412781, -71.98358, 1.157532, 676.4768
38, MooreLot, MooreLot_mirror, 90, mirror, open, open, -8.341705, 4.786593, 57.84727, 2.124146, 681.1349
39, BakerBerryHistoric2, BakerBerryHistoric2, 90, ss, open, open, -16.93903, -4.297089, 34.92363, 1.447876, 683.8357
40, BakerBerryCharter, BakerBerryCharter, -90, ss, open, open, 7.717396, -1.413116, -77.56412, 0.9605713, 686.0775
41, RollinsChapel3, RollinsChapel3, 90, ss, closed, closed, -9.212952, 4.552755, 63.50782, 1.461914, 688.8339
42, BakerBerry2nd, BakerBerry2nd, -90, ss, closed, closed, 5.62029, 0.3620306, -80.72775, 1.127991, 691.2428
