0, PineBackHall, 180, study, 0, 0, 0, study, unsure, 1.681664, 16.62796, 10.23033, 8.787399, 96.07654
0, BakerBerry2nd, 94, study, 0, 0, 0, study, yes, -2.302673, 15.08316, 5.338322, 4.358887, 123.4755
0, Fairbanks, 0, study, 0, 0, 0, study, unsure, 8.100246, 39.28362, 14.02712, 3.244293, 149.7673
0, RaunerBackHall, 0, study, 0, 0, 0, study, yes, 9.522844, 47.29789, 16.11514, 3.272278, 176.0864
0, MooreLot, 180, study, 0, 0, 0, study, yes, 8.072563, 39.54444, 27.15279, 2.952042, 202.0785
0, McLaughlinCluster, 172, study, 0, 0, 0, study, yes, 7.103914, 41.20385, 16.59428, 2.297714, 227.4143
0, AllenSt, 0, study, 0, 0, 0, study, yes, 5.270168, 27.07666, 8.689406, 2.965729, 253.4268
0, BakerBerryCharter, -90, study, 0, 0, 0, study, yes, 6.257528, 43.94207, 18.68657, 2.589905, 279.0532
0, RollinsChapel3, 177, study, 0, 0, 0, study, yes, -1.235687, 44.30989, 12.23912, 2.171661, 304.2661
0, Hop2, -1, study, 0, 0, 0, study, no, 2.018579, 44.81878, 14.25022, 2.77124, 330.073
0, Maynard, 0, study, 0, 0, 0, study, yes, 5.897531, 43.79938, 13.94414, 2.297821, 355.4073
0, Hop4, -3, study, 0, 0, 0, study, yes, 3.752109, 38.35771, 14.2182, 3.105225, 381.5554
0, 53Commons, 0, study, 0, 0, 0, study, yes, 15.97639, 42.5103, 24.77934, 2.562561, 407.1577
0, PineEntrance, 0, study, 0, 0, 0, study, no, 9.467805, 34.17658, 19.22949, 2.854584, 433.0475
0, BakerBerryHistoric2, 180, study, 0, 0, 0, study, yes, 0.2371345, 41.47717, 8.565537, 3.022125, 459.1174
0, Zimmerman, -100, study, 0, 0, 0, study, unsure, 1.683751, 45.52908, 5.249123, 2.743347, 484.8981
0, RaunerFirst, 0, study, 0, 0, 0, study, yes, 1.893981, 6.091146, -2.800751, 3.397675, 511.3423
0, Umplebys, -50, study, 0, 0, 0, study, yes, 0.9411919, 40.59722, 17.31867, 2.298035, 536.6776
