trialIdx, primeName, targetName, targetSide, condition, correctResponse, response, roll, pitch, yaw, rt, timestamp
1, BakerBerry2nd, BakerBerry2nd, -90, ss, closed, closed, -6.078522, 21.89793, -96.98792, 1.82373, 732.5806
2, NeutralZimmerman, Zimmerman, 90, neutral, open, open, -4.733246, 16.48436, 78.23019, 1.002747, 740.0585
3, BakerBerryHistoric2, BakerBerryHistoric2, 90, ss, open, open, -2.279236, 22.03787, 87.70953, 1.684998, 744.9591
4, Fairbanks, Fairbanks_mirror, -90, mirror, open, open, -6.645355, 19.52728, -86.65295, 1.379272, 749.4842
5, Umplebys, Umplebys, 90, ss, closed, closed, -1.662048, 24.2111, 98.4136, 1.378906, 753.5217
6, NeutralMooreLot, MooreLot, 90, neutral, open, open, -1.625549, 21.97012, 89.76656, 1.365356, 756.9869
7, Fairbanks, Fairbanks, 90, ss, closed, open, 1.088087, 20.13601, 79.35543, 2.77063, 761.8458
8, Zimmerman, Zimmerman_mirror, 90, mirror, open, open, -2.796295, 19.73688, 79.70842, 1.264038, 766.3392
9, Maynard, Maynard_mirror, 90, mirror, closed, open, -3.979614, 21.21414, 94.68582, 2.839844, 770.8915
10, RollinsChapel3, RollinsChapel3, 90, ss, closed, open, 0.3501672, 18.80514, 98.14905, 2.478027, 775.1793
11, Zimmerman, Zimmerman, -90, ss, closed, closed, -6.124634, 22.3122, -99.17749, 1.322266, 778.632
12, 53Commons, 53Commons_mirror, -90, mirror, closed, closed, -12.16098, 13.28587, -65.72028, 1.854248, 784.0509
13, NeutralFairbanks, Fairbanks, -90, neutral, open, open, -5.685333, 17.93865, -98.4592, 1.224976, 788.1036
14, PineBackHall, PineBackHall, 90, ss, closed, closed, -3.996216, 24.72055, 93.28181, 1.642761, 791.6263
15, RaunerFirst, RaunerFirst, 90, ss, open, open, -2.843994, 21.7635, 85.88769, 1.517578, 795.0931
16, Hop2, Hop2, -90, ss, closed, closed, -9.245941, 29.83636, -108.0457, 1.182983, 798.0023
17, Maynard, Maynard, -90, ss, open, open, -5.1828, 18.90692, -95.82379, 1.016296, 800.7734
18, NeutralBakerBerryCharter, BakerBerryCharter, 90, neutral, closed, closed, -3.193604, 22.55806, 87.17901, 1.016541, 803.2616
19, Hop4, Hop4, -90, ss, open, open, -6.81192, 18.863, -89.93112, 0.9329224, 805.7402
20, Hop2, Hop2, -90, ss, closed, closed, -5.684479, 21.21089, -92.85095, 1.155701, 808.3851
21, NeutralHop4, Hop4, 90, neutral, closed, closed, -2.985992, 25.7292, 98.03365, 0.8634644, 810.7992
22, NeutralPineEntrance, PineEntrance, 90, neutral, closed, closed, -3.02121, 25.80298, 91.07085, 1.07251, 813.4562
23, Umplebys, Umplebys, 90, ss, closed, closed, -8.214905, 24.9859, 92.07064, 1.75415, 816.7835
24, AllenSt, AllenSt, 90, ss, closed, open, 1.384884, 20.63989, 77.87234, 2.673218, 821.5726
25, 53Commons, 53Commons, 90, ss, open, open, -4.694, 15.69151, 90.18697, 1.113831, 824.2599
26, BakerBerryCharter, BakerBerryCharter_mirror, 90, mirror, closed, closed, -5.114502, 19.92258, 80.13812, 0.9938965, 826.8826
27, PineEntrance, PineEntrance_mirror, 90, mirror, closed, closed, -3.85376, 20.48899, 63.63865, 1.146362, 829.6163
28, NeutralAllenSt, AllenSt, -90, neutral, open, open, -6.340302, 18.18883, -101.36, 1.169983, 832.2371
29, RaunerFirst, RaunerFirst, 90, ss, open, open, -3.575684, 21.60544, 82.48779, 1.183472, 835.1325
30, NeutralMaynard, Maynard, 90, neutral, closed, open, -4.092957, 19.53388, 80.64004, 1.0578, 837.7421
