trialIdx, primeName, targetName, targetSide, condition, correctResponse, response, roll, pitch, yaw, rt, timestamp
1, BakerBerry2nd, BakerBerry2nd, -90, ss, closed, closed, -0.5243225, 1.52164, -92.97601, 1.391907, 568.1819
2, NeutralZimmerman, Zimmerman, 90, neutral, open, open, -4.265717, 1.155098, 93.48515, 0.9186401, 573.0852
3, BakerBerryHistoric2, BakerBerryHistoric2, 90, ss, open, closed, -1.245483, 1.829497, 83.89887, 1.476074, 576.956
4, Fairbanks, Fairbanks_mirror, -90, mirror, open, open, 2.318528, -0.8141785, -74.15414, 1.101379, 580.6885
5, Umplebys, Umplebys, 90, ss, closed, closed, -1.741974, -1.312897, 83.83179, 0.9747314, 583.5291
6, NeutralMooreLot, MooreLot, 90, neutral, open, open, -2.286713, -0.1220093, 83.75927, 1.211426, 586.1104
7, Fairbanks, Fairbanks, 90, ss, closed, closed, -1.865509, -1.120789, 81.1334, 1.071716, 588.7833
8, Zimmerman, Zimmerman_mirror, 90, mirror, open, open, -2.219299, -1.045074, 86.44289, 1.081848, 591.3409
9, Maynard, Maynard_mirror, 90, mirror, closed, closed, -3.312225, -0.190155, 83.22946, 1.094666, 594.2875
10, RollinsChapel3, RollinsChapel3, 90, ss, closed, closed, -1.203888, -0.2078247, 68.20716, 1.211792, 597.1561
11, Zimmerman, Zimmerman, -90, ss, closed, closed, 1.768916, -1.336395, -73.20197, 1.114258, 599.9825
12, 53Commons, 53Commons_mirror, -90, mirror, closed, closed, -0.1141663, -2.59787, -73.15051, 1.153625, 602.7368
13, NeutralFairbanks, Fairbanks, -90, neutral, open, open, 0.4947653, -2.005768, -74.45987, 1.184082, 605.4186
14, PineBackHall, PineBackHall, 90, ss, closed, closed, -1.517273, 0.3215705, 80.34616, 1.030579, 608.1335
15, RaunerFirst, RaunerFirst, 90, ss, open, open, -0.4539185, -2.03006, 63.27183, 1.127686, 610.9036
16, Hop2, Hop2, -90, ss, closed, closed, -0.1790771, -1.887695, -81.61951, 1.002808, 613.3125
17, Maynard, Maynard, -90, ss, open, open, -0.2721863, -1.314056, -76.77603, 1.03064, 615.7209
18, NeutralBakerBerryCharter, BakerBerryCharter, 90, neutral, closed, closed, -2.923615, 0.1170596, 71.297, 0.9050293, 617.9998
19, Hop4, Hop4, -90, ss, open, open, 2.133215, 0.5659877, -79.91843, 0.9053955, 620.186
20, Hop2, Hop2, -90, ss, closed, closed, 0.9572569, -0.7777405, -73.31161, 0.8495483, 622.4551
21, NeutralHop4, Hop4, 90, neutral, closed, closed, -0.4215393, 1.164273, 63.9622, 0.9472656, 624.7947
22, NeutralPineEntrance, PineEntrance, 90, neutral, closed, closed, -1.371613, 0.7973619, 70.17529, 1.239441, 627.5168
23, Umplebys, Umplebys, 90, ss, closed, closed, -0.7455444, -0.7618713, 67.09028, 1.031982, 630.0798
24, AllenSt, AllenSt, 90, ss, closed, closed, -2.465881, -1.249329, 78.69345, 0.7941284, 632.2646
25, 53Commons, 53Commons, 90, ss, open, closed, -2.589417, -3.027496, 75.65269, 0.7663574, 634.5757
26, BakerBerryCharter, BakerBerryCharter_mirror, 90, mirror, closed, closed, -1.282898, -0.9904175, 62.27036, 1.051514, 637.2136
27, PineEntrance, PineEntrance_mirror, 90, mirror, closed, closed, -0.5944824, -1.598999, 64.52232, 0.9265747, 639.9495
28, NeutralAllenSt, AllenSt, -90, neutral, open, open, 1.504787, -3.294617, -69.0545, 0.9053955, 642.3074
29, RaunerFirst, RaunerFirst, 90, ss, open, closed, -1.152649, -1.718719, 72.30044, 0.7520752, 644.4376
30, NeutralMaynard, Maynard, 90, neutral, closed, open, 0.06325161, -2.192719, 55.35313, 0.9749146, 646.8183
31, NeutralPineBackHall, PineBackHall, -90, neutral, open, open, 0.8901158, -1.186096, -70.71259, 1.156006, 649.4913
32, MooreLot, MooreLot, -90, ss, closed, closed, -0.3337402, -1.493164, -60.78683, 0.9897461, 652.0536
33, AllenSt, AllenSt_mirror, -90, mirror, open, open, -0.1157837, -2.372986, -71.65421, 0.9105835, 654.5363
34, RaunerBackHall, RaunerBackHall, -90, ss, closed, closed, -0.8387756, -2.289337, -66.03497, 0.9473267, 657.2651
35, McLaughlinCluster, McLaughlinCluster_mirror, -90, mirror, closed, closed, -0.6166687, -4.137268, -65.4451, 1.054382, 669.1516
36, NeutralRaunerBackHall, RaunerBackHall, 90, neutral, open, open, -0.02801514, 1.114205, 63.20173, 0.8354492, 671.5197
37, BakerBerryHistoric2, BakerBerryHistoric2_mirror, -90, mirror, closed, closed, -0.2207642, -1.814545, -58.80035, 0.8422852, 673.9211
38, MooreLot, MooreLot_mirror, 90, mirror, open, open, -1.241333, -1.046997, 51.49501, 0.9456787, 676.5651
39, BakerBerryHistoric2, BakerBerryHistoric2, 90, ss, open, open, -0.07885742, -1.828461, 44.91609, 1.21167, 679.3777
40, BakerBerryCharter, BakerBerryCharter, -90, ss, open, open, -0.002360026, -1.067017, -81.15976, 0.7243652, 681.7863
41, RollinsChapel3, RollinsChapel3, 90, ss, closed, closed, -0.9644775, 0.07812618, 56.34155, 1.114075, 684.4871
42, BakerBerry2nd, BakerBerry2nd, -90, ss, closed, closed, 0.1313351, -0.002458215, -54.17093, 1.114014, 687.1323
43, 53Commons, 53Commons, 90, ss, open, open, -0.5423889, -1.581238, 60.58823, 1.002197, 689.6104
44, NeutralRaunerFirst, RaunerFirst, -90, neutral, closed, open, -0.361908, -0.3684692, -68.35425, 1.085938, 692.2462
